Bob Savage,PHA
Gleyber Torres,DET
John Peltz,BAL
Gilbert Coleman,NWB
Billy McCool,STL
Desi Relaford,SDP
George Hodson,BSN
Jeremy Accardo,OAK
Claud Derrick,CHC
Benny Ayala,NYM
Tiny Baldwin,ABC
George Sharrott,BRO
Steve Balboni,SEA
Pat Veltman,PIT
Joe Morgan,PHI
Evan Crawford,TOR
Aaron Harang,SEA
Jeff Huson,MIL
Phil Clark,STL
Joe Kiefer,BOS
Justin Hampson,NYM
George Gill,IA
Nate Jones,CIN
Charley Moore,CHC
Roberto Rivera,CHC
Harrison Musgrave,COL
Bob Kline,PHA
Joe Mantiply,NYY
Bryan Clark,TOR
Alonzo Breitenstein,PHI
Kid Speer,DET
Russ Springer,PHI
Al Gerheauser,SLB
Rob Brantly,MIA
Al Hrabosky,KCR
Terry Mulholland,CHC
Smoky Owens,CCB
Dane Iorg,PHI
Chad Kuhl,PIT
Mike Minor,TEX
Jeff Torborg,CAL
J.P. Arencibia,TBR
Greg Myers,BAL
Doug Saunders,NYM
Williams Jerez,LAA
Doug Bird,NYY
Collin McHugh,COL
Joe Mathes,BSN
Josh Devore,PHI
John Boccabella,MON
Valentín Dreke,CS
Chris Krug,CHC
Bret Hemphill,ANA
Randy Gumpert,PHA
Bryan Morris,PIT
Carlos Reyes,OAK
John Irwin,PHA
Jason Pearson,STL
Jay Faatz,CLE
Ervin Santana,ATL
Bob Jefferson,IAB
Cy Barger,NYY
Steve Hargan,CLE
Bill Hughes,PHA
Matt Stairs,PHI
Earl Naylor,PHI
Michael Chavis,PIT
Mike Sullivan,CLV
Cub Stricker,STL
Earl Hamilton,DET
Tommy Clarke,CHC
Dean Chance,LAA
Gary Majewski,MON
Chet Brewer,PS
Cyclone Miller,PHI
Aaron Harang,PHI
Elieser Hernández,LAD
John McGraw,STL
Tyler Pastornicky,ATL
Bob Patterson,TEX
Dick Cole,PIT
John Milner,PIT
Walter Schaller,DET
Clint Hurdle,CIN
Al Leiter,TOR
Gerald Young,STL
Ray Herbert,KCA
Tricky Nichols,NHV
Lennie Pearson,PS
Rico Brogna,DET
Mike Wallace,TEX
Phil Nevin,CHC
Darío Veras,SDP
Dean Chance,NYM
Mike Hegan,OAK
Craig Swan,NYM
Matt Kemp,CIN
Joe Bisenius,PHI
Chad Hermansen,TOR
Bob Seeds,CLE
Walter Prince,LOU
Jarrod Dyson,PIT
Johnny Wright,NE
Urban Shocker,SLB
Clint Brown,CLE
Jeter Downs,WSN
Judy Johnson,PC
George Johnson,NLG
Anderson Pryor,DS
Al Mahon,PHA
Austin Slater,BAL
Zach Vincej,CIN
Sergio Romo,MIN
Tim Belcher,KCR
Clarence Evans,HG
Hal Schumacher,NYG
Jason Hammel,KCR
Ariel Jurado,TEX
Austin Davis,MIN
Jhonny Peralta,DET
Carson Bigbee,PIT
Will Smith,LAD
Percy Miller,COG
Alex Carrasquel,CHW
Steve Lake,STL
Daniel Schlereth,ARI
Emmanuel Burriss,WSN
George Bell,TOR
Don Ferrarese,CHW
John Sanderson,KCM
Brad Ziegler,OAK
Mike Laga,SFG
Sam Tuivailala,STL
Willard Marshall,CHW
Dick Bartell,PHI
Melido Perez,KCR
Herman Bell,TC
Rocky Ellis,PS
Pablo Sandoval,BOS
Mark Whiten,SEA
Rip Jordan,WSH
Kyle Waldrop,MIN
Harry Scherer,LOU
Frank Rooney,IND
Pablo Torrealba,ATL
Chet Nichols,NYG
Charlie Bold,SLB
Johnny Jones,ABC
Hal Smith,CIN
Verle Tiefenthaler,CHW
Edwar Ramírez,NYY
Mike Boddicker,BAL
Matt Moore,CLE
Abe Bell,WP
Harry Bright,CIN
Tom Mansell,STL
Abe Johnson,CHC
César Cedeño,LAD
Adam Moore,SDP
Derek Parks,MIN
Frank Colman,PIT
Tony Johnson,TOR
Jeff Fassero,SFG
Conor Gillaspie,CHW
Patsy Flaherty,PIT
Carl Sadler,CLE
Willard Mains,CKK
Art Shamsky,NYM
Zane Smith,BOS
Mayckol Guaipe,SEA
Clarence White,CBR
Mike Caldwell,MIL
Mike Freeman,SEA
Sal Maglie,CLE
Tom Griffin,SDP
Juan Pierre,COL
Jim Thome,LAD
Terry Enyart,MON
Jerry Hairston,TEX
Matt Blank,MON
Jim Rooker,KCR
Keith Shepherd,BAL
Cliff Hill,PHA
Harry Taylor,KCA
Jody Reed,LAD
Sonny Dixon,WSH
Tim Keefe,TRO
Ledell Titcomb,ROC
Scott Downs,MON
Jed Lowrie,NYM
Steve Stone,CHC
Mike Duvall,TBD
Steven Shell,WSN
Roger Metzger,SFG
George Williams,HOU
Dick Tracewski,DET
Dick Hurley,OLY
Mark Whiten,PHI
Johneshwy Fargas,NYM
Joe Klugmann,CHC
John Grim,MIL
Roy Henshaw,BRO
Roger Freed,MON
Jim Marshall,NYM
Charlie Spikes,DET
Derek Bell,SDP
Red Ryan,NWB
Fred Nicholson,BSN
Barney Schultz,DET
Tim Blackwell,PHI
Willie McCovey,SDP
Carlos Martínez,FLA
Hugh Bradley,NEW
Ray Kolp,CIN
Rick Ankiel,KCR
Chris Stewart,ARI
Darren Bragg,CIN
Tony Rensa,CHW
Joe Dillon,TBR
Gus Dorner,CIN
Ray Olmedo,CIN
Sad Sam Jones,BOS
Heinie Mueller,STL
Darren Reed,MON
Nik Turley,PIT
Doug Corbett,MIN
Paul Giel,MIN
Andruw Jones,CHW
Nelson Santovenia,KCR
Bill Loughran,NYG
Brett Butler,LAD
Arlie Latham,CHI
Joe Visner,STL
Jeff Terpko,TEX
Todd Wellemeyer,SFG
Sonny Ruberto,SDP
Chris Chambliss,ATL
Frank O'Rourke,WSH
John Parrish,BAL
Storm Davis,OAK
Lenny Green,BOS
Juan Agosto,CHW
Mert Hackett,BSN
Randy Wells,CHC
Mike McGeary,CLV
Dan Brouthers,DTN
Bryan Clark,CLE
Mike McClendon,MIL
Eric Orze,NYM
Larry Gilbert,BSN
Abraham Almonte,ATL
Mitch Atkins,BAL
Jorge Piedra,COL
Joe Mays,CIN
Willie Wynn,CAG
Jonathan Araúz,NYM
Owen Miller,COL
Joe Quest,PIT
Luke Walker,PIT
John Verhoeven,CAL
Fred Abbott,PHI
Fabian Kowalik,CHW
John Means,BAL
Ed Kennedy,COR
Sadie McMahon,BAL
Pete Whisenant,CIN
Jack McCarthy,CLE
Pedro Avila,SDP
John Wyatt,NYY
Richie Palacios,TBR
George Alusik,KCA
Wade Miley,MIL
Ed Doheny,PIT
Glenn Wilson,HOU
Mike Jurewicz,NYY
Ed Wells,NYY
Bárbaro Cañizares,ATL
Dave Duncan,KCA
Tiny Chaplin,BSN
Rafael Novoa,MIL
José Vargas,NYC
Hawk Taylor,KCR
Clarence Currie,CIN
Carlos Peña,TBD
Toby Borland,ANA
Dave Fultz,PHI
Gene Hayden,CIN
Ed McFarland,CLV
Chuck Hiller,SFG
Sy Morton,NE
Joe Oliver,BOS
Mel Queen,CAL
Larry Biittner,CIN
Andy Boswell,NYG
Rob Belloir,ATL
Gerrit Cole,PIT
Chad Fox,MIL
Joe Musgrove,PIT
Blas Minor,PIT
Bob Katz,CIN
Dave Philley,CHW
Jim Poole,PHI
Gene DeMontreville,PIT
Ryan LaMarre,MIN
Juan Pierre,LAD
George Kontos,PIT
Gil Hatfield,NYI
Dizzy Dean,CHC
Eddie Mayo,NYG
Ed Andrews,IND
Charlie Mullen,NYY
Al Papai,STL
Billy Werber,NYY
Larry Parrish,TEX
Marc Valdes,HOU
Dick Radatz,CHC
Bill Hallman,PHI
Orlando González,OAK
Jay Ritchie,BOS
Kelvim Escobar,ANA
Brian McRae,KCR
Dave LaPoint,PHI
Felipe López,STL
Ray Cunningham,STL
Joe Moock,NYM
Andy Kosco,BOS
Merrill Kelly,ARI
Jim Faulkner,BRO
Dylan Covey,LAD
Babe Pinelli,CIN
Joe Strong,CTS
George Zuverink,CLE
Jumbo Latham,LOU
Junior Kennedy,CHC
Matt Keough,CHC
Rankin Johnson,PHA
Bill Kindle,NLG
Sonny Hoffman,CLV
Doug Davis,CHC
Wendell Magee,DET
Michael King,NYY
Todd Hundley,LAD
Marty Pattin,SEP
Juan Encarnación,CIN
Henry Blanco,SDP
Adam Wilk,LAA
Red Torphy,BSN
Rajai Davis,OAK
Dave Hamilton,CHW
Xavier Edwards,MIA
Taylor Buchholz,NYM
Fireman Anderson,NE
Ken Reitz,CHC
Willie Harris,BOS
Harry Gumbert,PIT
Gene Bagley,NYG
Rubén Amaro Sr.,NYY
Bryan Stephens,SLB
Frank Warfield,HIL
Mike Dalton,DET
Brian Bogusevic,HOU
Tim Teufel,SDP
Tom Downey,CHC
Adam Wilk,NYM
William Fischer,CHI
Art Goodwin,NYY
Marv Peasley,DET
Eddie Wilson,BRO
Andrews,CBR
Carroll Brown,NYY
Ron Mrozinski,PHI
Corey Seager,LAD
Justin Thompson,TEX
Patsy Donovan,WAS
Steven Souza Jr.,SEA
Ernest Vache,BOS
Travis Hughes,TEX
Nigel Wilson,CLE
Brandon Kintzler,WSN
Leroy Morney,HG
Joey Gathright,TBD
Felton Wilson,DTS
Gary Kolb,MLN
Piggy Ward,PIT
Brett Merriman,MIN
Ray Harrell,STL
Red Corriden,DET
Hugh Bradley,PBS
Marty Bystrom,NYY
Chris Howard,SEA
Charlie Sweeney,CLE
Robin Ventura,NYY
Tommy Watkins,MIN
Tyler Thornburg,MIL
Víctor Santos,DET
Ramón Peña,DET
Jason Roach,NYM
Juan Castro,LAD
Ty Wigginton,TBD
Mike Cvengros,NYG
Aquilino López,DET
John Johnstone,FLA
Dick Stigman,MIN
Rick Camp,ATL
Jeremy Hermida,OAK
Ozzie Virgil,PIT
Robinson Checo,BOS
Nelson Dean,DS
Nate Robertson,DET
Mark Holzemer,OAK
Preston Ward,BRO
Donne Wall,HOU
Ken McBride,LAA
Ernie Young,CLE
Hank Edwards,CHC
Jim Paciorek,MIL
Zeb Terry,CHW
Willie Spearman,CHT
Gene Woodling,CLE
Phil Stidham,DET
Jimmy Say,PHA
Chris Iannetta,ARI
Matt Murray,BOS
Dave Heaverlo,OAK
Willie Hubert,NE
Matt Moore,DET
Obie Lackey,PBG
Manny Sanguillén,OAK
Kevin Witt,SDP
Hoss Walker,AC
Tom Jones,DET
Geechie Meredith,NEG
Fred Spearman,NE
Ryan Thompson,FLA
Greg Maddux,LAD
Brett Tomko,SEA
Doug Linton,BAL
Brooks Kieschnick,CIN
Matt Pagnozzi,HOU
Brian Boehringer,SFG
Aaron Slegers,TBR
Pat McCauley,WHS
Elmer Valo,WSH
Pepe Mangual,MON
Doug Bair,OAK
Jhonatan Solano,MIA
Marv Foley,CHW
Art Schallock,BAL
Nick Strincevich,BSN
Connie Johnson,KCM
Tom Hausman,MIL
Bobby Rothermel,BLN
Don Hoak,CIN
Dan Wilson,SNS
Gary Lance,KCR
Jordan Hicks,SFG
Billy Sample,NYY
Frank Bushey,BOS
Calvin Schiraldi,NYM
Frank Gilhooley,BOS
Sam Gray,PHA
Bennie Wilson,NLG
Hans Lobert,CHC
Mel Roach,CHC
Fritz Knothe,PHI
John Vander Wal,SFG
Don Larsen,CHW
Héctor Neris,LAA
Bob Buhl,CHC
Ray King,COL
Ian Snell,PIT
Nick Green,MIA
Bill Sampen,CAL
John Hicks,DET
Jason Berken,CHC
Drew Carpenter,SDP
Kevin Ginkel,ARI
Grant Jackson,BAL
Bill Merritt,CIN
Mark Ellis,STL
Ralph Hodgin,BSN
Laynce Nix,WSN
Jim Battle,CHW
Tom Runnells,CIN
Fritz Peterson,TEX
Charlie Vinson,CAL
Joe Lis,SEA
Pete Willett,CTG
Carson Kelly,ARI
Bob Edmondson,WSH
Cole Hamels,ATL
Tyler Sturdevant,TBR
Bienvenido Jiménez,CSW
Hoyt Wilhelm,LAD
Ed Greer,PHA
Brian Barnes,LAD
Jason Isringhausen,OAK
Danny Darwin,TOR
David Paulino,PHI
Charlie Carr,PHA
Jamie Moyer,TEX
Miguel Aguilar,ARI
Casey Blake,TOR
Matt Olson,ATL
Fred Williams,COB
Randy Milligan,MON
Steve Selsky,CIN
George Murray,CHW
Bill Barrett,CHW
Jamey Wright,SEA
William Robinson,DTN
Brandon Fahey,BAL
Fred Carisch,PIT
Duane Pillette,PHI
Gary Sheffield,FLA
Leo Sanders,MRS
Whitey Ock,BRO
Leonard Pigg,IC
Ken Rudolph,BAL
Johnny Welaj,PHA
Kelly Mann,ATL
Nealy Phelps,KEK
Jerry Hurley,PBB
Johnny Damon,BOS
Norm McNeil,BOS
John Tudor,BOS
Roberto Petagine,SEA
Phil Linz,PHI
Cris Colón,TEX
Ed Brandt,PIT
Sad Sam Jones,CLE
Vidal Nuño III,ARI
Frank Warfield,WAP
Carlos Almánzar,NYY
Juan Nicasio,SEA
Juan Carlos Oviedo,KCR
Joe Lis,PHI
Red Munson,PHI
Gordon Slade,BRO
Todd Benzinger,CIN
Mel Almada,WSH
George Brunet,HOU
Muddy Ruel,NYY
Willie Hubert,BEG
Aurelio López,DET
Brandon Snyder,ATL
Jesse Douglas,CAG
Jon Adkins,CIN
John Finner,SLS
Ron Pruitt,CLE
Matt Davidson,ARI
Ced Landrum,NYM
Scott Brow,ARI
Marv Throneberry,NYY
Ricky Ledée,LAD
Leon Day,BBS
Matt Olson,OAK
Joe Spencer,NE
Jimmy Macullar,CIN
Clarence Simpson,AG
Pete Burnside,DET
Percy Lacey,PS
Gerhart,CAG
Nelson Dean,CTG
Daryl Robertson,CHC
Orator Shafer,PHA
Mookie Betts,BOS
Max West,PIT
Ken Burkhart,STL
Pete Galligan,WHS
George Zuverink,DET
Ken Brett,MIL
Jerry Davie,DET
Scott Brown,CIN
John Butler,BRO
Wes Helms,ATL
Richard Dotson,KCR
Justin Maxwell,KCR
Jake Diekman,CHW
Sam Horn,BAL
Jesse Orosco,NYM
Dee Strange-Gordon,LAD
Yohan Ramírez,SEA
Roy Carlyle,BOS
Tyler Walker,SFG
Joe Cowley,ATL
Nick Robertson,LAD
Marv Rickert,BSN
Brad Ausmus,LAD
Lemuel Williams,CAG
Dan Altavilla,KCR
Jack Taschner,SFG
Jake Meyers,HOU
Juan Nicasio,PHI
Bill North,SFG
Bill Wight,BOS
Chester Williams,PC
J.J. Davis,WSN
Danny Frisella,STL
George Twombly,WSH
Jules Thomas,BRG
Ken Caminiti,HOU
Joe Boley,PHA
Jim O'Rourke,BSN
Mike Meola,BOS
Jim Tabor,PHI
Elmer Wilson,SLS
Steve Pearce,BAL
Art Wilson,PIT
Bill Gray,CIN
Ben McDonald,MIL
Zach Braddock,MIL
Ron Woods,NYY
John Clarkson,BSN
Dick Hyde,BAL
George Fiall,HBG
Bob MacDonald,TOR
Eric Anthony,HOU
Jesse Winker,WSN
Tracy Woodson,LAD
Jay Loviglio,CHC
Denny McLain,DET
LaTroy Hawkins,MIN
Blake Parker,CLE
Leonys Martín,CHC
Kevin Herget,MIL
Yorkis Pérez,CHC
David Bednar,SDP
Matt Mieske,SEA
Hughie Jennings,BLN
Harry Kenyon,ABC
Austin Maddox,BOS
Bill Brubaker,PIT
Hunter Strickland,CIN
Pat Neshek,SDP
Thomas Eshelman,BAL
Ben Spencer,WSH
Terry Forster,LAD
Matt Tupman,KCR
Ezequiel Carrera,PHI
Mordecai Brown,CHI
Brian Goodwin,LAA
Alex Pacheco,MON
Curtis Pride,ANA
Bob Sprout,LAA
Jim Beswick,SDP
Henry Owens,NYM
Austin Meadows,TBR
Juan Encarnación,FLA
Jack Snyder,BRO
Dave Gregg,CLE
Gene Brabender,BAL
Don Stanhouse,BAL
Iván Rodríguez,NYY
Homer Bailey,CIN
George Cuppy,BOS
Lew Holland,TT
George Brunet,BAL
Ed Gastfield,CHC
Lou Piniella,KCR
Eric Weaver,ANA
Jerry Johnson,SFG
Joe Muir,PIT
Mike DePangher,PHI
Travis d'Arnaud,LAA
Jim Weaver,NYY
Dick Barone,PIT
Travis Lee,PHI
Nels Potter,SLB
Rube Benton,CIN
Elmer Jacobs,CHC
Tim Hendryx,NYY
Enrique Hernández,HOU
Fred Johnson,CAG
Jack Hamilton,CHW
Dana Holt,PK
Leo Marentette,MON
Luke Hamlin,PHA
John McMullin,NYU
Matt Marksberry,ATL
Greg Terlecky,STL
Billy Maloney,CIN
Willi Castro,MIN
Bob Hall,BRO
Lou Sylvester,LOU
James Cooper,JRC
Banks,HBG
Joe Spencer,BEG
Mike Wright Jr.,CHW
Jack Warner,WSH
Valmy Thomas,SFG
David Carpenter,ATL
Adam Warren,NYY
Whitey Wistert,CIN
Wayne Causey,KCA
Taylor Motter,MIN
Brandon Drury,SDP
Jason Bere,CLE
Woodie Fryman,MON
Rube Bressler,STL
Jimmy Stewart,CIN
Nate Bland,HOU
Deron Johnson,NYY
Bucky Dent,KCR
Warren McLaughlin,PIT
Eric DuBose,BAL
Billy Grabarkewitz,OAK
Derrick May,MIL
Bill Morrell,WSH
John Henry Lloyd,HIL
Bill Greason,BBB
Phil Geier,BSN
Tom Healey,PRO
Jake Hewitt,PIT
David Dellucci,TOR
Lou Brock,STL
Tommy Brown,BRO
Dan Miceli,FLA
Bill Hague,LOU
Ed Cushman,PHA
Tommy Everidge,OAK
Pep Young,STL
Sam Barkley,PIT
Don Drysdale,LAD
Luis Cruz,NYY
Buster Posey,SFG
Ben Hill,TC
Adam Piatt,OAK
Paul O'Dea,CLE
Scott Sauerbeck,BOS
Frank Viola,NYM
Brenton Doyle,COL
Brandon Eisert,TOR
Mike Armstrong,CLE
Andrew Brown,COL
Bob Daughters,BOS
Max Surkont,CHW
Ted Power,SEA
Bill Shipke,CLE
Orlando Miller,HOU
Willie Greene,TOR
Wayne Gomes,SFG
Deacon Van Buren,BRO
Adam Hyzdu,PIT
Cal Irvin,NE
Dwight Stone,KCP
Pat Ragan,NYG
Dave Chalk,TEX
Will Ohman,ATL
Jack Pierce,DET
Kory DeHaan,SDP
Dick Calmus,LAD
Mike Magnante,OAK
Gil Hatfield,LOU
Jason Marquis,WSN
Mike Metcalfe,LAD
Lionel Decuir,PC
Buck Coats,CIN
Darrell Evans,SFG
Ángel Mangual,OAK
David Segui,MON
Craig Paquette,DET
Lou Hardie,CHC
Chris Duncan,STL
Ed Somerville,CEN
Al Campanis,BRO
Michael Restovich,COL
Jay Faatz,BUF
Yamid Haad,SFG
Red Lutz,CIN
Jermaine Allensworth,PIT
Phil Cavarretta,CHW
Kevin Gross,TEX
Carlos Torres,DET
Tony Watson,LAD
Warren Bogle,OAK
Alex Treviño,NYM
Casey Parsons,CLE
Lenny Green,DET
Julio Borbon,BAL
Mike Williams,PHI
Sammy Strang,NYG
Roger Repoz,CAL
Ira Hutchinson,BSN
Hal McClure,BSN
Art Johnson,NYG
Zack Godley,ARI
Jeff Manto,SEA
Red Smith,PHA
Scot Thompson,CHC
Ed Keas,CLE
Murray Wall,WSH
Dave Winfield,MIN
Manny Martínez,MON
Matt Stairs,BOS
Cookie Rojas,CIN
Sam Weaver,PHA
Bob Garber,PIT
Mark Gilbert,CHW
John Carden,NYG
Mike González,NYG
Joe May,SL2
Tommy Thomas,BOS
Eliézer Alfonzo,SDP
Wayne Garrett,NYM
Newt Allen,SLS
Chris Beasley,CAL
Henry Beckendorf,DET
Sam Freeman,MIL
Kirt Manwaring,SFG
Red Dorman,CLE
Andy Reese,NYG
Dan Haren,LAA
Riley O'Brien,STL
Clarence Palm,CAG
Sam Weaver,PHK
Percy Wilson,BBS
Johnnie LeMaster,CLE
Frank Foreman,BOS
Brandon Hicks,SFG
Justin Ruggiano,LAD
Tommy Nelson,BSN
Willie Crawford,STL
Royce Lewis,MIN
Mike Hinckley,WSN
Nick Stavinoha,STL
Thaddeus Ward,WSN
Dusty Coleman,SDP
Bret Saberhagen,BOS
Juan González,CLE
Jim Starks,KCM
Ken Szotkiewicz,DET
Rob Whalen,ATL
Rick Matula,ATL
Joe Oliver,DET
Bull Smith,CHC
Dewitt Owens,BBB
Frank Delahanty,PBS
Harry Burrell,STL
Yuniesky Betancourt,SEA
Kid Carsey,PHI
John Misse,SLM
Joe Bennett,PHI
John Corkhill,PHA
Dave Righetti,SFG
Tom Kinslow,WHS
Jimmy Anderson,CIN
Duke Kenworthy,WSH
Bill Skowron,WSA
Chaney White,HIL
Mike Maddux,PIT
Jeff Manto,PHI
Tony Hellman,BAL
Walt Dropo,CHW
Paul Householder,STL
Norm Larker,LAD
Rollie Zeider,CHI
Boone Logan,CLE
Kemp Wicker,NYY
Vic Harris,SFG
Mike Gulan,STL
Rafael Furcal,STL
Arlie Pond,BLN
Claude Rothgeb,WSH
Cool Turner,CCU
Ralph Jefferson,CSE
Sid Farrar,PHQ
Michael Feliz,HOU
Mark Bomback,MIL
Cliff Lee,SEA
Ernie Orsatti,STL
Hanser Alberto,BAL
Aledmys Díaz,HOU
Justin Germano,TEX
Alex Jackson,TBR
Charlie Sweasy,OLY
Kevin Quackenbush,SDP
Andy Sisco,CHW
Logan Morrison,TBR
Jim Ball,BSN
Jeff Frye,BOS
Craig Lefferts,CHC
Bobby Cuellar,TEX
Ronn Reynolds,PHI
Jake Stephens,NLG
Frank Thomas,HOU
Bryan Morris,SFG
Jonathan Villar,MIA
Howie Fox,BAL
Carlos Reyes,TBD
Jack Bruton,CBE
Dayán Díaz,HOU
Miguel Castro,BAL
Darrell May,ATL
Don Demeter,BRO
Hunter Greene,CIN
Elmer Dessens,MIL
Dick Hughes,STL
Al Weis,NYM
Tom Jenkins,BOS
Ross Detwiler,SDP
Tom McGraw,STL
Cal Abrams,BRO
Ed Coleman,PHA
Dick Green,OAK
Brad Hand,FLA
Nyls Nyman,CHW
Pete Washington,PS
Mike Barlow,STL
Bill Monbouquette,SFG
Archie Campbell,WSH
Rick Honeycutt,NYY
Ziggy Hasbrook,CHW
Tony Clark,NYM
Doug Jennings,OAK
Pat Duncan,CIN
Paul Hines,PRO
Bob Rinker,PHA
Kolby Allard,ATL
Keith Creel,TEX
Bo McLaughlin,ATL
Tyler Wells,BAL
Greg Brummett,MIN
Dusty Cooke,CIN
Darryl Strawberry,NYY
José Canseco,OAK
David Dellucci,CLE
Cliff Lee,PHI
AJ Ramos,COL
Bill Stafford,KCA
Tony Graffanino,CHW
Lou Thornton,TOR
Mark Whiten,BOS
Nick Avila,SFG
W. Williams,AG
Don Leppert,PIT
Ugueth Urbina,BOS
Joe Strauss,LOU
Kyle Weiland,BOS
Herm Doscher,WAS
Aubrey Huff,HOU
Terry Mulholland,ARI
John Hatfield,NYU
Bill Schroeder,MIL
Pat Keedy,CHW
Sonny Siebert,SDP
Willie Woods,ABC
Tommy Hughes,PHI
Chris Brock,ATL
Bill Gleason,PHA
Drew Macias,SDP
Honey Green,NE
Walter Sessi,STL
Mark Knudson,MIL
Jay Payton,COL
Hub Pruett,BSN
Billy Palmer,SLM
Ken Raffensberger,CHC
John Dodge,CIN
Mike Cubbage,MIN
Max Kepler,MIN
Razor Ledbetter,DET
Frank McAllister,PC
Cool Papa Bell,SLS
Bryan Holaday,BAL
Ray Burris,NYY
Lou Bierbauer,PIT
Ron Keller,MIN
Rhett Lowder,CIN
Don Miles,LAD
Orator Shafer,PHI
Ernie Smith,HG
Ray Benge,CIN
Jason Motte,ATL
Johnny Berger,WSH
Wilbur Murdoch,STL
George Mogridge,WSH
Orlando Asbury,NLG
Polly McLarry,CHC
Bo McLaughlin,OAK
Bill Henry,BOS
Roy Joiner,CHC
Yairo Muñoz,STL
Bobby Robinson,SNS
A.J. Alexy,TEX
Hideki Matsui,TBR
Junior Moore,CHW
Charles Wesley,SLS
Gabe Gabler,CHC
Miguel Vargas,CHW
Pat Lyons,CLV
Buck Herzog,NYG
Hal Jones,CLE
Rubén Sierra,OAK
Cherokee Fisher,CHC
Ray Steineder,PHI
Trey Wingenter,CHC
Hal Warnock,SLB
John Hoffman,HOU
John Habyan,NYY
Jake Evans,CLV
Eric Young Sr.,CHC
Ossie Blanco,CHW
Mark Huismann,PIT
Joe Sewell,CLE
Doug Creek,STL
Rubén Gómez,NYG
Darren Daulton,PHI
Sam Nicholl,COL
José Mijares,MIN
Lou Frazier,MON
Pete Childs,PHI
Joe Burke,STL
Brer Jones,BCA
Clarke Schmidt,NYY
Johnny Hopp,BSN
Willis Hudlin,CLE
Keith Moreland,PHI
Casey Daigle,HOU
David Freese,LAA
Bill Lewis,BSN
Dave Rader,CHC
John Young,DET
Dick Manville,BSN
Taylor Tankersley,FLA
Jim Halpin,DTN
Johnny Temple,HOU
Billy O'Dell,MLN
Andy Ashby,PHI
Greg Vaughn,CIN
Hugh Bedient,BOS
Edwin Escobar,BOS
Nick Vespi,BAL
Terry Mathews,KCR
Preston Ward,CLE
Ameal Brooks,NE
Luis González,CHW
Bill Wolff,PHI
Franchy Cordero,SDP
Tom Wright,CHW
Braggo Roth,BOS
Ross Detwiler,CHW
Jesús Luzardo,MIA
Jerry Reuss,HOU
Donnie Veal,PIT
Gus Yost,CHC
Mac Scarce,NYM
Mack Stewart,CHC
Martín Dihigo,NYC
Mike Freeman,LAD
Nolan Schanuel,LAA
Sammy Taylor,CIN
Ray Kerr,SDP
Poindexter Williams,BBB
Brandy Davis,PIT
Craig Shipley,SDP
Jake Beckley,CIN
Steve Sax,OAK
Wayne Gross,BAL
Dan Brouthers,BRO
Wes Bankston,OAK
Al Smith,CBE
Steve Boros,DET
Chone Figgins,ANA
Rick Waits,CLE
Harry Chiti,NYM
Yerry De los Santos,NYY
Renyel Pinto,FLA
Chris Bando,OAK
José Parra,NYM
John Radcliff,ATH
Tommie Sisk,SDP
Ted Gray,CHW
Johnny Groth,WSH
Mike Schultz,ARI
Ryan Mountcastle,BAL
Ned Bligh,BAL
Gil Meche,SEA
Pop-boy Smith,CHW
Rafael Montero,TEX
Al Brancato,PHA
Freddie Freeman,ATL
Willard Brown,KCM
Joe Tinker,CHC
Bob Schmidt,SFG
Arthur Irwin,WOR
John Fox,BSN
Cecil Coombs,CHW
Jim Hardin,BAL
Alfred Metcalfe,NYU
Randy Moore,BSN
Zach Davies,ARI
Ewald Pyle,WSH
Trevor Rogers,MIA
Malachi Kittridge,WHS
Don Kolloway,PHA
Chick Lathers,DET
Orlando Sánchez,KCR
Leo Norris,PHI
Don Welchel,BAL
Edinson Vólquez,CIN
Joe Mulvey,PHQ
Allan Anderson,MIN
John Kenney,BRA
John Fifer,ABC
Harmon Killebrew,MIN
John Kroner,BOS
Hunter Cervenka,ATL
Jeremy Hellickson,BAL
Horace Speed,CLE
Wes Ferrell,BRO
Oscar Melillo,BOS
Hick Carpenter,SYR
Joe Lucey,NYY
Yusmeiro Petit,LAA
Frank Hankinson,CLV
Gardner,TT
Jerry Dybzinski,CHW
Roy Henshaw,DET
Chris Iannetta,COL
Harvey Peterson,MRS
Hub Andrews,NYG
Bryan Eversgerd,STL
Matthew Boyd,CLE
Dean Wilkins,CHC
Elias Díaz,SDP
Billy Consolo,WSH
Phil Niekro,NYY
Willie Wynn,PS
Don Cardwell,ATL
Tony Cruz,STL
Bill Hart,PHA
Tarik Skubal,DET
Sam McMackin,DET
Frank Demaree,SLB
Kevin Cash,NYY
Chuck Brinkman,PIT
Rusty Peters,CLE
Adley Rutschman,BAL
Lance Johnson,NYM
Luis Urías,BOS
Mul Holland,STL
Jute Bell,DS
Derek Hill,SFG
Derrick White,DET
Toby Borland,NYM
Nelson Dean,BBB
Dick Johnston,BSN
Mark Bailey,HOU
Jim Holloway,PHI
Pedro Muñoz,OAK
George Kontos,SFG
Bill Crouch,STL
Billy Horne,CBE
Will Rhymes,DET
Dick Culler,NYG
Kelvim Escobar,LAA
George Aiton,SLB
Ed Yarnall,NYY
Roger Salkeld,SEA
Provine Bradley,MRS
Mike Walker,CLE
Danny Breeden,CIN
Brady Clark,SDP
Jim O'Rourke,STL
Dick Rusteck,NYM
Dave Orr,COL
