playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2025,Igor Shesterkin,NYR,G,other,24,1252.0,4.4,3.0,57.0,2.75,3.0,5.67,1.0,30.98,23.0,0.5,0.0,19.85,23.0,9.05,13.0,4.02,22.0,17.0,4.0,0.91,2.1,1.39,0.0,2.0,1.0,14.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,all,24,86485.0,74.53,59.0,1427.0,51.55,83.0,182.45,131.0,752.88,680.0,23.59,1.0,405.88,348.0,288.42,404.0,69.79,743.0,209.0,76.0,22.24,26.24,26.04,25.0,19.0,15.0,399.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,5on5,24,73226.0,50.67,38.0,1144.0,37.93,62.0,149.65,109.0,591.05,535.0,18.87,1.0,316.98,264.0,234.99,334.0,48.61,616.0,145.0,49.0,18.16,18.31,14.2,20.0,13.0,5.0,334.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,4on5,24,6383.0,17.34,15.0,201.0,9.84,17.0,24.52,20.0,112.86,107.0,0.51,0.0,62.92,59.0,32.85,40.0,15.06,91.0,38.0,22.0,2.65,4.66,10.04,3.0,3.0,9.0,50.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on4,24,5624.0,1.81,2.0,20.0,0.79,1.0,1.92,1.0,14.73,13.0,3.66,0.0,4.39,1.0,9.63,14.0,1.79,10.0,8.0,1.0,0.38,1.01,0.42,1.0,1.0,0.0,1.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,other,9,1038.0,1.71,2.0,24.0,1.1,1.0,2.89,3.0,14.54,12.0,0.23,0.0,7.65,6.0,5.18,7.0,1.63,13.0,5.0,1.0,0.45,0.81,0.46,0.0,2.0,0.0,5.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,all,9,25383.0,21.25,27.0,340.0,15.23,21.0,48.39,48.0,204.86,177.0,7.18,0.0,110.02,83.0,76.96,100.0,20.25,190.0,66.0,23.0,5.23,8.59,7.43,7.0,13.0,7.0,61.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on5,9,20388.0,14.64,19.0,259.0,10.45,13.0,37.66,40.0,151.91,135.0,5.78,0.0,81.91,61.0,59.25,76.0,14.03,147.0,48.0,14.0,4.22,5.94,4.47,6.0,9.0,4.0,50.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,4on5,9,2087.0,4.64,6.0,52.0,3.51,7.0,7.25,5.0,34.41,26.0,0.1,0.0,19.27,15.0,9.85,13.0,4.32,26.0,12.0,8.0,0.49,1.64,2.5,1.0,2.0,3.0,6.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on4,9,1870.0,0.26,0.0,5.0,0.17,0.0,0.59,0.0,3.99,4.0,1.07,0.0,1.19,1.0,2.68,4.0,0.26,4.0,1.0,0.0,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,other,8,648.0,2.05,2.0,17.0,0.79,1.0,2.13,2.0,11.03,13.0,0.29,0.0,6.62,7.0,3.02,3.0,1.98,9.0,3.0,3.0,0.24,0.33,1.48,0.0,0.0,2.0,2.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,all,8,26982.0,21.9,20.0,452.0,15.99,23.0,56.16,43.0,234.47,216.0,8.59,0.0,130.33,117.0,92.67,122.0,21.11,232.0,71.0,22.0,6.58,8.82,6.49,7.0,8.0,5.0,127.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,5on5,8,21008.0,14.96,15.0,349.0,11.87,18.0,44.6,37.0,180.78,164.0,6.24,0.0,100.53,86.0,74.03,96.0,14.52,190.0,51.0,11.0,5.36,6.66,2.94,6.0,7.0,2.0,97.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,4on5,8,2127.0,3.82,2.0,74.0,2.79,2.0,8.14,4.0,34.13,31.0,0.21,0.0,20.57,23.0,10.43,16.0,3.58,27.0,14.0,6.0,0.81,1.43,1.59,1.0,0.0,1.0,27.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,5on4,8,3199.0,1.07,1.0,12.0,0.53,2.0,1.29,0.0,8.53,8.0,1.86,0.0,2.6,1.0,5.19,7.0,1.03,6.0,3.0,2.0,0.17,0.41,0.49,0.0,1.0,0.0,1.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,other,22,1911.0,3.3,4.0,59.0,2.4,3.0,6.56,7.0,29.57,25.0,0.5,0.0,17.78,15.0,9.8,12.0,2.9,25.0,13.0,3.0,0.8,1.73,0.77,0.0,2.0,2.0,18.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,all,22,76249.0,63.85,56.0,1173.0,41.83,74.0,147.16,131.0,608.75,528.0,22.13,2.0,316.23,290.0,231.32,269.0,60.54,547.0,206.0,68.0,16.33,25.84,21.67,17.0,24.0,15.0,352.0,2.0,1.0
8478872,2025,Karel Vejmelka,UTA,G,5on5,22,62917.0,47.0,43.0,919.0,30.26,54.0,118.08,103.0,474.23,409.0,17.89,1.0,243.82,225.0,184.95,214.0,44.91,425.0,165.0,50.0,12.66,20.64,13.71,16.0,21.0,6.0,279.0,2.0,1.0
8478872,2025,Karel Vejmelka,UTA,G,4on5,22,6028.0,12.6,9.0,171.0,8.65,17.0,20.23,20.0,91.27,84.0,0.49,0.0,50.17,45.0,27.19,31.0,11.78,83.0,24.0,15.0,2.43,2.97,7.2,1.0,1.0,7.0,49.0,0.0,0.0
