playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2025,Igor Shesterkin,NYR,G,other,45,2662.0,11.37,7.0,130.0,6.2,13.0,13.67,3.0,71.14,59.0,1.01,0.0,41.13,43.0,21.5,31.0,9.55,51.0,31.0,15.0,2.19,3.82,5.36,2.0,3.0,2.0,33.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,all,45,160095.0,133.35,115.0,2633.0,98.18,168.0,341.17,236.0,1406.33,1285.0,42.66,1.0,758.84,667.0,539.61,730.0,124.77,1434.0,341.0,144.0,44.25,41.96,47.15,47.0,34.0,34.0,714.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,5on5,45,133776.0,87.35,72.0,2060.0,69.89,122.0,274.0,194.0,1077.3,987.0,34.6,1.0,579.5,502.0,429.02,583.0,84.01,1157.0,233.0,86.0,34.89,28.96,23.51,37.0,24.0,11.0,584.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,4on5,45,12935.0,29.66,28.0,382.0,19.35,29.0,46.77,32.0,214.08,196.0,0.95,0.0,122.66,116.0,63.5,84.0,26.58,191.0,60.0,38.0,5.94,6.96,16.77,5.0,4.0,19.0,93.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on4,45,10722.0,4.45,6.0,47.0,2.0,4.0,4.77,5.0,34.48,35.0,6.03,0.0,10.24,2.0,21.45,27.0,4.09,24.0,15.0,5.0,0.95,1.98,1.52,2.0,2.0,2.0,3.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,other,24,2726.0,5.5,6.0,66.0,3.11,4.0,7.7,5.0,38.06,29.0,0.6,0.0,22.07,20.0,11.33,16.0,4.63,34.0,9.0,8.0,1.42,1.25,2.83,3.0,1.0,2.0,15.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,all,24,75827.0,62.07,61.0,1180.0,48.85,60.0,161.53,140.0,674.31,597.0,21.34,1.0,364.54,339.0,255.33,315.0,59.03,679.0,172.0,64.0,20.43,20.86,20.78,24.0,24.0,13.0,265.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on5,24,60454.0,41.9,40.0,920.0,33.99,43.0,129.07,114.0,515.96,453.0,16.97,1.0,278.44,266.0,204.45,242.0,40.48,542.0,122.0,41.0,15.97,14.34,11.6,17.0,19.0,4.0,215.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,4on5,24,7056.0,13.21,14.0,174.0,10.97,13.0,22.68,21.0,105.86,98.0,0.44,0.0,59.5,52.0,29.85,40.0,12.46,89.0,38.0,13.0,2.59,4.79,5.82,3.0,4.0,7.0,34.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on4,24,5591.0,1.45,1.0,20.0,0.78,0.0,2.07,0.0,14.42,17.0,3.34,0.0,4.53,1.0,9.7,17.0,1.45,14.0,3.0,2.0,0.44,0.48,0.53,1.0,0.0,0.0,1.0,0.0,0.0
