playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2025,Igor Shesterkin,NYR,G,other,48,2765.0,11.37,7.0,132.0,6.2,13.0,13.67,3.0,71.14,59.0,1.07,0.0,41.13,43.0,21.5,31.0,9.55,51.0,31.0,15.0,2.19,3.82,5.36,2.0,3.0,2.0,35.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,all,48,170774.0,141.49,120.0,2811.0,104.78,179.0,365.07,251.0,1501.09,1360.0,45.66,1.0,808.45,720.0,577.15,775.0,132.35,1535.0,360.0,153.0,47.2,44.37,49.92,49.0,36.0,35.0,763.0,11.0,4.0
8478048,2025,Igor Shesterkin,NYR,G,5on5,48,142791.0,93.88,76.0,2210.0,75.08,130.0,294.2,207.0,1155.55,1048.0,36.96,1.0,621.16,549.0,460.71,619.0,90.08,1241.0,251.0,92.0,37.54,31.26,25.07,39.0,26.0,11.0,626.0,11.0,4.0
8478048,2025,Igor Shesterkin,NYR,G,4on5,48,13702.0,30.73,29.0,403.0,20.53,32.0,49.92,33.0,226.56,208.0,1.0,0.0,129.51,121.0,66.86,90.0,27.56,205.0,61.0,39.0,6.14,7.07,17.52,5.0,4.0,20.0,98.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on4,48,11516.0,4.99,6.0,52.0,2.24,4.0,5.31,6.0,38.52,37.0,6.55,0.0,11.33,3.0,23.94,30.0,4.63,27.0,15.0,7.0,1.05,1.98,1.97,2.0,2.0,2.0,3.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,other,25,2726.0,5.5,6.0,66.0,3.11,4.0,7.7,5.0,38.06,29.0,0.6,0.0,22.07,20.0,11.33,16.0,4.63,34.0,9.0,8.0,1.42,1.25,2.83,3.0,1.0,2.0,15.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,all,25,79361.0,65.62,64.0,1243.0,51.14,63.0,169.65,142.0,710.58,625.0,22.52,1.0,383.96,361.0,270.78,335.0,62.39,718.0,180.0,67.0,21.88,21.83,21.91,24.0,26.0,14.0,278.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on5,25,63027.0,44.4,43.0,969.0,35.81,45.0,135.97,115.0,545.91,475.0,17.92,1.0,295.46,286.0,217.2,258.0,42.88,578.0,127.0,42.0,17.3,14.99,12.11,17.0,21.0,5.0,222.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,4on5,25,7536.0,14.09,14.0,183.0,11.36,14.0,23.55,22.0,109.88,103.0,0.47,0.0,61.24,54.0,30.88,41.0,13.25,90.0,40.0,15.0,2.65,5.0,6.44,3.0,4.0,7.0,38.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on4,25,6072.0,1.63,1.0,25.0,0.86,0.0,2.43,0.0,16.73,18.0,3.52,0.0,5.18,1.0,11.36,20.0,1.62,16.0,4.0,2.0,0.52,0.58,0.53,1.0,0.0,0.0,3.0,0.0,0.0
8478971,2025,Connor Ingram,EDM,G,other,27,1926.0,5.11,1.0,61.0,2.55,4.0,6.91,8.0,34.07,32.0,0.92,0.0,20.34,23.0,9.98,10.0,3.74,27.0,14.0,5.0,1.1,1.63,2.38,0.0,0.0,1.0,15.0,0.0,0.0
8478971,2025,Connor Ingram,EDM,G,all,27,89797.0,67.04,67.0,1398.0,51.22,81.0,173.99,152.0,733.21,655.0,27.4,0.0,400.8,355.0,288.27,350.0,63.3,771.0,168.0,67.0,23.62,21.03,22.39,30.0,20.0,17.0,392.0,2.0,1.0
8478971,2025,Connor Ingram,EDM,G,5on5,27,75478.0,47.6,52.0,1141.0,39.75,65.0,145.41,126.0,586.29,518.0,22.16,0.0,321.05,278.0,236.09,288.0,46.0,639.0,127.0,44.0,20.19,16.0,11.4,27.0,18.0,7.0,331.0,0.0,0.0
8478971,2025,Connor Ingram,EDM,G,4on5,27,6258.0,11.56,11.0,161.0,7.69,10.0,18.32,15.0,89.56,80.0,0.83,0.0,52.07,48.0,27.54,36.0,10.88,87.0,18.0,15.0,1.58,2.28,7.7,2.0,1.0,8.0,41.0,2.0,1.0
8478971,2025,Connor Ingram,EDM,G,5on4,27,6135.0,2.46,2.0,31.0,1.01,2.0,2.87,3.0,20.18,22.0,3.32,0.0,5.97,4.0,13.11,15.0,2.38,16.0,7.0,3.0,0.67,0.9,0.9,0.0,1.0,1.0,5.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,other,27,3162.0,8.31,8.0,83.0,3.87,9.0,9.3,6.0,47.1,46.0,1.22,0.0,24.69,19.0,14.04,18.0,7.43,33.0,17.0,12.0,1.17,1.91,5.23,2.0,1.0,5.0,21.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,all,27,94233.0,78.49,81.0,1520.0,59.2,100.0,209.77,156.0,856.96,786.0,27.92,4.0,461.0,388.0,331.69,441.0,74.07,873.0,210.0,87.0,25.78,25.46,27.25,37.0,26.0,18.0,350.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,5on5,27,75629.0,58.3,61.0,1212.0,45.12,80.0,173.53,127.0,685.22,620.0,21.1,3.0,365.82,315.0,270.49,352.0,55.31,714.0,160.0,63.0,20.83,19.87,17.6,32.0,20.0,9.0,275.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,4on5,27,7824.0,9.89,11.0,196.0,9.13,9.0,24.23,22.0,105.91,99.0,0.6,0.0,64.29,52.0,34.82,52.0,9.37,109.0,29.0,8.0,3.33,3.2,3.36,3.0,4.0,4.0,50.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,5on4,27,7618.0,1.99,1.0,29.0,1.08,2.0,2.7,1.0,18.72,21.0,5.0,1.0,6.21,2.0,12.33,19.0,1.96,17.0,4.0,4.0,0.45,0.49,1.06,0.0,1.0,0.0,4.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,other,25,3054.0,8.1,10.0,91.0,3.48,3.0,9.2,8.0,49.14,47.0,1.49,0.0,27.35,25.0,15.22,19.0,7.34,33.0,22.0,10.0,1.59,2.47,4.04,1.0,4.0,5.0,26.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,all,25,85092.0,76.08,81.0,1380.0,50.81,91.0,170.94,136.0,723.17,635.0,22.64,0.0,378.01,353.0,267.08,305.0,70.19,665.0,213.0,89.0,20.47,25.8,29.82,32.0,25.0,24.0,413.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,5on5,25,67330.0,47.31,53.0,1049.0,35.23,65.0,134.1,102.0,536.77,467.0,16.59,0.0,279.62,269.0,206.95,231.0,44.62,525.0,150.0,46.0,16.21,18.41,12.69,27.0,17.0,9.0,328.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,4on5,25,6882.0,19.45,17.0,217.0,11.47,23.0,25.65,24.0,123.79,108.0,0.6,0.0,66.87,57.0,35.38,42.0,17.0,93.0,39.0,31.0,2.29,4.65,12.52,4.0,4.0,9.0,54.0,0.0,0.0
8478470,2025,Samuel Montembeault,MTL,G,5on4,25,7826.0,1.23,1.0,23.0,0.63,0.0,1.99,2.0,13.46,13.0,3.97,0.0,4.17,2.0,9.54,13.0,1.23,14.0,2.0,2.0,0.39,0.26,0.57,0.0,0.0,1.0,5.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,other,58,5431.0,12.16,12.0,156.0,7.15,13.0,18.37,20.0,85.74,81.0,1.52,0.0,49.68,44.0,25.31,27.0,11.08,68.0,36.0,12.0,2.45,4.58,5.14,1.0,5.0,6.0,40.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,all,58,201362.0,160.22,150.0,3164.0,117.05,193.0,410.08,350.0,1693.07,1478.0,59.52,3.0,894.4,828.0,652.89,770.0,152.31,1683.0,458.0,151.0,51.04,56.54,52.63,56.0,52.0,42.0,872.0,2.0,1.0
8478872,2025,Karel Vejmelka,UTA,G,5on5,58,165940.0,110.68,106.0,2480.0,83.48,136.0,329.99,280.0,1308.16,1137.0,48.41,2.0,683.1,636.0,521.78,614.0,105.86,1330.0,346.0,97.0,40.95,42.9,26.83,45.0,43.0,18.0,707.0,2.0,1.0
8478872,2025,Karel Vejmelka,UTA,G,4on5,58,15783.0,34.56,30.0,473.0,24.8,41.0,56.33,48.0,263.11,230.0,1.36,0.0,150.09,137.0,81.26,100.0,32.6,251.0,65.0,40.0,6.5,7.88,20.18,8.0,4.0,18.0,117.0,0.0,0.0
