playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2025,Igor Shesterkin,NYR,G,other,29,1418.0,4.87,3.0,63.0,2.98,3.0,6.2,1.0,34.22,24.0,0.68,0.0,21.28,24.0,10.3,16.0,4.5,23.0,19.0,5.0,0.96,2.32,1.59,0.0,2.0,1.0,16.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,all,29,105003.0,89.46,74.0,1695.0,61.45,100.0,216.46,148.0,899.21,807.0,29.03,1.0,484.77,417.0,346.85,487.0,83.96,886.0,248.0,95.0,26.32,30.89,32.25,30.0,22.0,22.0,466.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,5on5,29,88732.0,60.37,47.0,1362.0,45.26,76.0,177.64,120.0,704.71,634.0,23.15,1.0,379.48,325.0,281.68,397.0,57.94,732.0,177.0,59.0,21.42,21.94,17.02,24.0,16.0,7.0,394.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,4on5,29,7850.0,20.29,18.0,228.0,11.19,17.0,27.79,24.0,129.75,121.0,0.59,0.0,72.55,63.0,38.14,52.0,17.98,107.0,41.0,26.0,3.16,5.09,12.04,3.0,3.0,12.0,54.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on4,29,7003.0,3.46,5.0,29.0,1.32,4.0,3.0,1.0,21.98,21.0,4.52,0.0,6.41,1.0,13.07,17.0,3.08,13.0,10.0,5.0,0.48,1.38,1.6,2.0,1.0,2.0,1.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,other,11,1153.0,2.08,4.0,27.0,1.27,1.0,3.28,3.0,16.62,15.0,0.23,0.0,8.96,7.0,5.86,7.0,1.9,16.0,4.0,2.0,0.59,0.66,0.83,2.0,1.0,1.0,5.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,all,11,32525.0,26.76,31.0,465.0,19.05,27.0,60.77,57.0,257.28,233.0,8.9,0.0,140.31,120.0,97.84,128.0,25.42,252.0,83.0,28.0,7.5,10.51,8.75,11.0,12.0,8.0,102.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on5,11,26076.0,18.55,21.0,359.0,13.21,17.0,48.05,48.0,194.6,177.0,7.17,0.0,105.61,87.0,76.59,102.0,17.79,197.0,61.0,17.0,5.95,7.39,5.21,8.0,9.0,4.0,84.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,4on5,11,2905.0,5.86,6.0,72.0,4.33,9.0,8.71,6.0,41.77,36.0,0.15,0.0,24.15,25.0,12.39,14.0,5.46,34.0,17.0,9.0,0.89,2.26,2.71,1.0,2.0,3.0,12.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on4,11,2391.0,0.27,0.0,7.0,0.24,0.0,0.73,0.0,4.29,5.0,1.35,0.0,1.59,1.0,3.0,5.0,0.27,5.0,1.0,0.0,0.07,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
