playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2025,Igor Shesterkin,NYR,G,other,12,324.0,0.95,2.0,15.0,0.83,1.0,1.65,1.0,8.73,8.0,0.11,0.0,5.4,5.0,2.77,3.0,0.93,6.0,6.0,0.0,0.18,0.77,0.0,0.0,2.0,0.0,3.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,all,12,43231.0,32.03,30.0,670.0,24.24,28.0,86.7,65.0,355.47,321.0,12.85,1.0,193.2,149.0,137.92,212.0,30.49,369.0,85.0,32.0,10.4,10.65,10.98,14.0,8.0,8.0,184.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on5,12,36256.0,21.78,21.0,548.0,18.04,21.0,72.5,53.0,284.87,258.0,9.99,1.0,155.02,117.0,115.0,178.0,20.95,313.0,59.0,20.0,8.72,7.43,5.62,12.0,6.0,3.0,156.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,4on5,12,3216.0,8.53,6.0,97.0,4.98,6.0,11.48,11.0,55.13,49.0,0.22,0.0,30.57,27.0,15.83,23.0,7.83,45.0,16.0,12.0,1.23,1.94,5.36,1.0,0.0,5.0,24.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on4,12,3435.0,0.58,1.0,8.0,0.31,0.0,0.78,0.0,5.16,5.0,2.48,0.0,1.57,0.0,3.56,6.0,0.58,4.0,3.0,0.0,0.23,0.35,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,other,4,377.0,1.25,1.0,16.0,0.8,0.0,1.79,2.0,9.61,7.0,0.08,0.0,4.9,6.0,2.97,3.0,1.18,8.0,3.0,1.0,0.3,0.49,0.46,0.0,1.0,0.0,4.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,all,4,14178.0,13.0,16.0,203.0,9.4,12.0,27.88,27.0,120.22,101.0,3.61,0.0,65.53,54.0,44.06,55.0,12.42,109.0,40.0,15.0,3.03,5.0,4.97,3.0,8.0,5.0,39.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on5,4,11635.0,9.02,11.0,153.0,6.44,8.0,21.14,21.0,87.97,75.0,2.91,0.0,47.59,37.0,33.87,44.0,8.71,81.0,31.0,9.0,2.36,3.85,2.81,2.0,6.0,3.0,32.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,4on5,4,1311.0,2.72,4.0,33.0,2.14,4.0,4.83,4.0,21.87,19.0,0.09,0.0,12.82,11.0,6.59,7.0,2.52,19.0,6.0,5.0,0.36,0.66,1.7,1.0,1.0,2.0,3.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on4,4,855.0,0.01,0.0,1.0,0.01,0.0,0.12,0.0,0.77,0.0,0.54,0.0,0.22,0.0,0.62,1.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
