playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2025,Igor Shesterkin,NYR,G,other,23,1252.0,4.4,3.0,57.0,2.75,3.0,5.67,1.0,30.98,23.0,0.5,0.0,19.85,23.0,9.05,13.0,4.02,22.0,17.0,4.0,0.91,2.1,1.39,0.0,2.0,1.0,14.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,all,23,82803.0,71.49,56.0,1355.0,49.01,79.0,173.39,127.0,715.93,639.0,22.75,1.0,385.95,324.0,273.28,388.0,66.95,704.0,199.0,74.0,21.14,24.97,25.39,23.0,18.0,15.0,378.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,5on5,23,70021.0,47.78,36.0,1079.0,35.78,58.0,141.71,106.0,558.6,499.0,18.18,1.0,300.0,243.0,222.06,320.0,45.91,584.0,135.0,47.0,17.2,17.03,13.55,19.0,12.0,5.0,313.0,4.0,2.0
8478048,2025,Igor Shesterkin,NYR,G,4on5,23,6146.0,17.31,15.0,197.0,9.6,17.0,23.8,19.0,110.04,103.0,0.47,0.0,61.07,57.0,31.79,39.0,15.03,87.0,38.0,22.0,2.61,4.67,10.04,3.0,3.0,9.0,50.0,0.0,0.0
8478048,2025,Igor Shesterkin,NYR,G,5on4,23,5384.0,1.81,2.0,20.0,0.79,1.0,1.92,1.0,14.73,13.0,3.56,0.0,4.39,1.0,9.63,14.0,1.79,10.0,8.0,1.0,0.38,1.01,0.42,1.0,1.0,0.0,1.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,other,8,1038.0,1.71,2.0,24.0,1.1,1.0,2.89,3.0,14.54,12.0,0.23,0.0,7.65,6.0,5.18,7.0,1.63,13.0,5.0,1.0,0.45,0.81,0.46,0.0,2.0,0.0,5.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,all,8,24675.0,21.17,27.0,334.0,15.08,21.0,47.51,46.0,201.4,174.0,6.81,0.0,107.67,82.0,75.52,98.0,20.18,185.0,66.0,23.0,5.15,8.59,7.43,7.0,13.0,7.0,60.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on5,8,19680.0,14.56,19.0,253.0,10.3,13.0,36.78,38.0,148.45,132.0,5.41,0.0,79.56,60.0,57.81,74.0,13.96,142.0,48.0,14.0,4.15,5.94,4.47,6.0,9.0,4.0,49.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,4on5,8,2087.0,4.64,6.0,52.0,3.51,7.0,7.25,5.0,34.41,26.0,0.1,0.0,19.27,15.0,9.85,13.0,4.32,26.0,12.0,8.0,0.49,1.64,2.5,1.0,2.0,3.0,6.0,0.0,0.0
8481020,2025,Justus Annunen,NSH,G,5on4,8,1870.0,0.26,0.0,5.0,0.17,0.0,0.59,0.0,3.99,4.0,1.07,0.0,1.19,1.0,2.68,4.0,0.26,4.0,1.0,0.0,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
