lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847798784816248484144,2025,Donato-Bedard-Mikheyev,CHI,line,5on5,9,602.0,87.0,0.08,0.12,0.14,1.44,0.07,0.08,0.33,0.05,0.84,0.64,0.07,0.06,0.06,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,3.03,2.0,2.01,3.0,0.02,0.0,0.0,0.08,0.08,0.08,8.86,0.73,0.59,2.07,0.27,4.88,3.46,0.71,0.71,0.7,6.0,6.0,10.0,22.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,6.0,12.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,1.0,1.0,0.39,0.11,0.23,0.0,0.0,0.0,21.63,12.0,11.82,0.0,0.12,0.23,0.23,0.62,0.61,0.6
84752008482166,2025,Orlov-Mukhamadullin,SJS,pairing,5on5,12,2382.0,97.0,0.6,0.53,0.5,17.05,2.2,1.19,4.57,0.65,8.98,6.43,2.03,2.19,2.02,15.0,9.0,9.0,33.0,4.0,4.0,1.0,3.0,0.0,6.0,7.0,11.0,20.0,5.0,13.0,16.0,16.0,2.0,11.0,13.0,7.0,4.0,0.35,0.77,1.07,1.0,2.0,1.0,33.63,24.0,24.28,6.0,0.25,1.04,1.04,1.41,1.4,1.38,17.35,1.46,1.22,4.14,0.58,9.56,7.04,1.46,1.47,1.47,18.0,6.0,5.0,29.0,3.0,0.0,0.0,0.0,0.0,10.0,11.0,15.0,21.0,5.0,13.0,22.0,15.0,1.0,8.0,18.0,5.0,1.0,0.57,0.65,0.24,1.0,2.0,0.0,28.69,24.0,23.89,3.0,0.25,0.0,0.0,1.71,1.73,1.73
84815468482142,2025,York-Drysdale,PHI,pairing,5on5,15,1016.0,102.0,0.8,0.5,0.61,7.69,0.76,0.42,1.97,0.27,4.39,3.2,0.55,0.78,0.55,9.0,2.0,2.0,13.0,1.0,2.0,1.0,2.0,0.0,0.0,6.0,8.0,10.0,1.0,2.0,4.0,3.0,1.0,5.0,8.0,2.0,1.0,0.19,0.23,0.34,0.0,0.0,1.0,12.88,11.0,10.98,2.0,0.09,0.48,0.48,0.36,0.36,0.31,5.09,0.19,0.24,1.3,0.15,2.78,2.34,0.18,0.19,0.18,5.0,2.0,6.0,13.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,6.0,0.0,0.0,6.0,6.0,1.0,6.0,7.0,0.0,0.0,0.19,0.0,0.0,1.0,0.0,0.0,13.14,7.0,7.03,4.0,0.05,0.03,0.03,0.21,0.21,0.21
84773468480860,2025,Bahl-Weegar,CGY,pairing,5on5,28,2172.0,167.0,0.44,0.51,0.54,20.11,1.26,1.07,4.68,0.61,10.39,8.98,1.25,1.24,1.23,20.0,7.0,7.0,34.0,1.0,0.0,0.0,6.0,0.0,8.0,12.0,19.0,26.0,2.0,4.0,6.0,18.0,1.0,14.0,23.0,3.0,1.0,0.64,0.35,0.27,1.0,0.0,0.0,32.76,27.0,26.35,6.0,0.22,0.0,0.0,1.48,1.45,1.44,16.14,1.57,1.07,4.17,0.66,8.39,7.13,1.55,1.58,1.56,18.0,5.0,10.0,33.0,1.0,4.0,0.0,2.0,0.0,3.0,13.0,17.0,22.0,2.0,4.0,4.0,10.0,2.0,8.0,16.0,5.0,2.0,0.5,0.55,0.52,0.0,1.0,0.0,32.97,23.0,22.97,5.0,0.22,0.64,0.64,1.16,1.17,1.17
84793258479369,2025,Peeke-Mcavoy,BOS,pairing,5on5,15,658.0,141.0,0.44,0.4,0.48,7.86,0.69,0.43,1.61,0.24,3.6,3.42,0.69,0.72,0.72,6.0,4.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,5.0,9.0,0.0,0.0,0.0,3.0,0.0,4.0,7.0,3.0,0.0,0.26,0.43,0.0,0.0,1.0,0.0,10.59,10.0,10.53,3.0,0.09,0.0,0.0,0.78,0.81,0.81,8.35,0.87,0.53,1.96,0.28,4.28,3.06,0.85,0.92,0.89,9.0,2.0,4.0,15.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0,0.28,0.6,0.0,1.0,1.0,0.0,15.09,11.0,11.22,0.0,0.11,0.21,0.21,0.77,0.81,0.79
84745638479998,2025,Anderson-Doughty,LAK,pairing,5on5,19,11914.0,48.0,0.51,0.51,0.49,86.48,8.01,5.47,20.62,2.82,46.63,35.44,7.73,8.26,7.97,80.0,39.0,62.0,181.0,10.0,8.0,2.0,19.0,0.0,32.0,50.0,70.0,109.0,12.0,27.0,84.0,70.0,12.0,60.0,86.0,25.0,8.0,2.43,3.16,2.42,2.0,5.0,3.0,184.54,119.0,120.76,30.0,1.13,2.29,2.29,6.86,7.04,6.99,90.16,7.84,5.73,22.11,2.92,47.91,36.49,7.61,7.63,7.42,81.0,42.0,48.0,171.0,5.0,6.0,0.0,23.0,0.0,33.0,56.0,76.0,118.0,10.0,20.0,98.0,74.0,11.0,67.0,90.0,23.0,10.0,2.47,2.92,2.45,1.0,3.0,1.0,166.58,123.0,120.19,23.0,1.19,1.26,1.26,7.77,7.58,7.47
847749684779568478401,2025,Zacha-Lindholm-Pastrnak,BOS,line,5on5,4,846.0,40.0,0.36,0.32,0.39,5.11,0.45,0.27,1.56,0.17,2.66,1.89,0.29,0.45,0.29,4.0,3.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,7.0,0.0,0.0,15.0,4.0,1.0,4.0,6.0,0.0,1.0,0.21,0.0,0.25,0.0,0.0,0.0,7.89,7.0,6.96,0.0,0.06,0.0,0.25,0.26,0.26,0.25,7.85,0.8,0.56,1.74,0.29,4.56,3.04,0.78,0.79,0.77,7.0,4.0,6.0,17.0,2.0,1.0,0.0,1.0,0.0,4.0,3.0,5.0,9.0,0.0,0.0,7.0,1.0,0.0,2.0,7.0,4.0,0.0,0.29,0.51,0.0,1.0,1.0,0.0,17.41,11.0,11.34,1.0,0.12,0.07,0.07,0.85,0.84,0.83
84772208480084,2025,Schmidt-Desimone,UTA,pairing,5on5,9,778.0,85.0,0.48,0.37,0.47,5.45,0.41,0.26,1.18,0.16,2.64,2.33,0.41,0.4,0.4,6.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,5.0,5.0,2.0,0.0,0.11,0.3,0.0,2.0,0.0,0.0,6.64,7.0,6.69,3.0,0.06,0.0,0.0,0.47,0.45,0.45,6.15,0.44,0.35,1.59,0.2,2.93,2.48,0.44,0.46,0.46,5.0,3.0,4.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,6.0,3.0,1.0,5.0,6.0,2.0,0.0,0.16,0.28,0.0,0.0,0.0,0.0,12.22,8.0,8.11,2.0,0.07,0.16,0.16,0.36,0.36,0.36
847639384802088482116,2025,Cousins-Sttzle-Batherson,OTT,line,5on5,14,3391.0,91.0,0.58,0.59,0.58,33.57,2.75,2.26,8.04,1.06,18.59,13.3,2.69,2.84,2.77,24.0,22.0,20.0,66.0,5.0,1.0,1.0,4.0,0.0,22.0,14.0,19.0,41.0,4.0,11.0,21.0,31.0,6.0,14.0,32.0,12.0,2.0,0.77,1.44,0.55,3.0,0.0,2.0,66.35,46.0,46.39,7.0,0.47,0.33,0.33,2.9,2.96,2.92,24.03,2.0,1.55,5.79,0.8,13.23,9.63,1.98,1.92,1.9,15.0,18.0,13.0,46.0,2.0,2.0,0.0,3.0,0.0,17.0,9.0,13.0,31.0,7.0,17.0,19.0,28.0,7.0,18.0,26.0,6.0,1.0,0.95,0.84,0.2,1.0,1.0,0.0,44.49,33.0,31.66,11.0,0.32,0.24,0.24,2.08,2.0,1.99
847576884834978483524,2025,Schwartz-Wright-Nyman,SEA,line,5on5,4,1151.0,29.0,0.44,0.41,0.3,5.9,0.8,0.4,1.65,0.18,2.93,2.04,0.79,0.84,0.83,6.0,2.0,8.0,16.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,7.0,2.0,4.0,5.0,3.0,1.0,9.0,6.0,1.0,1.0,0.16,0.18,0.46,0.0,0.0,1.0,16.74,8.0,8.43,5.0,0.09,0.46,0.46,0.42,0.43,0.42,13.95,1.02,0.82,3.66,0.44,7.45,5.62,0.93,1.01,0.92,14.0,5.0,4.0,23.0,0.0,3.0,0.0,2.0,0.0,9.0,5.0,14.0,19.0,1.0,2.0,12.0,13.0,4.0,5.0,15.0,3.0,1.0,0.36,0.36,0.3,0.0,0.0,0.0,22.46,19.0,18.37,1.0,0.17,0.51,0.51,0.68,0.67,0.61
