lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847798784816248484144,2025,Bedard-Donato-Mikheyev,CHI,line,5on5,10,623.0,101.0,0.08,0.12,0.14,1.44,0.06,0.08,0.34,0.05,0.84,0.64,0.06,0.06,0.06,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,3.03,2.0,2.01,4.0,0.02,0.0,0.0,0.08,0.07,0.07,8.86,0.67,0.6,2.08,0.27,4.9,3.48,0.66,0.66,0.65,6.0,6.0,10.0,22.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,6.0,12.0,0.0,0.0,3.0,2.0,2.0,1.0,10.0,2.0,0.0,0.37,0.31,0.0,0.0,0.0,0.0,21.63,12.0,11.82,0.0,0.12,0.2,0.2,0.6,0.59,0.59
847952584808358484149,2025,Colton-Drury-Brindley,COL,line,5on5,18,751.0,225.0,0.2,0.3,0.29,3.63,0.17,0.22,1.15,0.12,1.96,1.38,0.17,0.17,0.17,2.0,3.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,6.0,3.0,0.0,7.0,5.0,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.0,7.13,5.0,5.07,5.0,0.04,0.03,0.03,0.18,0.18,0.18,8.55,0.66,0.6,2.08,0.26,4.93,3.46,0.66,0.66,0.66,6.0,6.0,4.0,16.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,5.0,11.0,2.0,4.0,5.0,10.0,2.0,5.0,9.0,3.0,0.0,0.18,0.48,0.0,1.0,0.0,0.0,15.92,12.0,11.97,4.0,0.12,0.19,0.19,0.59,0.61,0.61
84768928481598,2025,Broberg-Parayko,STL,pairing,5on5,46,36072.0,99.0,0.55,0.44,0.48,264.29,25.33,18.57,64.19,8.72,139.35,99.9,24.15,25.22,24.05,236.0,121.0,107.0,464.0,27.0,40.0,3.0,46.0,0.0,117.0,127.0,209.0,330.0,29.0,69.0,282.0,244.0,54.0,160.0,249.0,82.0,26.0,8.07,9.99,7.27,11.0,12.0,4.0,463.99,357.0,358.05,73.0,3.88,7.23,7.23,21.92,21.91,21.53,285.73,21.13,18.4,72.96,9.76,154.97,114.79,20.3,21.19,20.37,260.0,132.0,197.0,589.0,22.0,27.0,0.0,53.0,0.0,145.0,145.0,238.0,370.0,34.0,77.0,309.0,199.0,52.0,192.0,314.0,60.0,18.0,8.82,7.36,4.95,9.0,11.0,2.0,591.43,392.0,392.32,85.0,3.81,5.02,5.02,19.93,20.02,19.64
84765258477504,2025,Morrissey-Miller,WPG,pairing,5on5,10,867.0,80.0,0.46,0.56,0.57,9.31,0.38,0.54,2.68,0.36,4.68,4.37,0.37,0.36,0.36,8.0,5.0,5.0,18.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,8.0,13.0,0.0,0.0,6.0,5.0,2.0,4.0,13.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,16.98,13.0,12.34,2.0,0.11,0.0,0.0,0.49,0.47,0.47,7.24,0.44,0.48,1.71,0.26,4.04,3.07,0.44,0.43,0.43,8.0,2.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,8.0,10.0,1.0,2.0,4.0,6.0,2.0,2.0,9.0,1.0,0.0,0.33,0.1,0.0,0.0,0.0,0.0,14.3,10.0,10.09,1.0,0.1,0.06,0.06,0.47,0.47,0.47
847887384800688481754,2025,Nesterenko-Poehling-Terry,ANA,line,5on5,7,1253.0,78.0,0.79,0.65,0.67,13.84,1.53,0.85,3.75,0.46,6.4,5.02,1.5,1.42,1.39,15.0,3.0,4.0,22.0,1.0,2.0,0.0,2.0,0.0,7.0,6.0,14.0,17.0,0.0,0.0,13.0,9.0,2.0,8.0,13.0,2.0,3.0,0.46,0.24,0.83,0.0,0.0,1.0,20.52,18.0,16.94,5.0,0.18,0.24,0.24,1.46,1.37,1.36,6.17,0.41,0.42,1.54,0.19,3.81,2.62,0.41,0.43,0.43,7.0,2.0,3.0,12.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,8.0,8.0,0.0,12.0,7.0,2.0,0.0,0.15,0.27,0.0,1.0,0.0,0.0,12.65,9.0,9.4,8.0,0.09,0.0,0.0,0.5,0.53,0.52
847687884785198480995,2025,Girgensons-Cirelli-Holmberg,TBL,line,5on5,9,1240.0,115.0,0.61,0.54,0.52,11.0,1.17,0.96,2.57,0.41,6.29,4.59,1.12,1.17,1.11,9.0,7.0,6.0,22.0,3.0,1.0,0.0,3.0,0.0,6.0,3.0,6.0,13.0,1.0,2.0,10.0,9.0,1.0,2.0,12.0,3.0,1.0,0.44,0.48,0.25,2.0,1.0,0.0,22.86,16.0,16.5,1.0,0.2,0.25,0.26,1.11,1.1,1.08,10.43,0.75,0.72,2.75,0.39,6.13,4.26,0.73,0.75,0.73,7.0,8.0,4.0,19.0,0.0,2.0,0.0,2.0,0.0,4.0,7.0,7.0,15.0,0.0,0.0,8.0,8.0,5.0,6.0,12.0,2.0,1.0,0.32,0.22,0.2,0.0,0.0,0.0,18.82,15.0,15.18,5.0,0.15,0.15,0.15,0.75,0.75,0.75
84815468482142,2025,York-Drysdale,PHI,pairing,5on5,21,1389.0,146.0,0.66,0.51,0.58,9.53,0.82,0.55,2.39,0.34,5.67,4.22,0.65,0.86,0.67,11.0,3.0,4.0,18.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,10.0,13.0,1.0,2.0,8.0,4.0,1.0,6.0,11.0,2.0,1.0,0.32,0.17,0.34,0.0,0.0,1.0,17.75,14.0,13.99,3.0,0.11,0.42,0.42,0.51,0.52,0.48,7.42,0.42,0.41,1.79,0.21,3.98,3.19,0.4,0.42,0.4,7.0,3.0,7.0,17.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,8.0,0.0,0.0,6.0,6.0,3.0,8.0,9.0,1.0,0.0,0.27,0.14,0.0,1.0,1.0,0.0,17.15,10.0,10.09,4.0,0.08,0.03,0.03,0.47,0.48,0.45
84793258479369,2025,Mcavoy-Peeke,BOS,pairing,5on5,24,1021.0,220.0,0.41,0.4,0.48,10.77,0.77,0.59,2.33,0.33,5.21,4.77,0.77,0.8,0.8,9.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,1.0,7.0,7.0,12.0,0.0,0.0,0.0,5.0,1.0,6.0,11.0,3.0,0.0,0.41,0.36,0.0,1.0,1.0,0.0,14.64,14.0,14.49,3.0,0.12,0.0,0.0,0.89,0.92,0.92,11.24,1.13,0.75,2.41,0.38,6.02,4.31,1.1,1.19,1.16,13.0,2.0,6.0,21.0,3.0,2.0,0.0,2.0,0.0,5.0,3.0,10.0,12.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,5.0,0.0,0.45,0.69,0.0,1.0,2.0,0.0,21.29,15.0,15.42,0.0,0.15,0.21,0.21,1.08,1.14,1.11
84745638479998,2025,Anderson-Doughty,LAK,pairing,5on5,34,25443.0,68.0,0.55,0.53,0.53,204.68,16.03,13.06,50.95,6.69,109.29,82.99,15.48,16.02,15.48,177.0,102.0,124.0,403.0,14.0,18.0,2.0,42.0,1.0,100.0,104.0,163.0,265.0,25.0,53.0,210.0,155.0,27.0,119.0,219.0,48.0,12.0,6.38,5.95,3.7,5.0,7.0,2.0,403.74,279.0,278.47,53.0,2.71,4.35,4.35,14.39,14.4,14.22,180.92,13.1,11.5,45.1,6.01,97.21,74.07,12.79,12.98,12.68,160.0,87.0,111.0,358.0,14.0,10.0,0.0,42.0,0.0,84.0,97.0,146.0,233.0,23.0,46.0,195.0,154.0,26.0,125.0,197.0,40.0,10.0,5.75,4.88,2.48,8.0,5.0,1.0,355.02,247.0,245.34,53.0,2.39,1.95,1.95,13.54,13.45,13.29
84808788481581,2025,Harley-Lundkvist,DAL,pairing,5on5,18,9331.0,59.0,0.48,0.48,0.5,72.2,6.39,4.75,17.54,2.43,40.43,29.45,6.26,6.57,6.43,58.0,43.0,36.0,137.0,9.0,5.0,0.0,11.0,0.0,36.0,40.0,49.0,92.0,13.0,26.0,82.0,52.0,18.0,38.0,71.0,29.0,1.0,2.37,3.74,0.28,7.0,2.0,0.0,143.16,101.0,104.69,22.0,0.99,1.05,0.8,6.58,6.79,6.72,76.38,6.93,4.9,17.95,2.47,39.92,30.83,6.75,6.82,6.64,70.0,33.0,44.0,147.0,6.0,4.0,0.0,16.0,0.0,35.0,42.0,64.0,97.0,8.0,16.0,66.0,75.0,12.0,53.0,74.0,22.0,7.0,2.38,2.73,1.81,2.0,2.0,2.0,142.95,103.0,101.1,29.0,1.02,1.09,1.09,6.86,6.76,6.65
84821008484428,2025,Nikishin-Legault,CAR,pairing,5on5,6,723.0,38.0,0.49,0.61,0.57,8.85,0.83,0.56,1.84,0.28,4.89,3.59,0.82,0.89,0.88,9.0,3.0,5.0,17.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,6.0,9.0,2.0,4.0,6.0,6.0,3.0,4.0,10.0,1.0,1.0,0.34,0.19,0.3,2.0,1.0,0.0,18.27,12.0,13.03,1.0,0.11,0.19,0.19,0.76,0.8,0.79,7.37,0.86,0.57,1.77,0.23,3.26,2.31,0.81,0.81,0.76,7.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,3.0,4.0,4.0,1.0,0.09,0.51,0.26,0.0,0.0,0.0,10.07,9.0,8.34,2.0,0.12,0.26,0.26,0.72,0.67,0.66
