lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
848028984810438484135,2025,Koepke-Barron-Ford,WPG,line,5on5,4,1062.0,18.0,0.26,0.44,0.53,6.14,0.25,0.32,1.65,0.2,3.79,2.8,0.25,0.27,0.27,6.0,3.0,2.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,9.0,2.0,4.0,10.0,11.0,3.0,4.0,9.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,12.17,9.0,9.66,3.0,0.06,0.0,0.0,0.31,0.33,0.33,5.67,0.71,0.4,1.52,0.21,2.97,2.19,0.69,0.69,0.68,0.0,8.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,8.0,1.0,2.0,7.0,15.0,1.0,1.0,4.0,4.0,0.0,0.15,0.56,0.0,0.0,0.0,0.0,13.04,8.0,7.55,1.0,0.09,0.0,0.0,0.8,0.78,0.77
84774988480831,2025,Nurse-Regula,EDM,pairing,5on5,5,2121.0,22.0,0.56,0.45,0.48,14.85,0.98,0.87,4.09,0.47,8.06,5.52,0.92,0.94,0.89,15.0,5.0,6.0,26.0,0.0,2.0,0.0,4.0,0.0,8.0,6.0,15.0,20.0,1.0,2.0,18.0,22.0,1.0,7.0,16.0,2.0,2.0,0.26,0.23,0.48,0.0,0.0,0.0,25.74,20.0,19.97,1.0,0.18,0.28,0.28,0.88,0.85,0.85,16.79,0.77,0.95,4.09,0.54,8.71,6.95,0.76,0.82,0.81,14.0,8.0,10.0,32.0,2.0,0.0,0.0,1.0,0.0,8.0,11.0,12.0,20.0,2.0,4.0,17.0,18.0,2.0,16.0,20.0,2.0,0.0,0.58,0.2,0.0,2.0,0.0,0.0,34.09,22.0,22.65,6.0,0.19,0.0,0.0,0.97,1.03,1.01
84815468482142,2025,York-Drysdale,PHI,pairing,5on5,11,718.0,72.0,0.88,0.42,0.63,3.63,0.49,0.19,0.92,0.11,1.9,1.38,0.28,0.53,0.3,5.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,0.07,0.08,0.34,0.0,0.0,1.0,5.17,5.0,5.16,1.0,0.04,0.34,0.34,0.19,0.2,0.15,2.37,0.07,0.08,0.57,0.06,1.06,1.16,0.07,0.07,0.07,3.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,5.0,3.0,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,7.53,3.0,3.21,3.0,0.02,0.0,0.0,0.08,0.08,0.08
847517284807978482209,2025,Farabee-Kadri-Kerins,CGY,line,5on5,2,1294.0,5.0,0.85,0.58,0.59,14.63,2.26,1.1,3.25,0.6,7.43,5.35,2.12,2.16,2.02,12.0,8.0,9.0,29.0,0.0,3.0,0.0,2.0,0.0,6.0,9.0,12.0,20.0,0.0,0.0,8.0,5.0,2.0,7.0,13.0,2.0,5.0,0.57,0.24,1.46,0.0,0.0,0.0,28.3,20.0,19.61,1.0,0.24,0.96,0.96,1.54,1.47,1.46,9.33,0.41,0.54,2.26,0.33,5.97,4.5,0.41,0.44,0.44,9.0,5.0,7.0,21.0,0.0,0.0,0.0,4.0,0.0,6.0,4.0,9.0,14.0,0.0,0.0,11.0,12.0,2.0,4.0,14.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,22.14,14.0,14.71,3.0,0.11,0.0,0.0,0.52,0.56,0.55
84745638479998,2025,Anderson-Doughty,LAK,pairing,5on5,15,8413.0,43.0,0.51,0.55,0.51,59.71,5.55,3.87,14.11,1.93,32.59,24.94,5.3,5.72,5.47,56.0,27.0,50.0,133.0,7.0,6.0,1.0,11.0,0.0,29.0,30.0,49.0,76.0,4.0,11.0,53.0,44.0,9.0,39.0,61.0,17.0,5.0,1.75,2.34,1.47,2.0,3.0,2.0,134.32,83.0,83.78,16.0,0.8,1.54,1.54,4.81,4.95,4.9,58.51,5.32,3.67,14.16,1.86,30.24,23.75,5.16,5.19,5.04,52.0,27.0,32.0,111.0,5.0,3.0,0.0,13.0,0.0,20.0,38.0,47.0,74.0,8.0,16.0,69.0,57.0,8.0,48.0,57.0,14.0,8.0,1.5,1.83,1.99,1.0,3.0,1.0,108.42,79.0,77.14,16.0,0.77,0.83,0.83,5.26,5.13,5.05
84821228484798,2025,Buium-Faber,MIN,pairing,5on5,17,3257.0,104.0,0.5,0.42,0.41,24.0,2.58,1.48,5.56,0.77,11.84,9.78,2.52,2.51,2.45,19.0,13.0,13.0,45.0,0.0,2.0,0.0,2.0,0.0,10.0,18.0,19.0,32.0,2.0,4.0,14.0,18.0,3.0,8.0,20.0,9.0,3.0,0.56,1.23,0.79,0.0,0.0,0.0,43.71,32.0,31.16,5.0,0.31,0.46,0.46,2.43,2.36,2.35,33.58,2.53,2.42,7.49,1.11,18.86,14.59,2.51,2.64,2.62,34.0,13.0,16.0,63.0,2.0,3.0,1.0,9.0,0.0,14.0,19.0,32.0,45.0,0.0,0.0,25.0,19.0,5.0,20.0,39.0,7.0,1.0,1.31,0.92,0.3,1.0,1.0,0.0,65.12,47.0,48.18,12.0,0.5,0.31,0.31,2.72,2.84,2.82
84789708480817,2025,Miller-Chatfield,CAR,pairing,5on5,6,2328.0,34.0,0.55,0.61,0.61,19.71,1.16,1.14,5.51,0.65,10.89,7.65,1.14,1.16,1.15,15.0,12.0,14.0,41.0,2.0,0.0,0.0,3.0,0.0,12.0,10.0,13.0,25.0,3.0,6.0,26.0,18.0,2.0,12.0,24.0,3.0,0.0,0.76,0.4,0.0,2.0,0.0,0.0,40.88,27.0,27.05,6.0,0.24,0.0,0.0,1.39,1.4,1.38,11.68,0.95,0.89,3.19,0.45,6.64,4.88,0.94,0.99,0.98,12.0,5.0,9.0,26.0,1.0,1.0,0.0,1.0,1.0,6.0,7.0,11.0,16.0,6.0,12.0,26.0,18.0,7.0,22.0,13.0,3.0,1.0,0.33,0.38,0.24,0.0,0.0,1.0,26.35,17.0,17.04,7.0,0.19,0.03,0.03,1.11,1.16,1.14
847516884757948482740,2025,Duchene-Johnston-Seguin,DAL,line,5on5,4,749.0,23.0,0.79,0.44,0.53,7.21,0.85,0.55,1.37,0.2,3.21,2.82,0.84,0.91,0.9,8.0,1.0,2.0,11.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,6.0,7.0,0.0,0.0,4.0,3.0,1.0,6.0,5.0,3.0,1.0,0.18,0.36,0.3,1.0,0.0,1.0,12.44,9.0,9.77,2.0,0.11,0.0,0.0,0.97,1.04,1.02,5.82,0.23,0.3,1.65,0.19,3.3,2.32,0.23,0.22,0.22,6.0,2.0,6.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,6.0,8.0,1.0,2.0,5.0,6.0,0.0,4.0,7.0,1.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,13.42,8.0,7.68,2.0,0.06,0.06,0.06,0.24,0.23,0.23
84754628483490,2025,Mintyukov-Gudas,ANA,pairing,5on5,6,1399.0,40.0,0.35,0.43,0.41,12.2,1.19,0.93,2.88,0.41,7.09,4.49,1.17,1.21,1.2,11.0,6.0,4.0,21.0,1.0,2.0,1.0,3.0,0.0,4.0,7.0,10.0,16.0,1.0,2.0,15.0,19.0,5.0,7.0,13.0,4.0,0.0,0.43,0.76,0.0,0.0,1.0,0.0,21.32,17.0,17.12,3.0,0.19,0.37,0.37,1.01,1.03,1.02,18.33,2.21,1.23,4.65,0.6,8.96,6.34,1.97,2.15,1.92,18.0,6.0,4.0,28.0,2.0,4.0,1.0,3.0,0.0,8.0,7.0,16.0,22.0,2.0,4.0,10.0,7.0,5.0,9.0,17.0,4.0,3.0,0.62,0.56,1.03,0.0,1.0,1.0,27.27,24.0,23.59,5.0,0.26,1.16,1.16,1.31,1.28,1.22
84808078481524,2025,Samuelsson-Byram,BUF,pairing,5on5,13,1536.0,108.0,0.6,0.47,0.49,14.89,1.69,1.09,3.4,0.45,7.74,5.63,1.65,1.71,1.68,16.0,4.0,3.0,23.0,2.0,1.0,0.0,4.0,0.0,5.0,8.0,14.0,18.0,2.0,4.0,6.0,7.0,2.0,9.0,10.0,9.0,1.0,0.28,1.12,0.29,0.0,2.0,0.0,24.11,20.0,20.84,4.0,0.23,0.29,0.29,1.63,1.67,1.66,14.92,1.12,0.9,4.24,0.48,8.09,6.17,1.07,1.12,1.06,17.0,4.0,5.0,26.0,2.0,2.0,0.0,1.0,0.0,6.0,10.0,15.0,19.0,3.0,6.0,12.0,14.0,1.0,3.0,17.0,3.0,1.0,0.41,0.36,0.35,1.0,1.0,0.0,25.74,21.0,20.87,2.0,0.18,0.48,0.48,0.83,0.83,0.81
848209784827658483500,2025,Quinn-Ostlund-Rosen,BUF,line,5on5,6,2341.0,21.0,0.61,0.46,0.5,14.57,1.67,0.93,3.34,0.52,7.94,5.6,1.63,1.72,1.68,10.0,10.0,6.0,26.0,4.0,2.0,0.0,1.0,0.0,9.0,4.0,6.0,16.0,1.0,2.0,5.0,4.0,6.0,14.0,9.0,10.0,1.0,0.21,1.21,0.25,0.0,4.0,0.0,26.31,20.0,20.4,9.0,0.19,0.39,0.39,1.47,1.51,1.5,14.62,1.06,0.84,3.79,0.45,7.95,5.9,1.01,1.03,0.98,12.0,8.0,11.0,31.0,1.0,0.0,0.0,7.0,0.0,8.0,4.0,11.0,19.0,1.0,2.0,35.0,13.0,5.0,9.0,17.0,2.0,1.0,0.56,0.25,0.26,1.0,0.0,0.0,30.84,20.0,20.04,6.0,0.17,0.0,0.0,1.23,1.2,1.14
847121584775118479638,2025,Brazeau-Malkin-Mantha,PIT,line,5on5,12,7563.0,25.0,0.48,0.42,0.42,58.2,7.15,4.2,14.38,2.08,28.65,20.55,6.68,7.4,6.9,57.0,20.0,29.0,106.0,9.0,9.0,1.0,9.0,0.0,29.0,21.0,48.0,68.0,7.0,14.0,42.0,34.0,10.0,49.0,48.0,21.0,8.0,1.69,2.81,2.65,4.0,3.0,2.0,109.9,77.0,80.23,15.0,0.89,2.39,2.39,5.65,5.82,5.62,77.01,7.68,5.31,18.71,2.46,41.24,29.61,7.26,7.55,7.16,66.0,39.0,43.0,148.0,6.0,6.0,1.0,12.0,1.0,39.0,41.0,60.0,99.0,3.0,6.0,58.0,40.0,8.0,46.0,70.0,27.0,8.0,2.06,3.27,2.34,4.0,2.0,0.0,145.32,105.0,103.7,21.0,1.11,1.65,1.7,7.08,7.03,6.89
84752188480803,2025,Ekholm-Bouchard,EDM,pairing,5on5,20,16980.0,37.0,0.56,0.57,0.59,168.62,15.52,11.36,40.03,5.46,90.97,67.67,15.13,15.68,15.29,161.0,70.0,70.0,301.0,9.0,10.0,0.0,34.0,0.0,84.0,94.0,152.0,222.0,13.0,26.0,146.0,71.0,27.0,111.0,165.0,51.0,15.0,5.55,6.1,3.86,6.0,2.0,1.0,301.85,231.0,232.07,39.0,2.35,2.15,2.15,15.72,15.88,15.61,115.12,12.29,7.71,28.78,3.98,60.67,45.57,11.81,12.31,11.83,108.0,51.0,72.0,231.0,15.0,12.0,3.0,19.0,0.0,55.0,58.0,93.0,144.0,15.0,28.0,133.0,79.0,21.0,96.0,107.0,38.0,14.0,3.25,5.0,4.04,5.0,6.0,4.0,229.71,159.0,159.06,50.0,1.62,2.69,2.69,11.22,11.22,11.06
847885684800128482055,2025,O'Connor-Pettersson-Garland,VAN,line,5on5,7,794.0,89.0,0.27,0.5,0.36,3.32,0.29,0.3,0.8,0.14,2.01,1.46,0.29,0.3,0.3,4.0,1.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,13.83,5.0,5.09,3.0,0.06,0.0,0.0,0.36,0.37,0.37,6.48,0.8,0.49,1.68,0.22,3.35,2.46,0.8,0.8,0.8,7.0,2.0,5.0,14.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,6.0,8.0,0.0,0.0,4.0,8.0,0.0,8.0,7.0,0.0,2.0,0.29,0.0,0.51,1.0,0.0,0.0,14.06,9.0,9.18,4.0,0.1,0.0,0.0,0.9,0.91,0.91
847790384790228483733,2025,Grebenkin-Abols-Hathaway,PHI,line,5on5,4,1577.0,14.0,0.35,0.52,0.52,9.94,0.73,0.63,2.75,0.33,5.68,3.89,0.71,0.71,0.69,6.0,8.0,8.0,22.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,6.0,14.0,5.0,16.0,12.0,30.0,3.0,9.0,9.0,5.0,0.0,0.16,0.56,0.0,0.0,0.0,0.0,20.82,14.0,13.47,4.0,0.13,0.0,0.0,0.86,0.83,0.81,10.33,1.37,0.75,2.43,0.31,4.8,3.34,1.3,1.36,1.3,9.0,4.0,7.0,20.0,1.0,1.0,0.0,2.0,0.0,6.0,3.0,8.0,12.0,6.0,18.0,15.0,11.0,2.0,8.0,8.0,2.0,3.0,0.27,0.27,0.82,0.0,1.0,0.0,20.61,13.0,13.3,5.0,0.16,0.23,0.23,1.29,1.31,1.24
84784548481178,2025,Zamula-Juulsen,PHI,pairing,5on5,7,3809.0,20.0,0.48,0.51,0.49,24.74,2.12,1.67,6.2,0.77,13.77,9.47,2.07,2.09,2.04,25.0,9.0,20.0,54.0,2.0,2.0,1.0,6.0,0.0,16.0,8.0,23.0,32.0,6.0,15.0,31.0,32.0,1.0,20.0,27.0,5.0,2.0,0.78,0.66,0.68,0.0,1.0,1.0,52.9,34.0,33.16,10.0,0.35,0.49,0.67,1.8,1.74,1.7,27.13,2.27,1.66,6.82,0.95,14.03,10.27,2.25,2.31,2.28,21.0,15.0,15.0,51.0,2.0,5.0,0.0,5.0,0.0,10.0,14.0,19.0,34.0,4.0,11.0,34.0,33.0,2.0,21.0,27.0,7.0,2.0,0.83,0.98,0.46,2.0,0.0,0.0,52.65,36.0,36.82,12.0,0.35,0.61,0.61,2.01,2.05,2.04
