team_name,team_id
AC,133
AG,145
ALT,110
ANA,108
ARI,136
ATH,133
ATL,144
BAL,110
BLU,141
BOS,111
BRA,144
BRO,147
CAG,145
CHC,112
CHI,145
CIN,113
CLE,114
COL,115
CS,133
DET,116
DS,113
HIL,143
HOU,117
IA,137
IC,133
KCA,118
LAD,143
LOU,138
MAR,136
MIA,146
MIL,158
MIN,142
MON,109
NAT,113
ND,109
NE,136
NEW,147
NS,142
NYM,121
NYY,147
PHI,143
PIT,134
RES,135
ROC,115
SEA,136
STL,138
TEX,140
TOR,141
TRO,116
TT,134
WAS,120
