team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2025,NYR,NYR,Team Level,other,14,0.26,0.42,0.35,1205.0,12.21,2.37,0.89,2.13,0.47,6.86,5.28,2.25,2.37,2.25,10.0,8.0,13.0,31.0,4.0,0.0,0.0,4.0,0.0,6.0,4.0,6.0,14.0,0.0,0.0,15.0,1.0,1.0,2.0,8.0,6.0,4.0,0.23,0.83,1.31,0.0,2.0,2.0,31.0,18.0,18.0,2.0,0.23,0.0,0.0,2.6,2.6,2.48,23.64,6.62,1.75,3.91,0.92,12.47,7.34,6.57,6.62,6.57,22.0,11.0,10.0,43.0,7.0,4.0,0.0,1.0,0.0,11.0,10.0,15.0,26.0,1.0,2.0,13.0,2.0,2.0,3.0,14.0,12.0,7.0,0.41,1.56,4.64,0.0,2.0,5.0,43.0,33.0,33.0,1.0,0.5,0.38,0.38,6.74,6.74,6.68
NYR,2025,NYR,NYR,Team Level,all,14,0.51,0.53,0.53,50887.0,454.51,42.54,32.46,110.53,15.64,251.75,176.07,41.03,42.87,41.34,399.0,230.0,253.0,882.0,31.0,42.0,3.0,82.0,1.0,258.0,215.0,368.0,598.0,42.0,93.0,402.0,342.0,74.0,182.0,445.0,139.0,45.0,11.92,17.26,13.36,11.0,12.0,8.0,877.58,629.0,627.85,85.0,7.24,7.44,7.47,42.31,42.52,41.42,411.31,40.81,27.84,98.85,13.41,224.37,159.72,39.08,41.26,39.48,368.0,197.0,218.0,783.0,34.0,34.0,4.0,74.0,1.0,183.0,239.0,334.0,531.0,41.0,91.0,341.0,256.0,54.0,230.0,421.0,103.0,41.0,11.94,12.91,15.97,14.0,8.0,12.0,794.2,565.0,571.98,116.0,6.17,7.57,7.57,39.41,39.73,38.97
NYR,2025,NYR,NYR,Team Level,5on5,14,0.56,0.52,0.52,42116.0,352.31,32.5,23.27,89.48,12.12,191.39,138.24,31.57,32.82,31.88,305.0,182.0,205.0,692.0,21.0,36.0,3.0,65.0,1.0,195.0,169.0,284.0,466.0,41.0,91.0,315.0,320.0,62.0,159.0,345.0,109.0,33.0,9.64,13.7,9.16,10.0,8.0,3.0,687.58,487.0,485.85,73.0,4.85,6.73,6.77,30.58,30.79,30.31,323.02,25.21,20.49,81.92,10.6,176.81,130.97,24.23,25.66,24.63,289.0,157.0,183.0,629.0,20.0,24.0,2.0,62.0,1.0,141.0,198.0,269.0,426.0,38.0,85.0,258.0,244.0,49.0,202.0,353.0,70.0,23.0,9.84,8.85,6.52,12.0,5.0,3.0,640.2,446.0,452.98,106.0,4.23,4.88,5.2,24.24,24.56,24.13
NYR,2025,NYR,NYR,Team Level,4on5,14,0.08,0.11,0.13,3559.0,9.17,0.72,0.48,1.35,0.25,2.96,6.24,0.67,0.72,0.67,11.0,1.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,9.0,10.0,1.0,2.0,28.0,17.0,3.0,7.0,8.0,4.0,0.0,0.21,0.52,0.0,1.0,1.0,0.0,12.0,12.0,12.0,6.0,0.11,0.0,0.0,0.83,0.83,0.77,58.88,8.49,5.29,12.29,1.7,33.22,17.01,7.78,8.49,7.78,51.0,27.0,23.0,101.0,6.0,6.0,2.0,11.0,0.0,31.0,24.0,45.0,72.0,0.0,0.0,40.0,4.0,1.0,13.0,48.0,19.0,11.0,1.4,2.29,4.8,1.0,1.0,4.0,101.0,78.0,78.0,1.0,1.36,2.31,1.99,7.86,7.86,7.58
NYR,2025,NYR,NYR,Team Level,5on4,14,0.93,0.94,0.93,4007.0,80.82,6.95,7.82,17.57,2.79,50.56,26.3,6.54,6.95,6.54,73.0,39.0,35.0,147.0,4.0,6.0,0.0,12.0,0.0,56.0,34.0,69.0,108.0,0.0,0.0,44.0,4.0,8.0,14.0,84.0,20.0,8.0,1.85,2.22,2.89,0.0,1.0,3.0,147.0,112.0,112.0,4.0,2.05,0.7,0.7,8.3,8.3,7.87,5.77,0.5,0.32,0.74,0.18,1.87,4.4,0.5,0.5,0.5,6.0,2.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,2.0,4.0,30.0,6.0,2.0,12.0,6.0,2.0,0.0,0.29,0.21,0.0,1.0,0.0,0.0,10.0,8.0,8.0,8.0,0.07,0.0,0.0,0.57,0.57,0.57
LAK,2025,LAK,LAK,Team Level,other,14,0.54,0.51,0.5,2001.0,39.23,8.78,3.27,6.94,1.35,21.84,10.82,7.47,8.78,7.47,36.0,17.0,19.0,72.0,9.0,4.0,2.0,5.0,2.0,22.0,11.0,27.0,44.0,1.0,2.0,31.0,8.0,4.0,10.0,27.0,13.0,13.0,0.93,1.55,6.3,1.0,1.0,7.0,72.0,53.0,53.0,3.0,0.98,1.74,1.74,8.02,8.02,6.79,38.88,7.38,3.01,8.2,1.39,22.29,11.72,6.11,7.38,6.11,38.0,16.0,16.0,70.0,5.0,0.0,0.0,15.0,0.0,22.0,12.0,33.0,49.0,4.0,8.0,47.0,4.0,4.0,7.0,25.0,21.0,8.0,1.15,2.86,3.37,1.0,1.0,3.0,70.0,54.0,54.0,0.0,0.9,0.0,0.0,8.28,8.28,6.82
LAK,2025,LAK,LAK,Team Level,all,14,0.47,0.53,0.52,51852.0,442.03,42.64,30.75,106.78,14.66,240.84,172.33,40.4,42.5,40.28,415.0,193.0,252.0,860.0,39.0,35.0,4.0,91.0,3.0,230.0,210.0,376.0,569.0,56.0,124.0,422.0,275.0,65.0,261.0,445.0,121.0,42.0,12.04,15.53,15.07,13.0,13.0,13.0,851.03,608.0,605.1,113.0,6.95,6.9,6.9,42.69,42.67,40.84,410.84,47.9,28.58,97.34,14.03,215.7,155.45,44.1,48.2,44.38,386.0,173.0,210.0,769.0,41.0,46.0,4.0,82.0,0.0,189.0,201.0,345.0,518.0,46.0,103.0,424.0,282.0,71.0,210.0,358.0,146.0,55.0,10.71,19.05,18.14,15.0,15.0,11.0,775.72,559.0,564.28,103.0,6.53,10.46,10.46,43.97,44.22,41.99
LAK,2025,LAK,LAK,Team Level,5on5,14,0.49,0.54,0.54,41036.0,342.44,27.75,21.92,87.58,11.3,185.58,136.87,27.11,27.62,26.99,319.0,152.0,206.0,677.0,24.0,26.0,2.0,73.0,1.0,179.0,168.0,295.0,447.0,49.0,110.0,302.0,258.0,52.0,218.0,357.0,93.0,21.0,9.54,12.07,6.15,10.0,11.0,3.0,668.03,471.0,468.1,100.0,4.55,4.61,4.61,27.69,27.67,27.33,296.18,28.31,19.41,73.2,9.99,157.78,118.32,27.4,28.6,27.68,272.0,135.0,172.0,579.0,23.0,33.0,2.0,50.0,0.0,142.0,159.0,249.0,384.0,38.0,85.0,305.0,267.0,57.0,177.0,278.0,101.0,28.0,7.71,13.34,7.27,10.0,10.0,3.0,585.72,407.0,412.28,91.0,4.04,6.86,6.86,25.48,25.73,25.37
LAK,2025,LAK,LAK,Team Level,4on5,14,0.11,0.16,0.19,4939.0,13.45,1.4,0.86,1.84,0.43,4.94,9.53,1.29,1.4,1.29,16.0,3.0,0.0,19.0,2.0,1.0,0.0,3.0,0.0,3.0,10.0,14.0,17.0,3.0,6.0,46.0,8.0,5.0,10.0,13.0,4.0,2.0,0.41,0.49,0.5,1.0,1.0,0.0,19.0,19.0,19.0,8.0,0.19,0.26,0.26,1.34,1.34,1.26,62.52,11.01,5.53,13.81,2.2,31.45,16.0,9.39,11.01,9.39,64.0,16.0,22.0,102.0,11.0,10.0,1.0,14.0,0.0,24.0,21.0,53.0,69.0,1.0,2.0,49.0,4.0,3.0,13.0,41.0,21.0,18.0,1.4,2.5,7.11,2.0,4.0,5.0,102.0,80.0,80.0,1.0,1.45,3.42,3.42,9.04,9.04,8.63
LAK,2025,LAK,LAK,Team Level,5on4,14,0.79,0.84,0.78,3876.0,46.91,4.7,4.7,10.43,1.57,28.48,15.12,4.53,4.7,4.53,44.0,21.0,27.0,92.0,4.0,4.0,0.0,10.0,0.0,26.0,21.0,40.0,61.0,3.0,6.0,43.0,1.0,4.0,23.0,48.0,11.0,6.0,1.16,1.42,2.13,1.0,0.0,3.0,92.0,65.0,65.0,2.0,1.23,0.29,0.29,5.63,5.63,5.46,13.26,1.21,0.62,2.13,0.45,4.18,9.41,1.2,1.21,1.2,12.0,6.0,0.0,18.0,2.0,3.0,1.0,3.0,0.0,1.0,9.0,10.0,16.0,3.0,8.0,23.0,7.0,7.0,13.0,14.0,3.0,1.0,0.46,0.36,0.4,2.0,0.0,0.0,18.0,18.0,18.0,11.0,0.14,0.17,0.17,1.18,1.18,1.18
