team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2025,NYI,NYI,Team Level,other,8,0.63,0.67,0.73,1253.0,24.39,5.49,1.76,4.65,0.96,13.61,6.53,5.02,5.49,5.02,21.0,12.0,9.0,42.0,1.0,4.0,0.0,6.0,1.0,15.0,6.0,20.0,32.0,1.0,2.0,12.0,5.0,6.0,4.0,19.0,4.0,10.0,0.59,0.51,4.39,0.0,0.0,1.0,42.0,33.0,33.0,2.0,0.49,1.27,1.27,4.71,4.71,4.54,8.82,3.26,0.59,1.07,0.25,4.66,2.17,3.15,3.26,3.15,8.0,4.0,9.0,21.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,9.0,0.0,0.0,11.0,3.0,3.0,7.0,4.0,2.0,6.0,0.24,0.29,2.73,1.0,0.0,2.0,21.0,12.0,12.0,4.0,0.19,0.0,0.0,3.44,3.44,3.32
NYI,2025,NYI,NYI,Team Level,all,8,0.48,0.51,0.52,29100.0,267.62,28.87,19.41,63.95,9.29,145.84,100.64,26.84,28.85,26.82,239.0,129.0,129.0,497.0,30.0,34.0,2.0,47.0,1.0,137.0,119.0,209.0,338.0,33.0,73.0,228.0,171.0,30.0,118.0,254.0,77.0,37.0,7.64,9.35,11.88,12.0,9.0,9.0,494.13,368.0,365.56,61.0,4.36,6.58,6.58,26.66,26.62,25.64,258.59,30.86,20.09,60.16,8.66,132.07,93.16,29.02,31.25,29.41,243.0,102.0,142.0,487.0,27.0,38.0,2.0,35.0,1.0,132.0,112.0,216.0,318.0,30.0,66.0,237.0,178.0,37.0,136.0,222.0,75.0,48.0,6.5,9.48,14.88,10.0,9.0,8.0,492.37,345.0,349.26,62.0,4.58,7.45,7.45,27.98,28.44,27.47
NYI,2025,NYI,NYI,Team Level,5on5,8,0.45,0.49,0.5,22744.0,189.25,16.59,12.35,48.27,6.4,103.0,75.4,16.24,16.56,16.22,165.0,97.0,99.0,361.0,22.0,21.0,2.0,34.0,0.0,90.0,95.0,143.0,240.0,29.0,67.0,160.0,163.0,19.0,98.0,195.0,50.0,17.0,5.65,6.19,4.75,10.0,7.0,5.0,358.13,262.0,259.56,49.0,2.56,3.36,3.36,15.78,15.75,15.57,192.88,20.47,13.67,45.56,6.36,99.88,74.06,19.41,20.86,19.81,182.0,78.0,112.0,372.0,17.0,22.0,0.0,29.0,1.0,101.0,90.0,165.0,243.0,27.0,60.0,188.0,162.0,32.0,110.0,166.0,66.0,28.0,5.12,8.26,7.09,8.0,8.0,1.0,377.37,260.0,264.26,51.0,2.86,4.67,4.67,18.65,19.11,18.59
NYI,2025,NYI,NYI,Team Level,4on5,8,0.13,0.13,0.15,2642.0,8.83,0.97,0.51,1.35,0.32,3.03,5.82,0.97,0.97,0.97,10.0,2.0,1.0,13.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,8.0,10.0,0.0,0.0,25.0,3.0,3.0,9.0,8.0,3.0,1.0,0.3,0.46,0.2,1.0,0.0,1.0,13.0,12.0,12.0,8.0,0.12,0.01,0.01,1.08,1.08,1.07,51.42,6.44,5.58,12.61,1.89,26.06,13.43,5.77,6.44,5.77,46.0,20.0,19.0,85.0,6.0,15.0,2.0,6.0,0.0,22.0,17.0,40.0,60.0,2.0,4.0,17.0,8.0,0.0,12.0,49.0,4.0,13.0,1.08,0.57,4.78,1.0,0.0,5.0,85.0,66.0,66.0,2.0,1.47,2.49,2.49,5.42,5.42,5.09
NYI,2025,NYI,NYI,Team Level,5on4,8,0.89,0.9,0.9,2461.0,45.16,5.83,4.79,9.67,1.62,26.19,12.89,4.61,5.83,4.61,43.0,18.0,20.0,81.0,5.0,8.0,0.0,7.0,0.0,28.0,13.0,38.0,56.0,3.0,4.0,31.0,0.0,2.0,7.0,32.0,20.0,9.0,1.11,2.19,2.54,1.0,2.0,2.0,81.0,61.0,61.0,2.0,1.19,1.93,1.93,5.09,5.09,4.45,5.46,0.69,0.26,0.92,0.15,1.47,3.5,0.68,0.69,0.68,7.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,6.0,6.0,1.0,2.0,21.0,5.0,2.0,7.0,3.0,3.0,1.0,0.07,0.35,0.28,0.0,1.0,0.0,9.0,7.0,7.0,5.0,0.06,0.28,0.28,0.48,0.48,0.48
NYR,2025,NYR,NYR,Team Level,other,9,0.24,0.44,0.34,955.0,7.7,1.53,0.53,1.22,0.27,4.18,3.28,1.48,1.53,1.48,6.0,5.0,9.0,20.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,5.0,10.0,0.0,0.0,10.0,1.0,1.0,2.0,5.0,3.0,3.0,0.16,0.41,0.95,0.0,0.0,1.0,20.0,11.0,11.0,2.0,0.13,0.0,0.0,1.66,1.66,1.61,14.82,4.91,1.08,2.64,0.63,7.17,4.57,4.86,4.91,4.86,14.0,7.0,4.0,25.0,6.0,4.0,0.0,1.0,0.0,5.0,5.0,8.0,15.0,0.0,0.0,9.0,2.0,2.0,2.0,7.0,8.0,6.0,0.15,1.06,3.69,0.0,2.0,4.0,25.0,21.0,21.0,0.0,0.34,0.38,0.38,4.86,4.86,4.82
NYR,2025,NYR,NYR,Team Level,all,9,0.51,0.54,0.53,32556.0,288.11,27.32,20.1,69.83,9.71,157.76,110.27,26.35,27.26,26.28,255.0,140.0,170.0,565.0,21.0,23.0,2.0,56.0,0.0,156.0,139.0,234.0,374.0,27.0,60.0,252.0,232.0,40.0,126.0,280.0,85.0,30.0,7.71,10.67,8.95,10.0,6.0,5.0,561.05,395.0,392.15,63.0,4.47,4.14,4.18,27.62,27.51,26.8,260.14,26.77,17.24,63.12,8.37,138.84,99.67,25.41,27.21,25.8,234.0,120.0,137.0,491.0,21.0,24.0,3.0,51.0,0.0,117.0,141.0,213.0,333.0,28.0,62.0,218.0,178.0,29.0,158.0,266.0,59.0,29.0,7.67,7.63,11.47,5.0,7.0,9.0,498.57,354.0,359.19,72.0,3.86,5.12,5.12,25.5,25.85,25.28
NYR,2025,NYR,NYR,Team Level,5on5,9,0.56,0.53,0.52,26874.0,225.91,20.03,14.7,57.75,7.69,121.66,87.16,19.41,19.96,19.34,196.0,113.0,137.0,446.0,14.0,22.0,2.0,43.0,0.0,119.0,111.0,182.0,295.0,26.0,58.0,197.0,217.0,30.0,108.0,225.0,63.0,21.0,6.3,8.05,5.68,9.0,4.0,1.0,442.05,309.0,306.15,54.0,3.06,4.13,4.16,18.93,18.82,18.54,206.13,15.97,12.75,52.11,6.55,110.31,83.31,15.24,16.42,15.63,189.0,92.0,115.0,396.0,12.0,16.0,2.0,42.0,0.0,93.0,118.0,177.0,269.0,26.0,58.0,163.0,169.0,25.0,137.0,226.0,40.0,15.0,6.58,5.21,4.18,5.0,4.0,3.0,403.57,281.0,286.19,67.0,2.62,3.19,3.51,15.08,15.43,15.11
NYR,2025,NYR,NYR,Team Level,4on5,9,0.07,0.1,0.12,2160.0,5.37,0.41,0.27,0.72,0.14,1.72,3.74,0.38,0.41,0.38,7.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,2.0,19.0,10.0,1.0,4.0,5.0,2.0,0.0,0.13,0.28,0.0,1.0,1.0,0.0,7.0,7.0,7.0,4.0,0.06,0.0,0.0,0.46,0.46,0.43,37.66,5.78,3.35,8.15,1.14,20.88,10.71,5.19,5.78,5.19,30.0,20.0,16.0,66.0,3.0,4.0,1.0,8.0,0.0,19.0,16.0,27.0,47.0,0.0,0.0,25.0,3.0,1.0,11.0,31.0,11.0,8.0,0.83,1.35,3.59,0.0,1.0,2.0,66.0,50.0,50.0,1.0,0.89,1.56,1.23,5.43,5.43,5.21
NYR,2025,NYR,NYR,Team Level,5on4,9,0.98,0.96,0.97,2567.0,49.13,5.36,4.6,10.14,1.6,30.21,16.09,5.07,5.36,5.07,46.0,22.0,24.0,92.0,4.0,1.0,0.0,9.0,0.0,34.0,20.0,42.0,64.0,0.0,0.0,26.0,4.0,8.0,12.0,45.0,17.0,6.0,1.11,1.93,2.32,0.0,1.0,3.0,92.0,68.0,68.0,3.0,1.22,0.02,0.02,6.56,6.56,6.22,1.53,0.11,0.06,0.22,0.05,0.47,1.08,0.11,0.11,0.11,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,21.0,4.0,1.0,8.0,2.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.01,0.0,0.0,0.13,0.13,0.13
