team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2025,NYI,NYI,Team Level,other,9,0.58,0.66,0.72,1315.0,25.22,5.65,1.82,4.76,0.98,14.09,6.7,5.18,5.65,5.18,22.0,12.0,9.0,43.0,2.0,4.0,0.0,6.0,1.0,15.0,6.0,20.0,32.0,1.0,2.0,12.0,5.0,6.0,4.0,19.0,5.0,10.0,0.59,0.67,4.39,0.0,1.0,1.0,43.0,34.0,34.0,2.0,0.52,1.27,1.27,4.89,4.89,4.72,9.6,4.09,0.61,1.09,0.26,4.73,2.23,3.98,4.09,3.98,9.0,4.0,9.0,22.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,9.0,0.0,0.0,11.0,3.0,4.0,7.0,4.0,2.0,7.0,0.24,0.29,3.56,1.0,0.0,3.0,22.0,13.0,13.0,4.0,0.19,0.0,0.0,4.28,4.28,4.16
NYI,2025,NYI,NYI,Team Level,all,9,0.48,0.51,0.52,32700.0,301.07,31.27,22.42,71.88,10.56,164.0,113.88,29.16,31.26,29.16,274.0,140.0,145.0,559.0,32.0,39.0,2.0,50.0,1.0,154.0,138.0,242.0,382.0,37.0,81.0,247.0,184.0,35.0,128.0,288.0,87.0,39.0,8.38,10.48,12.41,13.0,10.0,9.0,556.39,414.0,411.59,62.0,5.08,7.23,7.23,29.11,29.09,28.09,281.4,33.94,21.71,65.55,9.42,144.69,101.69,32.08,34.31,32.46,266.0,111.0,156.0,533.0,32.0,39.0,2.0,37.0,1.0,141.0,127.0,234.0,345.0,34.0,76.0,261.0,198.0,43.0,154.0,245.0,80.0,52.0,7.18,10.13,16.63,12.0,11.0,9.0,537.92,377.0,380.81,70.0,4.94,7.81,7.81,31.06,31.48,30.5
NYI,2025,NYI,NYI,Team Level,5on5,9,0.46,0.5,0.51,25346.0,208.32,18.4,13.66,53.14,7.17,113.35,83.27,18.0,18.39,17.99,185.0,104.0,112.0,401.0,23.0,24.0,2.0,35.0,0.0,100.0,107.0,162.0,266.0,33.0,75.0,172.0,176.0,24.0,106.0,212.0,58.0,19.0,6.07,7.07,5.27,11.0,7.0,5.0,398.4,289.0,286.59,50.0,2.83,3.97,3.97,17.26,17.24,17.05,209.11,21.75,14.7,49.69,6.92,109.17,80.76,20.68,22.13,21.07,197.0,86.0,123.0,406.0,19.0,23.0,0.0,30.0,1.0,108.0,102.0,178.0,264.0,31.0,70.0,203.0,180.0,36.0,123.0,186.0,68.0,29.0,5.69,8.6,7.46,9.0,9.0,1.0,410.92,283.0,286.81,56.0,3.07,5.04,5.04,19.77,20.2,19.68
NYI,2025,NYI,NYI,Team Level,4on5,9,0.12,0.14,0.16,2978.0,10.45,1.02,0.57,1.63,0.37,3.51,6.89,1.02,1.02,1.02,12.0,2.0,1.0,15.0,2.0,1.0,0.0,0.0,0.0,4.0,7.0,10.0,12.0,0.0,0.0,27.0,3.0,3.0,10.0,10.0,3.0,1.0,0.36,0.46,0.2,1.0,0.0,1.0,15.0,14.0,14.0,8.0,0.13,0.01,0.01,1.15,1.15,1.14,57.23,7.41,6.14,13.84,2.08,29.32,15.2,6.73,7.41,6.73,53.0,21.0,22.0,96.0,8.0,15.0,2.0,7.0,0.0,24.0,20.0,45.0,66.0,2.0,4.0,22.0,9.0,0.0,14.0,52.0,7.0,15.0,1.19,0.89,5.33,2.0,1.0,5.0,96.0,74.0,74.0,2.0,1.62,2.49,2.49,6.53,6.53,6.19
NYI,2025,NYI,NYI,Team Level,5on4,9,0.9,0.92,0.92,3061.0,57.07,6.19,6.37,12.35,2.04,33.04,17.01,4.97,6.19,4.97,55.0,22.0,23.0,100.0,5.0,10.0,0.0,9.0,0.0,35.0,18.0,50.0,72.0,3.0,4.0,36.0,0.0,2.0,8.0,47.0,21.0,9.0,1.38,2.28,2.54,1.0,2.0,2.0,100.0,77.0,77.0,2.0,1.6,1.97,1.97,5.82,5.82,5.18,5.46,0.69,0.26,0.92,0.15,1.47,3.5,0.68,0.69,0.68,7.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,6.0,6.0,1.0,2.0,25.0,6.0,3.0,10.0,3.0,3.0,1.0,0.07,0.35,0.28,0.0,1.0,0.0,9.0,7.0,7.0,8.0,0.06,0.28,0.28,0.48,0.48,0.48
NYR,2025,NYR,NYR,Team Level,other,11,0.26,0.39,0.31,1116.0,8.15,1.88,0.55,1.23,0.29,4.52,3.53,1.77,1.88,1.77,7.0,5.0,10.0,22.0,2.0,0.0,0.0,3.0,0.0,3.0,4.0,5.0,10.0,0.0,0.0,11.0,1.0,1.0,2.0,5.0,3.0,4.0,0.16,0.41,1.31,0.0,0.0,2.0,22.0,12.0,12.0,2.0,0.14,0.0,0.0,2.02,2.02,1.91,18.97,5.27,1.5,3.28,0.81,10.57,5.56,5.22,5.27,5.22,17.0,10.0,8.0,35.0,6.0,4.0,0.0,1.0,0.0,9.0,7.0,11.0,21.0,1.0,2.0,11.0,2.0,2.0,2.0,11.0,10.0,6.0,0.29,1.29,3.69,0.0,2.0,4.0,35.0,27.0,27.0,0.0,0.44,0.38,0.38,5.33,5.33,5.28
NYR,2025,NYR,NYR,Team Level,all,11,0.51,0.53,0.52,39756.0,353.09,34.0,24.97,86.07,12.05,192.97,135.93,32.76,34.15,32.89,312.0,174.0,201.0,687.0,24.0,30.0,2.0,62.0,0.0,199.0,171.0,288.0,462.0,34.0,77.0,307.0,278.0,54.0,144.0,341.0,108.0,37.0,9.4,13.46,11.15,10.0,8.0,6.0,682.44,486.0,483.93,68.0,5.56,5.38,5.42,34.14,34.2,33.31,324.41,32.2,22.01,78.37,10.58,175.83,125.0,30.71,32.51,30.97,287.0,157.0,174.0,618.0,26.0,30.0,3.0,62.0,0.0,149.0,177.0,261.0,418.0,34.0,77.0,262.0,215.0,39.0,177.0,330.0,81.0,33.0,9.37,10.37,12.46,9.0,8.0,9.0,625.52,444.0,448.39,83.0,4.9,6.17,6.17,30.94,31.17,30.52
NYR,2025,NYR,NYR,Team Level,5on5,11,0.57,0.53,0.52,32833.0,280.88,26.06,18.54,71.71,9.65,151.29,108.73,25.27,26.21,25.4,244.0,142.0,164.0,550.0,16.0,28.0,2.0,49.0,0.0,156.0,137.0,228.0,370.0,33.0,75.0,246.0,262.0,44.0,126.0,274.0,85.0,27.0,7.83,10.7,7.54,9.0,6.0,1.0,545.44,386.0,383.93,59.0,3.87,5.35,5.38,24.55,24.61,24.24,255.9,19.93,16.15,65.0,8.29,138.52,103.13,19.08,20.24,19.35,229.0,122.0,144.0,495.0,16.0,21.0,2.0,53.0,0.0,118.0,143.0,213.0,335.0,31.0,71.0,196.0,204.0,35.0,155.0,278.0,55.0,18.0,7.83,7.13,4.97,8.0,5.0,3.0,502.52,351.0,355.39,78.0,3.33,4.13,4.46,18.8,19.04,18.67
NYR,2025,NYR,NYR,Team Level,4on5,11,0.08,0.1,0.13,2760.0,7.01,0.55,0.39,0.99,0.19,2.12,4.76,0.5,0.55,0.5,9.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,7.0,1.0,2.0,20.0,11.0,1.0,4.0,6.0,3.0,0.0,0.14,0.41,0.0,1.0,1.0,0.0,9.0,9.0,9.0,4.0,0.09,0.0,0.0,0.64,0.64,0.58,45.04,6.67,4.12,9.56,1.34,25.32,13.0,6.07,6.67,6.07,37.0,23.0,20.0,80.0,3.0,5.0,1.0,8.0,0.0,22.0,22.0,34.0,57.0,0.0,0.0,30.0,4.0,1.0,12.0,36.0,15.0,9.0,1.02,1.85,3.8,0.0,1.0,2.0,80.0,60.0,60.0,1.0,1.07,1.66,1.33,6.41,6.41,6.18
NYR,2025,NYR,NYR,Team Level,5on4,11,0.94,0.93,0.93,3047.0,57.05,5.5,5.5,12.14,1.92,35.04,18.9,5.21,5.5,5.21,52.0,27.0,27.0,106.0,4.0,2.0,0.0,9.0,0.0,40.0,24.0,48.0,75.0,0.0,0.0,30.0,4.0,8.0,12.0,56.0,17.0,6.0,1.27,1.93,2.3,0.0,1.0,3.0,106.0,79.0,79.0,3.0,1.46,0.04,0.04,6.93,6.93,6.58,4.51,0.34,0.25,0.54,0.13,1.43,3.32,0.34,0.34,0.34,4.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,4.0,25.0,5.0,1.0,8.0,5.0,1.0,0.0,0.23,0.1,0.0,1.0,0.0,0.0,8.0,6.0,6.0,4.0,0.06,0.0,0.0,0.39,0.39,0.39
