team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2025,NYI,NYI,Team Level,other,23,0.57,0.57,0.58,3101.0,57.23,11.5,3.87,10.59,2.01,28.88,19.16,10.76,11.5,10.76,54.0,22.0,22.0,98.0,12.0,7.0,1.0,11.0,1.0,26.0,19.0,42.0,64.0,1.0,2.0,44.0,8.0,9.0,12.0,38.0,18.0,20.0,1.35,2.33,7.82,2.0,4.0,6.0,98.0,76.0,76.0,8.0,1.06,2.22,2.22,10.34,10.34,10.11,40.03,8.69,2.93,6.67,1.31,21.91,12.49,8.36,8.69,8.36,36.0,18.0,20.0,74.0,10.0,4.0,1.0,4.0,1.0,20.0,15.0,26.0,44.0,1.0,2.0,30.0,10.0,8.0,18.0,29.0,13.0,12.0,1.43,1.75,5.5,3.0,2.0,5.0,74.0,54.0,54.0,11.0,0.8,1.25,1.25,8.23,8.23,7.93
NYI,2025,NYI,NYI,Team Level,all,23,0.47,0.5,0.51,84085.0,729.03,75.04,51.35,174.45,25.08,390.55,278.53,70.83,75.24,71.05,661.0,334.0,353.0,1348.0,70.0,88.0,6.0,153.0,2.0,339.0,343.0,591.0,925.0,80.0,175.0,668.0,402.0,96.0,350.0,706.0,197.0,92.0,20.44,24.45,30.16,27.0,23.0,20.0,1349.37,995.0,995.46,172.0,11.57,19.46,19.71,66.9,67.05,65.17,725.13,84.14,53.78,169.04,23.85,375.74,265.45,78.94,84.36,79.17,647.0,325.0,384.0,1356.0,64.0,94.0,8.0,111.0,2.0,346.0,355.0,583.0,908.0,82.0,185.0,614.0,445.0,99.0,382.0,629.0,226.0,117.0,19.2,28.88,36.06,19.0,28.0,17.0,1362.77,972.0,975.88,170.0,12.08,21.42,21.42,74.8,75.15,72.83
NYI,2025,NYI,NYI,Team Level,5on5,23,0.47,0.49,0.5,67063.0,523.95,49.01,33.52,132.9,17.84,279.63,205.1,47.22,49.21,47.44,466.0,252.0,279.0,997.0,44.0,63.0,4.0,111.0,1.0,239.0,260.0,422.0,674.0,72.0,158.0,474.0,385.0,75.0,297.0,525.0,138.0,55.0,15.42,17.06,16.53,21.0,16.0,7.0,998.37,718.0,718.46,147.0,6.96,13.75,13.99,41.97,42.12,41.49,540.18,54.93,37.04,131.77,17.7,283.1,207.47,52.63,55.15,52.86,481.0,251.0,316.0,1048.0,42.0,59.0,3.0,89.0,1.0,266.0,275.0,439.0,690.0,71.0,160.0,489.0,410.0,82.0,323.0,491.0,174.0,67.0,14.75,22.45,17.73,14.0,23.0,5.0,1054.77,732.0,735.88,140.0,7.72,12.71,12.79,49.86,50.21,49.11
NYI,2025,NYI,NYI,Team Level,4on5,23,0.11,0.14,0.17,6759.0,23.52,2.16,1.28,4.28,0.92,8.26,16.09,2.15,2.16,2.15,26.0,7.0,2.0,35.0,4.0,1.0,0.0,3.0,0.0,8.0,17.0,22.0,29.0,1.0,2.0,66.0,8.0,10.0,18.0,24.0,8.0,1.0,0.76,1.2,0.2,2.0,1.0,1.0,35.0,33.0,33.0,13.0,0.29,0.01,0.01,2.44,2.44,2.43,126.4,17.99,12.87,27.81,4.33,65.72,34.29,15.47,17.99,15.47,113.0,50.0,44.0,207.0,10.0,28.0,3.0,18.0,0.0,52.0,55.0,103.0,153.0,8.0,16.0,43.0,10.0,2.0,24.0,99.0,31.0,33.0,2.8,3.7,11.48,2.0,2.0,6.0,207.0,163.0,163.0,4.0,3.35,6.73,6.64,14.69,14.69,13.77
NYI,2025,NYI,NYI,Team Level,5on4,23,0.83,0.89,0.88,7162.0,124.34,12.37,12.68,26.68,4.31,73.78,38.17,10.7,12.37,10.7,115.0,53.0,50.0,218.0,10.0,17.0,1.0,28.0,0.0,66.0,47.0,105.0,158.0,6.0,13.0,84.0,1.0,2.0,23.0,119.0,33.0,16.0,2.91,3.85,5.61,2.0,2.0,6.0,218.0,168.0,168.0,4.0,3.26,3.49,3.49,12.15,12.15,11.14,18.51,2.53,0.95,2.79,0.51,5.01,11.2,2.49,2.53,2.49,17.0,6.0,4.0,27.0,2.0,3.0,1.0,0.0,0.0,8.0,10.0,15.0,21.0,2.0,7.0,52.0,15.0,7.0,17.0,10.0,8.0,5.0,0.21,0.98,1.35,0.0,1.0,1.0,27.0,23.0,23.0,15.0,0.23,0.73,0.73,2.03,2.03,2.02
NYR,2025,NYR,NYR,Team Level,other,24,0.32,0.44,0.41,2540.0,28.96,5.68,2.06,4.91,1.03,18.52,10.8,5.37,5.68,5.37,24.0,19.0,23.0,66.0,6.0,0.0,0.0,7.0,0.0,17.0,13.0,18.0,37.0,1.0,2.0,30.0,1.0,5.0,9.0,24.0,10.0,9.0,0.97,1.24,3.47,0.0,2.0,4.0,66.0,43.0,43.0,6.0,0.57,0.0,0.0,6.25,6.25,5.9,42.71,12.07,3.15,6.81,1.6,23.77,13.6,11.88,12.07,11.88,38.0,23.0,23.0,84.0,11.0,5.0,0.0,1.0,0.0,26.0,18.0,27.0,50.0,1.0,2.0,28.0,5.0,2.0,8.0,28.0,17.0,16.0,1.07,2.14,8.87,0.0,2.0,9.0,84.0,61.0,61.0,3.0,0.9,1.04,0.38,12.59,12.59,12.38
NYR,2025,NYR,NYR,Team Level,all,24,0.48,0.5,0.5,87187.0,731.22,72.9,50.75,175.33,24.56,403.22,284.23,70.21,73.68,70.95,631.0,380.0,426.0,1437.0,60.0,63.0,6.0,137.0,1.0,390.0,360.0,571.0,951.0,78.0,171.0,708.0,609.0,121.0,336.0,717.0,215.0,79.0,19.6,26.68,26.62,20.0,21.0,19.0,1441.16,1011.0,1014.77,162.0,11.29,14.04,14.07,70.11,70.82,68.98,750.44,78.87,50.38,180.24,24.92,405.37,287.21,74.6,78.93,74.63,678.0,349.0,392.0,1419.0,63.0,74.0,10.0,134.0,3.0,347.0,406.0,615.0,964.0,63.0,141.0,614.0,461.0,93.0,384.0,750.0,193.0,84.0,21.84,24.09,32.95,21.0,17.0,25.0,1421.86,1027.0,1029.22,196.0,11.27,17.27,17.27,72.87,72.85,70.59
NYR,2025,NYR,NYR,Team Level,5on5,24,0.53,0.51,0.5,72426.0,573.21,52.8,37.41,144.15,19.38,312.17,227.09,51.25,53.58,52.0,488.0,305.0,350.0,1143.0,41.0,55.0,5.0,116.0,1.0,300.0,280.0,447.0,752.0,74.0,163.0,566.0,574.0,100.0,290.0,567.0,174.0,52.0,15.88,21.7,15.23,19.0,16.0,6.0,1147.16,793.0,796.77,138.0,7.78,12.07,12.1,48.49,49.2,48.45,573.47,46.25,35.78,146.05,19.05,310.77,230.1,44.61,46.32,44.63,513.0,275.0,316.0,1104.0,36.0,48.0,4.0,113.0,3.0,255.0,333.0,477.0,752.0,59.0,133.0,477.0,444.0,87.0,329.0,614.0,130.0,44.0,17.45,16.35,12.45,18.0,12.0,6.0,1106.86,788.0,790.22,175.0,7.39,9.92,10.25,43.4,43.38,42.67
NYR,2025,NYR,NYR,Team Level,4on5,24,0.08,0.09,0.12,6540.0,17.38,1.6,0.84,2.59,0.48,5.22,11.28,1.53,1.6,1.53,19.0,3.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,2.0,17.0,17.0,20.0,3.0,6.0,51.0,29.0,7.0,15.0,15.0,5.0,2.0,0.35,0.71,0.54,1.0,1.0,0.0,22.0,22.0,22.0,12.0,0.19,0.0,0.0,1.79,1.79,1.71,121.22,19.15,10.76,25.62,3.85,67.09,34.54,16.73,19.15,16.73,113.0,48.0,51.0,212.0,14.0,20.0,6.0,19.0,0.0,65.0,43.0,99.0,147.0,1.0,2.0,68.0,5.0,2.0,26.0,98.0,39.0,24.0,2.82,4.7,11.63,2.0,2.0,10.0,212.0,161.0,161.0,3.0,2.82,6.22,6.56,15.41,15.41,14.06
NYR,2025,NYR,NYR,Team Level,5on4,24,0.9,0.92,0.9,5681.0,111.68,12.82,10.44,23.68,3.67,67.32,35.07,12.05,12.82,12.05,100.0,53.0,53.0,206.0,11.0,8.0,1.0,13.0,0.0,71.0,50.0,89.0,142.0,0.0,0.0,61.0,5.0,9.0,22.0,111.0,26.0,16.0,2.4,3.03,7.38,0.0,2.0,9.0,206.0,153.0,153.0,6.0,2.75,1.97,1.97,13.59,13.59,12.93,13.04,1.4,0.7,1.76,0.42,3.75,8.97,1.38,1.4,1.38,14.0,3.0,2.0,19.0,2.0,1.0,0.0,1.0,0.0,1.0,12.0,12.0,15.0,2.0,4.0,41.0,7.0,2.0,21.0,10.0,7.0,0.0,0.5,0.9,0.0,1.0,1.0,0.0,19.0,17.0,17.0,15.0,0.15,0.08,0.08,1.47,1.47,1.47
