team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2025,NYI,NYI,Team Level,other,62,0.54,0.56,0.57,10559.0,165.12,33.26,11.83,30.67,5.74,87.17,55.33,31.07,33.26,31.07,153.0,71.0,68.0,292.0,31.0,20.0,1.0,24.0,1.0,79.0,69.0,122.0,193.0,4.0,8.0,128.0,21.0,22.0,34.0,121.0,54.0,49.0,4.9,6.66,21.7,8.0,9.0,14.0,292.0,224.0,224.0,16.0,3.39,5.7,5.7,30.95,30.95,29.78,120.33,27.85,8.98,20.91,4.33,65.86,39.08,26.08,27.85,26.08,105.0,62.0,66.0,233.0,29.0,11.0,2.0,15.0,2.0,64.0,46.0,76.0,138.0,7.0,14.0,98.0,27.0,22.0,34.0,88.0,39.0,40.0,3.29,4.9,19.66,9.0,5.0,15.0,233.0,167.0,167.0,17.0,2.58,3.83,3.83,26.61,26.61,25.15
NYI,2025,NYI,NYI,Team Level,all,62,0.48,0.49,0.49,226895.0,1921.36,187.15,133.29,469.62,67.2,1033.87,737.87,177.8,187.3,177.93,1716.0,913.0,930.0,3559.0,179.0,229.0,21.0,378.0,2.0,925.0,916.0,1537.0,2450.0,190.0,401.0,1773.0,1169.0,279.0,916.0,1937.0,488.0,204.0,57.55,59.91,69.69,77.0,54.0,48.0,3558.16,2629.0,2625.6,453.0,29.89,47.37,47.66,169.39,169.38,165.05,1990.2,205.87,143.46,474.22,66.92,1046.6,747.95,194.39,206.46,194.97,1734.0,951.0,1027.0,3712.0,172.0,254.0,14.0,332.0,6.0,979.0,942.0,1562.0,2513.0,202.0,432.0,1648.0,1238.0,288.0,962.0,1880.0,556.0,249.0,57.57,68.23,80.07,65.0,64.0,43.0,3726.02,2685.0,2696.61,434.0,32.18,50.71,50.71,187.34,187.84,182.01
NYI,2025,NYI,NYI,Team Level,5on5,62,0.47,0.48,0.49,183905.0,1455.14,120.4,94.26,376.85,50.79,782.02,572.68,116.01,120.56,116.15,1286.0,711.0,742.0,2739.0,116.0,172.0,17.0,298.0,1.0,706.0,704.0,1170.0,1881.0,167.0,356.0,1328.0,1125.0,227.0,793.0,1535.0,347.0,115.0,44.64,42.97,32.79,61.0,36.0,19.0,2738.16,1997.0,1993.59,407.0,19.58,33.27,33.56,106.42,106.41,104.68,1545.8,137.95,104.57,386.12,51.99,816.24,601.12,131.86,138.55,132.44,1341.0,757.0,855.0,2953.0,111.0,191.0,7.0,277.0,3.0,763.0,753.0,1230.0,1987.0,175.0,375.0,1300.0,1164.0,239.0,842.0,1525.0,426.0,147.0,47.02,52.13,38.8,52.0,49.0,10.0,2967.02,2098.0,2109.61,382.0,21.82,35.42,35.5,124.26,124.76,122.06
NYI,2025,NYI,NYI,Team Level,4on5,62,0.11,0.13,0.15,15758.0,47.64,4.39,2.56,7.52,1.73,15.81,32.98,4.37,4.39,4.37,50.0,15.0,4.0,69.0,6.0,2.0,0.0,5.0,0.0,11.0,41.0,44.0,59.0,5.0,10.0,149.0,19.0,22.0,33.0,47.0,15.0,3.0,1.65,1.94,0.81,2.0,2.0,2.0,69.0,65.0,65.0,27.0,0.58,0.25,0.25,4.73,4.73,4.7,280.45,35.58,27.84,60.9,9.31,152.13,79.25,32.06,35.58,32.06,248.0,117.0,98.0,463.0,27.0,47.0,4.0,40.0,1.0,137.0,113.0,221.0,338.0,14.0,28.0,124.0,17.0,7.0,53.0,235.0,75.0,55.0,6.55,9.14,19.89,4.0,6.0,17.0,463.0,365.0,365.0,6.0,7.3,10.46,10.38,32.49,32.49,30.84
NYI,2025,NYI,NYI,Team Level,5on4,62,0.87,0.88,0.86,16673.0,253.47,29.1,24.64,54.58,8.94,148.85,76.88,26.35,29.1,26.35,227.0,116.0,116.0,459.0,26.0,35.0,3.0,51.0,0.0,129.0,102.0,201.0,317.0,14.0,27.0,168.0,4.0,8.0,56.0,234.0,72.0,37.0,6.37,8.34,14.4,6.0,7.0,13.0,459.0,343.0,343.0,3.0,6.36,8.16,8.16,27.3,27.3,25.9,43.62,4.49,2.07,6.28,1.3,12.35,28.51,4.39,4.49,4.39,40.0,15.0,8.0,63.0,5.0,5.0,1.0,0.0,0.0,15.0,30.0,35.0,50.0,6.0,15.0,126.0,30.0,20.0,33.0,32.0,16.0,7.0,0.71,2.07,1.71,0.0,4.0,1.0,63.0,55.0,55.0,29.0,0.48,1.0,1.0,3.98,3.98,3.96
NYR,2025,NYR,NYR,Team Level,other,61,0.37,0.51,0.49,6790.0,117.68,21.74,9.57,22.33,4.35,69.64,37.38,20.02,21.74,20.02,98.0,67.0,65.0,230.0,23.0,13.0,4.0,19.0,0.0,67.0,43.0,75.0,142.0,6.0,12.0,92.0,9.0,9.0,23.0,95.0,36.0,34.0,3.56,4.32,13.85,4.0,7.0,12.0,230.0,165.0,165.0,12.0,2.92,3.12,3.12,21.54,21.54,19.96,123.17,36.94,8.57,19.7,4.26,62.91,38.61,34.3,36.94,34.3,105.0,66.0,51.0,222.0,32.0,12.0,1.0,5.0,0.0,66.0,56.0,73.0,139.0,2.0,4.0,68.0,11.0,5.0,20.0,77.0,43.0,51.0,2.99,5.23,28.72,3.0,5.0,24.0,222.0,171.0,171.0,7.0,2.48,4.32,3.66,35.75,35.75,34.3
NYR,2025,NYR,NYR,Team Level,all,61,0.46,0.49,0.48,222611.0,1814.69,173.0,128.98,437.95,62.38,992.15,694.54,165.07,173.19,165.27,1559.0,930.0,1039.0,3528.0,163.0,192.0,21.0,315.0,4.0,952.0,863.0,1396.0,2326.0,204.0,441.0,1844.0,1600.0,270.0,891.0,1825.0,479.0,185.0,52.22,57.68,63.09,59.0,57.0,47.0,3503.07,2489.0,2479.03,434.0,29.16,38.82,38.89,163.26,163.46,158.55,1959.64,201.26,135.6,469.46,66.1,1055.39,753.19,190.43,202.69,191.77,1759.0,922.0,997.0,3678.0,192.0,216.0,29.0,308.0,3.0,947.0,1015.0,1567.0,2489.0,171.0,377.0,1524.0,1193.0,279.0,922.0,1984.0,482.0,215.0,60.34,59.35,81.57,65.0,61.0,66.0,3724.67,2681.0,2711.71,457.0,30.25,46.89,47.25,184.26,185.4,180.22
NYR,2025,NYR,NYR,Team Level,5on5,61,0.49,0.49,0.48,184670.0,1401.15,115.11,93.41,356.05,48.28,761.54,552.61,111.13,115.3,111.34,1206.0,721.0,870.0,2797.0,106.0,151.0,14.0,261.0,4.0,733.0,672.0,1100.0,1821.0,191.0,412.0,1444.0,1531.0,224.0,772.0,1458.0,367.0,102.0,41.77,44.04,29.29,53.0,43.0,10.0,2772.07,1927.0,1917.03,388.0,19.45,29.81,29.89,104.67,104.86,103.32,1512.93,121.62,98.6,382.59,51.09,820.23,603.87,117.27,123.05,118.61,1355.0,723.0,827.0,2905.0,118.0,156.0,17.0,256.0,3.0,730.0,815.0,1237.0,1960.0,155.0,342.0,1187.0,1143.0,253.0,810.0,1627.0,341.0,110.0,49.08,42.3,30.25,55.0,45.0,18.0,2951.67,2078.0,2108.71,415.0,20.45,30.47,30.8,111.28,112.42,110.72
NYR,2025,NYR,NYR,Team Level,4on5,61,0.1,0.11,0.13,16839.0,42.18,3.93,2.19,6.15,1.28,12.74,27.71,3.77,3.93,3.77,42.0,12.0,6.0,60.0,3.0,1.0,0.0,2.0,0.0,10.0,38.0,39.0,51.0,6.0,15.0,149.0,49.0,19.0,42.0,34.0,15.0,5.0,0.81,1.84,1.29,1.0,1.0,1.0,60.0,54.0,54.0,30.0,0.5,0.25,0.25,4.18,4.18,4.06,281.52,37.39,26.05,61.23,9.4,159.73,84.21,33.91,37.39,33.91,256.0,122.0,114.0,492.0,34.0,42.0,10.0,42.0,0.0,149.0,111.0,222.0,344.0,8.0,17.0,163.0,16.0,6.0,56.0,248.0,84.0,46.0,7.07,9.91,20.4,4.0,8.0,22.0,492.0,378.0,378.0,4.0,6.78,10.87,11.57,32.6,32.6,30.6
NYR,2025,NYR,NYR,Team Level,5on4,61,0.86,0.88,0.86,14312.0,253.69,32.22,23.8,53.42,8.47,148.23,76.84,30.15,32.22,30.15,213.0,130.0,98.0,441.0,31.0,27.0,3.0,33.0,0.0,142.0,110.0,182.0,312.0,1.0,2.0,159.0,11.0,18.0,54.0,238.0,61.0,44.0,6.08,7.49,18.66,1.0,6.0,24.0,441.0,343.0,343.0,4.0,6.29,5.63,5.63,32.89,32.89,31.21,42.02,5.31,2.38,5.93,1.35,12.52,26.49,4.95,5.31,4.95,43.0,11.0,5.0,59.0,8.0,6.0,1.0,5.0,0.0,2.0,33.0,35.0,46.0,6.0,14.0,106.0,23.0,15.0,36.0,32.0,14.0,8.0,1.2,1.92,2.2,3.0,3.0,2.0,59.0,54.0,54.0,31.0,0.53,1.23,1.23,4.63,4.63,4.6
