team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2025,BOS,BOS,Team Level,other,52,0.42,0.41,0.42,7665.0,91.94,20.59,6.07,17.38,3.37,45.59,32.0,19.83,20.59,19.83,83.0,42.0,40.0,165.0,22.0,10.0,3.0,10.0,0.0,49.0,34.0,61.0,103.0,6.0,15.0,90.0,24.0,18.0,27.0,58.0,38.0,29.0,2.14,4.62,13.83,2.0,7.0,13.0,165.0,125.0,125.0,9.0,1.72,2.5,2.5,19.81,19.81,19.17,130.95,28.12,10.16,24.42,4.47,71.23,35.61,25.24,28.12,25.24,120.0,54.0,61.0,235.0,19.0,18.0,4.0,16.0,0.0,72.0,49.0,101.0,155.0,6.0,15.0,88.0,16.0,9.0,26.0,78.0,59.0,37.0,3.26,7.51,17.35,2.0,3.0,14.0,235.0,174.0,174.0,12.0,2.98,6.84,6.84,24.26,24.26,22.23
BOS,2025,BOS,BOS,Team Level,all,52,0.47,0.48,0.48,189194.0,1615.19,154.72,108.36,396.74,55.06,853.15,624.97,146.99,154.82,147.1,1408.0,785.0,831.0,3024.0,172.0,181.0,22.0,285.0,3.0,795.0,757.0,1236.0,2021.0,237.0,551.0,1576.0,1244.0,254.0,836.0,1640.0,387.0,166.0,47.52,48.44,58.77,72.0,53.0,47.0,3025.72,2193.0,2193.28,399.0,24.3,34.2,34.89,144.13,144.34,139.68,1728.56,174.63,123.63,424.8,59.45,914.54,639.96,164.61,175.1,165.12,1547.0,790.0,895.0,3232.0,161.0,214.0,18.0,367.0,3.0,811.0,781.0,1386.0,2176.0,204.0,479.0,1469.0,1131.0,246.0,809.0,1673.0,472.0,192.0,48.84,59.6,66.19,60.0,54.0,47.0,3239.41,2337.0,2344.16,341.0,28.18,42.88,42.88,159.92,160.49,155.08
BOS,2025,BOS,BOS,Team Level,5on5,52,0.47,0.49,0.49,150179.0,1249.22,98.47,79.03,322.37,42.49,656.48,497.17,94.25,98.57,94.36,1088.0,608.0,686.0,2382.0,110.0,145.0,13.0,243.0,2.0,608.0,588.0,978.0,1586.0,207.0,481.0,1199.0,1169.0,187.0,729.0,1331.0,275.0,90.0,38.61,34.54,25.33,59.0,37.0,14.0,2383.71,1696.0,1696.28,359.0,16.44,25.64,26.07,88.85,89.06,87.36,1285.17,109.68,85.8,335.25,44.78,678.19,497.29,104.84,110.15,105.34,1132.0,619.0,743.0,2494.0,97.0,160.0,8.0,291.0,3.0,603.0,597.0,1035.0,1654.0,186.0,437.0,1101.0,1074.0,209.0,694.0,1299.0,349.0,103.0,37.3,44.11,28.27,47.0,41.0,9.0,2501.41,1751.0,1758.16,308.0,17.92,29.79,29.79,97.82,98.39,96.5
BOS,2025,BOS,BOS,Team Level,4on5,52,0.1,0.11,0.12,17849.0,37.25,3.7,2.02,5.84,1.32,12.64,25.46,3.63,3.7,3.63,45.0,6.0,4.0,55.0,2.0,2.0,0.0,2.0,0.0,9.0,36.0,43.0,49.0,14.0,32.0,145.0,36.0,37.0,32.0,37.0,7.0,7.0,1.07,1.06,1.58,0.0,1.0,1.0,55.0,51.0,51.0,28.0,0.46,0.41,0.41,3.76,3.76,3.75,273.18,32.93,25.67,58.84,8.89,152.65,81.03,30.84,32.93,30.84,252.0,108.0,89.0,449.0,40.0,32.0,4.0,58.0,0.0,124.0,106.0,212.0,320.0,6.0,12.0,173.0,7.0,9.0,66.0,260.0,56.0,44.0,7.15,7.15,18.63,11.0,8.0,21.0,449.0,360.0,360.0,4.0,6.82,5.24,5.24,34.5,34.5,33.02
BOS,2025,BOS,BOS,Team Level,5on4,52,0.89,0.89,0.86,13501.0,236.77,31.96,21.24,51.14,7.89,138.43,70.34,29.29,31.96,29.29,192.0,129.0,101.0,422.0,38.0,24.0,6.0,30.0,1.0,129.0,99.0,154.0,283.0,10.0,23.0,142.0,15.0,12.0,48.0,214.0,67.0,40.0,5.71,8.22,18.03,11.0,8.0,19.0,422.0,321.0,321.0,3.0,5.68,5.65,5.92,31.72,31.72,29.4,39.26,3.91,1.99,6.3,1.32,12.47,26.02,3.69,3.91,3.69,43.0,9.0,2.0,54.0,5.0,4.0,2.0,2.0,0.0,12.0,29.0,38.0,47.0,6.0,15.0,107.0,34.0,19.0,23.0,36.0,8.0,8.0,1.14,0.83,1.94,0.0,2.0,3.0,54.0,52.0,52.0,17.0,0.46,1.02,1.02,3.35,3.35,3.32
NYI,2025,NYI,NYI,Team Level,other,51,0.52,0.54,0.55,8853.0,141.14,28.25,9.94,26.54,4.92,72.58,48.77,26.2,28.25,26.2,129.0,62.0,59.0,250.0,23.0,19.0,1.0,19.0,1.0,64.0,65.0,106.0,168.0,4.0,8.0,113.0,17.0,19.0,29.0,105.0,45.0,41.0,4.18,5.63,18.44,6.0,7.0,10.0,250.0,191.0,191.0,14.0,2.78,5.31,5.31,25.73,25.73,24.68,114.49,26.08,8.62,19.79,4.06,62.33,36.12,24.36,26.08,24.36,97.0,60.0,53.0,210.0,25.0,12.0,3.0,15.0,2.0,61.0,42.0,72.0,132.0,6.0,12.0,85.0,22.0,16.0,33.0,80.0,41.0,36.0,3.0,5.21,17.87,6.0,6.0,13.0,210.0,157.0,157.0,17.0,2.48,3.99,3.99,24.58,24.58,23.2
NYI,2025,NYI,NYI,Team Level,all,51,0.48,0.49,0.49,187030.0,1590.19,155.91,111.28,384.9,54.97,857.34,611.6,147.98,155.74,147.82,1417.0,759.0,768.0,2944.0,142.0,186.0,16.0,311.0,2.0,774.0,761.0,1275.0,2034.0,158.0,334.0,1442.0,935.0,229.0,758.0,1601.0,409.0,166.0,48.1,50.5,57.31,62.0,44.0,36.0,2938.27,2176.0,2168.69,378.0,24.92,38.74,39.03,141.82,141.54,137.81,1653.23,171.93,120.16,392.0,55.51,870.36,621.04,162.05,172.5,162.61,1436.0,795.0,849.0,3080.0,141.0,209.0,13.0,262.0,6.0,820.0,793.0,1295.0,2090.0,171.0,367.0,1356.0,958.0,227.0,789.0,1565.0,458.0,208.0,47.64,56.97,67.33,48.0,57.0,36.0,3091.12,2231.0,2240.21,353.0,27.07,42.2,42.2,156.8,157.26,152.27
NYI,2025,NYI,NYI,Team Level,5on5,51,0.47,0.48,0.49,150484.0,1186.58,98.3,77.04,304.01,40.6,639.9,469.15,95.1,98.13,94.94,1049.0,580.0,598.0,2227.0,92.0,134.0,13.0,247.0,1.0,584.0,571.0,957.0,1537.0,139.0,297.0,1065.0,904.0,186.0,655.0,1250.0,290.0,89.0,36.44,36.08,25.79,48.0,31.0,13.0,2221.27,1629.0,1621.69,340.0,15.99,26.06,26.35,87.94,87.66,86.35,1265.55,112.53,85.87,315.2,42.49,669.61,494.3,107.36,113.1,107.92,1102.0,618.0,703.0,2423.0,91.0,151.0,6.0,216.0,3.0,626.0,633.0,1011.0,1629.0,148.0,318.0,1062.0,892.0,186.0,683.0,1260.0,340.0,120.0,38.71,42.12,31.69,40.0,42.0,9.0,2434.12,1720.0,1729.21,307.0,17.91,28.58,28.66,101.77,102.24,99.88
NYI,2025,NYI,NYI,Team Level,4on5,51,0.11,0.12,0.15,13243.0,38.29,3.61,2.14,6.33,1.46,13.06,26.4,3.59,3.61,3.59,42.0,11.0,3.0,56.0,5.0,2.0,0.0,4.0,0.0,11.0,31.0,37.0,48.0,3.0,6.0,119.0,11.0,17.0,25.0,39.0,11.0,3.0,1.37,1.44,0.81,2.0,1.0,2.0,56.0,53.0,53.0,22.0,0.48,0.25,0.25,3.85,3.85,3.83,235.76,29.39,23.92,51.66,7.93,127.95,66.16,26.44,29.39,26.44,204.0,103.0,86.0,393.0,20.0,42.0,3.0,31.0,1.0,120.0,93.0,184.0,287.0,13.0,26.0,102.0,16.0,6.0,44.0,199.0,61.0,47.0,5.3,7.57,16.52,2.0,5.0,13.0,393.0,307.0,307.0,3.0,6.26,8.91,8.82,26.83,26.83,25.59
NYI,2025,NYI,NYI,Team Level,5on4,51,0.87,0.88,0.87,14450.0,224.19,25.75,22.17,48.02,7.99,131.79,67.28,23.08,25.75,23.08,197.0,106.0,108.0,411.0,22.0,31.0,2.0,41.0,0.0,115.0,94.0,175.0,281.0,12.0,23.0,145.0,3.0,7.0,49.0,207.0,63.0,33.0,6.11,7.35,12.29,6.0,5.0,11.0,411.0,303.0,303.0,2.0,5.68,7.13,7.13,24.3,24.3,22.95,37.43,3.93,1.76,5.34,1.04,10.46,24.46,3.88,3.93,3.88,33.0,14.0,7.0,54.0,5.0,4.0,1.0,0.0,0.0,13.0,25.0,28.0,42.0,4.0,11.0,107.0,28.0,19.0,29.0,26.0,16.0,5.0,0.63,2.07,1.24,0.0,4.0,1.0,54.0,47.0,47.0,26.0,0.41,0.73,0.73,3.61,3.61,3.6
