team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2025,MIN,MIN,Team Level,other,24,0.46,0.51,0.51,2414.0,43.87,8.25,3.22,8.42,1.59,25.57,14.96,7.78,8.25,7.78,43.0,19.0,17.0,79.0,9.0,1.0,0.0,12.0,0.0,19.0,21.0,34.0,53.0,2.0,4.0,35.0,4.0,2.0,9.0,36.0,14.0,12.0,1.61,1.88,4.76,2.0,2.0,5.0,79.0,62.0,62.0,2.0,0.89,0.16,0.16,8.98,8.98,8.46,43.38,9.58,3.14,8.06,1.44,23.66,13.12,9.39,9.58,9.39,40.0,19.0,16.0,75.0,16.0,3.0,0.0,3.0,1.0,24.0,12.0,24.0,43.0,2.0,4.0,36.0,6.0,3.0,10.0,36.0,11.0,12.0,1.28,1.3,7.01,2.0,5.0,9.0,75.0,59.0,59.0,4.0,1.01,0.6,0.6,9.99,9.99,9.84
MIN,2025,MIN,MIN,Team Level,all,24,0.49,0.48,0.48,88197.0,743.15,75.9,52.47,175.47,24.75,401.39,288.02,71.16,76.18,71.44,666.0,352.0,376.0,1394.0,70.0,82.0,7.0,128.0,1.0,377.0,360.0,596.0,948.0,68.0,162.0,659.0,537.0,103.0,354.0,731.0,194.0,93.0,21.47,24.72,29.72,25.0,26.0,19.0,1402.71,1018.0,1023.37,169.0,11.72,17.78,17.78,69.84,70.06,66.75,785.79,77.92,54.16,188.18,26.26,429.17,307.31,74.56,78.16,74.77,719.0,364.0,404.0,1487.0,67.0,79.0,8.0,155.0,3.0,381.0,398.0,652.0,1016.0,88.0,205.0,723.0,466.0,104.0,385.0,796.0,208.0,79.0,22.87,26.34,28.71,23.0,17.0,27.0,1486.41,1083.0,1081.74,199.0,12.05,15.27,16.14,73.83,74.05,72.27
MIN,2025,MIN,MIN,Team Level,5on5,24,0.49,0.47,0.47,71747.0,562.87,51.66,37.35,137.07,18.63,299.21,226.08,49.32,51.94,49.6,502.0,268.0,308.0,1078.0,40.0,67.0,4.0,93.0,0.0,294.0,276.0,462.0,730.0,58.0,136.0,492.0,519.0,94.0,309.0,563.0,144.0,63.0,15.99,18.37,17.31,20.0,13.0,7.0,1086.71,770.0,775.37,159.0,7.76,13.74,13.75,45.68,45.9,44.89,632.32,54.55,41.88,157.71,21.15,344.34,252.36,51.99,54.79,52.2,574.0,298.0,343.0,1215.0,39.0,65.0,5.0,130.0,1.0,305.0,332.0,535.0,833.0,76.0,178.0,565.0,429.0,90.0,335.0,646.0,174.0,52.0,18.38,21.88,14.3,20.0,9.0,10.0,1214.41,872.0,870.74,171.0,8.7,11.57,11.57,51.68,51.91,50.73
MIN,2025,MIN,MIN,Team Level,4on5,24,0.04,0.09,0.11,5531.0,10.89,0.47,0.45,1.94,0.34,3.78,8.03,0.46,0.47,0.46,15.0,0.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,13.0,3.0,12.0,55.0,6.0,4.0,8.0,13.0,2.0,0.0,0.22,0.24,0.0,1.0,1.0,0.0,17.0,15.0,15.0,7.0,0.11,0.0,0.0,0.57,0.57,0.57,91.29,12.5,8.3,19.6,3.07,54.78,27.75,11.94,12.5,11.94,87.0,39.0,41.0,167.0,12.0,11.0,3.0,19.0,1.0,48.0,35.0,75.0,114.0,6.0,15.0,50.0,6.0,1.0,15.0,92.0,20.0,14.0,2.76,2.67,7.07,1.0,3.0,8.0,167.0,126.0,126.0,3.0,2.14,3.09,3.97,10.67,10.67,10.26
MIN,2025,MIN,MIN,Team Level,5on4,24,0.92,0.88,0.87,8505.0,125.52,15.53,11.45,28.05,4.19,72.83,38.95,13.59,15.53,13.59,106.0,65.0,49.0,220.0,19.0,14.0,3.0,23.0,1.0,62.0,52.0,87.0,152.0,5.0,10.0,77.0,8.0,3.0,28.0,119.0,34.0,18.0,3.65,4.23,7.65,2.0,10.0,7.0,220.0,171.0,171.0,1.0,2.96,3.89,3.88,14.6,14.6,12.83,18.79,1.28,0.83,2.81,0.6,6.39,14.09,1.24,1.28,1.24,18.0,8.0,4.0,30.0,0.0,0.0,0.0,3.0,0.0,4.0,19.0,18.0,26.0,4.0,8.0,72.0,25.0,10.0,25.0,22.0,3.0,1.0,0.46,0.49,0.33,0.0,0.0,0.0,30.0,26.0,26.0,21.0,0.2,0.0,0.0,1.48,1.48,1.43
NYI,2025,NYI,NYI,Team Level,other,24,0.6,0.6,0.62,3375.0,66.97,12.85,4.76,12.71,2.34,35.37,20.96,11.97,12.85,11.97,64.0,25.0,25.0,114.0,12.0,9.0,1.0,11.0,1.0,34.0,22.0,52.0,77.0,1.0,2.0,46.0,8.0,9.0,12.0,47.0,20.0,22.0,1.8,2.53,8.52,2.0,4.0,6.0,114.0,89.0,89.0,8.0,1.3,2.92,2.92,11.22,11.22,10.91,40.03,8.69,2.93,6.67,1.31,21.91,12.49,8.36,8.69,8.36,36.0,18.0,21.0,75.0,10.0,4.0,1.0,4.0,1.0,20.0,15.0,26.0,44.0,1.0,2.0,33.0,10.0,8.0,19.0,29.0,13.0,12.0,1.43,1.75,5.5,3.0,2.0,5.0,75.0,54.0,54.0,12.0,0.8,1.25,1.25,8.23,8.23,7.93
NYI,2025,NYI,NYI,Team Level,all,24,0.48,0.5,0.51,87685.0,773.84,79.44,54.51,185.79,26.54,415.89,292.84,74.97,79.49,75.05,703.0,352.0,370.0,1425.0,71.0,93.0,6.0,162.0,2.0,364.0,363.0,632.0,984.0,81.0,177.0,693.0,419.0,99.0,362.0,749.0,209.0,97.0,21.94,25.87,31.62,27.0,24.0,20.0,1423.26,1055.0,1053.04,173.0,12.29,20.86,21.11,70.61,70.62,68.63,742.41,85.52,54.91,173.03,24.4,384.9,273.24,80.28,85.83,80.6,661.0,335.0,402.0,1398.0,67.0,95.0,8.0,112.0,2.0,356.0,364.0,594.0,929.0,86.0,193.0,639.0,469.0,103.0,392.0,648.0,229.0,119.0,19.75,29.16,36.6,19.0,30.0,18.0,1407.05,996.0,1001.27,175.0,12.32,21.67,21.67,76.17,76.61,74.25
NYI,2025,NYI,NYI,Team Level,5on5,24,0.48,0.49,0.5,69854.0,554.1,51.32,35.33,141.0,18.8,295.38,216.17,49.44,51.37,49.52,494.0,264.0,287.0,1045.0,45.0,65.0,4.0,120.0,1.0,254.0,273.0,449.0,713.0,73.0,160.0,491.0,402.0,78.0,305.0,556.0,145.0,57.0,16.31,17.98,17.02,21.0,17.0,7.0,1043.26,758.0,756.04,148.0,7.33,14.18,14.43,44.22,44.23,43.58,555.19,56.19,38.02,135.41,18.17,291.3,213.91,53.84,56.5,54.16,492.0,261.0,330.0,1083.0,44.0,60.0,3.0,90.0,1.0,274.0,284.0,448.0,709.0,75.0,168.0,508.0,434.0,85.0,332.0,508.0,176.0,69.0,15.28,22.63,18.27,14.0,24.0,6.0,1092.05,753.0,758.27,144.0,7.92,12.95,13.04,51.07,51.5,50.37
NYI,2025,NYI,NYI,Team Level,4on5,24,0.11,0.14,0.17,6879.0,23.52,2.16,1.28,4.28,0.92,8.26,16.09,2.15,2.16,2.15,26.0,7.0,2.0,35.0,4.0,1.0,0.0,3.0,0.0,8.0,17.0,22.0,29.0,1.0,2.0,67.0,8.0,10.0,18.0,24.0,8.0,1.0,0.76,1.2,0.2,2.0,1.0,1.0,35.0,33.0,33.0,13.0,0.29,0.01,0.01,2.44,2.44,2.43,127.13,17.99,12.92,27.99,4.35,66.21,34.54,15.48,17.99,15.48,114.0,50.0,46.0,210.0,10.0,28.0,3.0,18.0,0.0,53.0,55.0,104.0,154.0,8.0,16.0,44.0,10.0,2.0,24.0,100.0,31.0,33.0,2.81,3.7,11.48,2.0,2.0,6.0,210.0,164.0,164.0,4.0,3.36,6.73,6.64,14.71,14.71,13.78
NYI,2025,NYI,NYI,Team Level,5on4,24,0.83,0.89,0.88,7577.0,129.25,13.1,13.13,27.8,4.48,76.88,39.61,11.42,13.1,11.42,119.0,56.0,56.0,231.0,10.0,18.0,1.0,28.0,0.0,68.0,51.0,109.0,165.0,6.0,13.0,89.0,1.0,2.0,27.0,122.0,36.0,17.0,3.08,4.16,5.87,2.0,2.0,6.0,231.0,175.0,175.0,4.0,3.38,3.75,3.75,12.73,12.73,11.71,20.06,2.65,1.06,2.96,0.56,5.48,12.29,2.61,2.65,2.61,19.0,6.0,5.0,30.0,3.0,3.0,1.0,0.0,0.0,9.0,10.0,16.0,22.0,2.0,7.0,54.0,15.0,8.0,17.0,11.0,9.0,5.0,0.23,1.07,1.35,0.0,2.0,1.0,30.0,25.0,25.0,15.0,0.25,0.73,0.73,2.17,2.17,2.16
