team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2025,MIN,MIN,Team Level,other,31,0.54,0.51,0.51,3576.0,58.27,13.44,4.18,10.42,2.09,33.25,19.63,12.39,13.44,12.39,57.0,26.0,23.0,106.0,14.0,2.0,0.0,13.0,0.0,30.0,24.0,43.0,69.0,2.0,4.0,46.0,7.0,4.0,11.0,47.0,15.0,21.0,2.06,2.07,9.31,2.0,1.0,11.0,106.0,83.0,83.0,3.0,1.2,0.24,0.24,14.4,14.4,13.29,58.78,11.45,4.23,10.71,1.88,32.19,19.54,11.18,11.45,11.18,52.0,28.0,23.0,103.0,17.0,3.0,0.0,4.0,1.0,35.0,20.0,35.0,63.0,2.0,4.0,42.0,10.0,5.0,12.0,47.0,20.0,13.0,1.68,2.41,7.36,2.0,5.0,10.0,103.0,80.0,80.0,5.0,1.31,0.6,0.6,12.16,12.16,11.92
MIN,2025,MIN,MIN,Team Level,all,31,0.51,0.48,0.49,113997.0,967.72,100.69,68.95,227.58,32.36,524.83,375.6,94.4,100.99,94.71,871.0,459.0,478.0,1808.0,87.0,106.0,8.0,171.0,1.0,495.0,470.0,784.0,1243.0,86.0,198.0,833.0,701.0,143.0,455.0,954.0,254.0,122.0,27.71,32.51,40.46,29.0,32.0,26.0,1818.67,1330.0,1337.64,209.0,15.42,22.33,22.33,93.79,94.12,89.91,1005.74,96.94,69.25,240.93,33.74,551.74,397.41,93.04,97.06,93.14,920.0,470.0,538.0,1928.0,82.0,94.0,9.0,198.0,3.0,493.0,520.0,838.0,1308.0,110.0,251.0,939.0,594.0,134.0,495.0,1024.0,273.0,93.0,29.45,34.34,33.15,28.0,21.0,33.0,1924.0,1390.0,1385.06,257.0,15.31,18.16,19.03,93.22,93.33,91.11
MIN,2025,MIN,MIN,Team Level,5on5,31,0.49,0.47,0.47,93312.0,734.82,68.26,48.95,178.39,24.29,392.36,295.74,65.41,68.56,65.72,662.0,346.0,395.0,1403.0,52.0,82.0,5.0,129.0,0.0,381.0,364.0,610.0,956.0,74.0,168.0,631.0,677.0,131.0,395.0,733.0,197.0,78.0,20.99,25.13,22.14,24.0,20.0,8.0,1413.67,1008.0,1015.64,195.0,10.17,17.01,17.02,61.41,61.74,60.5,819.45,69.83,54.28,204.09,27.54,448.51,328.74,66.86,69.95,66.95,744.0,389.0,459.0,1592.0,50.0,77.0,6.0,170.0,1.0,398.0,437.0,694.0,1083.0,96.0,218.0,750.0,544.0,115.0,434.0,847.0,222.0,64.0,24.15,27.73,17.96,24.0,12.0,14.0,1588.0,1133.0,1128.06,223.0,11.25,14.28,14.28,66.81,66.91,65.42
MIN,2025,MIN,MIN,Team Level,4on5,31,0.05,0.09,0.1,6672.0,12.45,0.67,0.56,2.08,0.38,4.25,9.06,0.66,0.67,0.66,17.0,0.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0,15.0,3.0,12.0,69.0,7.0,5.0,11.0,14.0,3.0,0.0,0.24,0.43,0.0,1.0,1.0,0.0,19.0,17.0,17.0,10.0,0.13,0.0,0.0,0.8,0.8,0.8,104.41,13.96,9.69,22.53,3.53,63.05,32.23,13.35,13.96,13.35,100.0,45.0,52.0,197.0,14.0,14.0,3.0,21.0,1.0,54.0,41.0,86.0,131.0,7.0,17.0,54.0,8.0,3.0,19.0,104.0,26.0,15.0,3.04,3.42,7.5,1.0,4.0,9.0,197.0,145.0,145.0,3.0,2.5,3.27,4.15,12.31,12.31,11.86
MIN,2025,MIN,MIN,Team Level,5on4,31,0.92,0.89,0.87,10437.0,162.18,18.33,15.26,36.68,5.6,94.97,51.17,15.94,18.33,15.94,135.0,87.0,58.0,280.0,19.0,22.0,3.0,29.0,1.0,82.0,69.0,116.0,203.0,7.0,14.0,87.0,10.0,3.0,38.0,160.0,39.0,23.0,4.42,4.89,9.01,2.0,10.0,7.0,280.0,222.0,222.0,1.0,3.93,5.08,5.07,17.18,17.18,15.32,23.1,1.7,1.04,3.59,0.78,7.99,16.9,1.66,1.7,1.66,24.0,8.0,4.0,36.0,1.0,0.0,0.0,3.0,0.0,6.0,22.0,23.0,31.0,5.0,12.0,93.0,32.0,11.0,30.0,26.0,5.0,1.0,0.58,0.79,0.33,1.0,0.0,0.0,36.0,32.0,32.0,26.0,0.25,0.0,0.0,1.95,1.95,1.9
NYR,2025,NYR,NYR,Team Level,other,32,0.35,0.48,0.46,3359.0,48.39,10.47,3.39,8.33,1.75,30.21,17.85,9.62,10.47,9.62,41.0,31.0,31.0,103.0,12.0,3.0,2.0,10.0,0.0,30.0,17.0,29.0,60.0,1.0,2.0,45.0,5.0,5.0,11.0,40.0,15.0,17.0,1.55,1.82,7.09,1.0,4.0,7.0,103.0,72.0,72.0,7.0,0.91,0.77,0.77,10.61,10.61,9.71,60.81,19.27,4.31,9.57,2.24,32.02,18.59,17.09,19.27,17.09,48.0,38.0,27.0,113.0,15.0,8.0,1.0,1.0,0.0,36.0,26.0,33.0,71.0,1.0,2.0,38.0,8.0,2.0,11.0,37.0,23.0,26.0,1.35,2.89,15.03,1.0,2.0,12.0,113.0,86.0,86.0,3.0,1.22,2.8,2.14,18.36,18.36,17.55
NYR,2025,NYR,NYR,Team Level,all,32,0.47,0.49,0.49,116514.0,969.02,98.39,67.66,231.87,32.66,530.78,374.64,94.24,99.58,95.37,840.0,496.0,548.0,1884.0,82.0,88.0,10.0,177.0,1.0,510.0,478.0,758.0,1254.0,102.0,222.0,951.0,849.0,143.0,463.0,937.0,289.0,110.0,25.7,35.55,37.14,26.0,31.0,25.0,1895.0,1336.0,1345.81,228.0,14.98,19.39,19.42,93.94,94.97,92.15,1016.23,109.36,68.51,243.69,33.82,546.36,389.25,102.14,109.49,102.24,920.0,471.0,538.0,1929.0,84.0,113.0,14.0,169.0,3.0,482.0,540.0,836.0,1307.0,81.0,184.0,809.0,622.0,134.0,509.0,1003.0,271.0,117.0,29.37,34.1,45.89,29.0,26.0,29.0,1932.63,1391.0,1393.25,255.0,15.23,25.92,25.92,98.66,98.73,95.6
NYR,2025,NYR,NYR,Team Level,5on5,32,0.51,0.5,0.49,97218.0,759.53,69.36,49.88,191.16,25.69,411.63,298.27,67.05,70.55,68.17,649.0,397.0,454.0,1500.0,55.0,75.0,7.0,150.0,1.0,393.0,372.0,594.0,991.0,98.0,214.0,761.0,803.0,117.0,400.0,745.0,233.0,68.0,20.57,28.91,19.87,24.0,24.0,7.0,1511.01,1046.0,1055.81,196.0,10.37,16.41,16.45,63.29,64.32,63.3,787.56,66.64,49.96,199.62,26.19,424.71,313.87,64.09,66.78,64.19,710.0,371.0,447.0,1528.0,49.0,81.0,7.0,143.0,3.0,363.0,442.0,661.0,1032.0,76.0,172.0,629.0,595.0,123.0,439.0,824.0,192.0,65.0,23.84,24.29,18.51,23.0,19.0,7.0,1531.63,1081.0,1083.25,230.0,10.34,16.32,16.65,60.33,60.4,59.45
NYR,2025,NYR,NYR,Team Level,4on5,32,0.1,0.11,0.13,8416.0,24.07,2.49,1.38,3.42,0.69,7.45,15.57,2.4,2.49,2.4,26.0,5.0,2.0,33.0,2.0,0.0,0.0,1.0,0.0,4.0,24.0,24.0,29.0,3.0,6.0,65.0,35.0,9.0,25.0,18.0,9.0,4.0,0.43,1.08,0.98,1.0,1.0,0.0,33.0,31.0,31.0,18.0,0.31,0.0,0.0,2.8,2.8,2.7,148.5,21.27,13.21,32.01,4.8,83.91,43.8,18.8,21.27,18.8,143.0,56.0,62.0,261.0,17.0,23.0,6.0,24.0,0.0,82.0,53.0,126.0,182.0,1.0,2.0,89.0,7.0,2.0,35.0,127.0,47.0,25.0,3.55,5.78,11.93,3.0,4.0,10.0,261.0,199.0,199.0,5.0,3.44,6.72,7.05,17.65,17.65,16.27
NYR,2025,NYR,NYR,Team Level,5on4,32,0.88,0.9,0.88,7521.0,137.03,16.07,13.01,28.96,4.53,81.48,42.95,15.18,16.07,15.18,124.0,63.0,61.0,248.0,13.0,10.0,1.0,16.0,0.0,83.0,65.0,111.0,174.0,0.0,0.0,80.0,6.0,12.0,27.0,134.0,32.0,21.0,3.15,3.73,9.19,0.0,2.0,11.0,248.0,187.0,187.0,7.0,3.39,2.21,2.21,17.24,17.24,16.44,19.36,2.18,1.02,2.49,0.59,5.72,12.99,2.16,2.18,2.16,19.0,6.0,2.0,27.0,3.0,1.0,0.0,1.0,0.0,1.0,19.0,16.0,22.0,3.0,8.0,53.0,12.0,7.0,24.0,15.0,9.0,1.0,0.63,1.13,0.42,2.0,1.0,0.0,27.0,25.0,25.0,17.0,0.23,0.08,0.08,2.33,2.33,2.33
CHI,2025,CHI,CHI,Team Level,other,30,0.54,0.49,0.53,3307.0,46.36,10.33,3.36,8.15,1.6,23.29,16.26,9.67,10.33,9.67,43.0,20.0,14.0,77.0,8.0,1.0,0.0,2.0,0.0,29.0,23.0,35.0,55.0,2.0,4.0,40.0,5.0,3.0,10.0,24.0,26.0,13.0,0.77,3.04,6.52,0.0,2.0,6.0,77.0,63.0,63.0,3.0,0.96,0.32,0.32,10.97,10.97,10.28,42.31,8.67,2.96,7.75,1.43,21.31,14.87,8.49,8.67,8.49,36.0,21.0,23.0,80.0,9.0,3.0,1.0,3.0,0.0,16.0,26.0,27.0,48.0,2.0,4.0,49.0,17.0,4.0,7.0,29.0,15.0,13.0,1.07,1.86,5.74,3.0,1.0,5.0,80.0,57.0,57.0,0.0,0.87,1.06,1.06,8.48,8.48,8.37
