team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2025,NYR,NYR,Team Level,other,39,0.36,0.48,0.47,3902.0,61.04,12.73,4.31,10.61,2.21,38.03,22.12,11.58,12.73,11.58,53.0,37.0,35.0,125.0,15.0,4.0,2.0,11.0,0.0,37.0,23.0,38.0,75.0,3.0,6.0,54.0,6.0,5.0,14.0,48.0,22.0,20.0,1.82,2.53,8.38,2.0,5.0,8.0,125.0,90.0,90.0,10.0,1.17,1.1,1.1,12.8,12.8,11.68,73.13,22.22,5.18,11.6,2.6,38.52,22.88,19.89,22.22,19.89,59.0,44.0,32.0,135.0,18.0,8.0,1.0,3.0,0.0,42.0,32.0,41.0,85.0,2.0,4.0,46.0,9.0,2.0,13.0,47.0,25.0,31.0,1.65,3.11,17.46,1.0,2.0,15.0,135.0,103.0,103.0,4.0,1.48,2.8,2.14,21.56,21.56,20.6
NYR,2025,NYR,NYR,Team Level,all,39,0.47,0.5,0.49,142331.0,1185.12,119.97,82.26,283.13,40.08,650.49,458.06,114.92,120.92,115.81,1015.0,619.0,673.0,2307.0,102.0,108.0,16.0,215.0,1.0,611.0,597.0,913.0,1532.0,125.0,271.0,1146.0,1009.0,174.0,573.0,1144.0,355.0,135.0,31.44,43.28,45.25,34.0,36.0,32.0,2308.93,1634.0,1637.76,285.0,18.24,23.43,23.51,114.7,115.46,112.17,1227.8,132.7,82.57,292.53,40.89,656.51,472.8,124.04,133.2,124.48,1103.0,575.0,639.0,2317.0,105.0,140.0,17.0,194.0,3.0,583.0,653.0,998.0,1573.0,106.0,237.0,968.0,751.0,166.0,597.0,1207.0,322.0,149.0,35.22,40.63,56.85,36.0,29.0,40.0,2329.15,1678.0,1687.02,306.0,18.36,31.81,32.18,118.89,119.21,115.54
NYR,2025,NYR,NYR,Team Level,5on5,39,0.51,0.5,0.49,118447.0,918.72,82.69,59.79,230.95,31.1,498.2,363.27,80.1,83.64,80.99,777.0,489.0,559.0,1825.0,68.0,88.0,12.0,180.0,1.0,463.0,466.0,709.0,1198.0,119.0,259.0,903.0,958.0,146.0,495.0,905.0,280.0,81.0,24.86,34.59,23.23,31.0,27.0,10.0,1826.93,1266.0,1269.76,248.0,12.43,18.48,18.56,76.55,77.31,76.17,946.91,80.13,59.86,238.88,31.55,509.55,379.03,77.05,80.63,77.49,847.0,452.0,535.0,1834.0,61.0,100.0,8.0,159.0,3.0,445.0,531.0,786.0,1238.0,98.0,219.0,752.0,720.0,152.0,518.0,988.0,232.0,79.0,28.57,29.16,22.4,30.0,22.0,9.0,1846.15,1299.0,1308.02,276.0,12.38,20.27,20.59,71.92,72.24,71.06
NYR,2025,NYR,NYR,Team Level,4on5,39,0.09,0.11,0.13,10323.0,26.51,2.56,1.44,3.8,0.77,8.18,17.24,2.47,2.56,2.47,27.0,7.0,3.0,37.0,2.0,0.0,0.0,1.0,0.0,5.0,26.0,25.0,32.0,3.0,6.0,83.0,39.0,10.0,27.0,21.0,9.0,4.0,0.5,1.08,0.98,1.0,1.0,0.0,37.0,34.0,34.0,19.0,0.33,0.0,0.0,2.89,2.89,2.78,178.06,26.36,15.86,37.92,5.8,99.74,52.33,23.49,26.36,23.49,167.0,71.0,69.0,307.0,21.0,27.0,7.0,29.0,0.0,95.0,66.0,146.0,217.0,3.0,6.0,104.0,7.0,3.0,39.0,151.0,53.0,34.0,4.22,6.74,15.39,3.0,4.0,14.0,307.0,238.0,238.0,6.0,4.13,7.76,8.46,22.03,22.03,20.52
NYR,2025,NYR,NYR,Team Level,5on4,39,0.85,0.89,0.87,9659.0,178.86,21.99,16.72,37.76,6.01,106.08,55.43,20.77,21.99,20.77,158.0,86.0,76.0,320.0,17.0,16.0,2.0,23.0,0.0,106.0,82.0,141.0,227.0,0.0,0.0,106.0,6.0,13.0,37.0,170.0,44.0,30.0,4.26,5.08,12.65,0.0,3.0,14.0,320.0,244.0,244.0,8.0,4.32,3.85,3.85,22.47,22.47,21.55,29.7,4.0,1.67,4.13,0.95,8.71,18.55,3.62,4.0,3.62,30.0,8.0,3.0,41.0,5.0,5.0,1.0,3.0,0.0,1.0,24.0,25.0,33.0,3.0,8.0,66.0,15.0,9.0,27.0,21.0,12.0,5.0,0.77,1.62,1.6,2.0,1.0,2.0,41.0,38.0,38.0,20.0,0.37,0.99,0.99,3.38,3.38,3.36
NYI,2025,NYI,NYI,Team Level,other,37,0.5,0.52,0.53,5873.0,95.11,20.65,6.54,17.48,3.29,48.11,31.93,19.52,20.65,19.52,91.0,37.0,41.0,169.0,18.0,12.0,1.0,15.0,1.0,42.0,40.0,73.0,110.0,2.0,4.0,83.0,14.0,14.0,22.0,64.0,29.0,35.0,2.61,3.52,14.53,3.0,6.0,9.0,169.0,128.0,128.0,12.0,1.79,3.76,3.76,18.67,18.67,18.26,82.65,20.32,6.25,13.98,2.88,43.86,24.7,19.25,20.32,19.25,75.0,37.0,44.0,156.0,19.0,10.0,2.0,12.0,1.0,43.0,27.0,56.0,93.0,3.0,6.0,61.0,15.0,12.0,28.0,54.0,27.0,31.0,2.15,3.56,14.62,4.0,3.0,12.0,156.0,112.0,112.0,16.0,1.83,3.79,3.79,18.36,18.36,17.74
NYI,2025,NYI,NYI,Team Level,all,37,0.47,0.49,0.5,135685.0,1174.57,123.23,81.39,282.04,40.41,631.62,448.31,116.59,122.57,115.97,1055.0,552.0,562.0,2169.0,104.0,139.0,12.0,233.0,2.0,561.0,568.0,951.0,1503.0,115.0,245.0,1058.0,692.0,159.0,559.0,1131.0,326.0,150.0,33.89,39.75,49.6,41.0,33.0,30.0,2159.36,1607.0,1597.83,276.0,18.19,31.44,31.69,109.73,109.09,106.28,1186.26,136.77,85.95,279.91,39.2,615.28,437.89,128.63,137.89,129.71,1049.0,546.0,627.0,2222.0,100.0,154.0,10.0,196.0,3.0,569.0,573.0,949.0,1495.0,124.0,273.0,1000.0,702.0,164.0,569.0,1055.0,351.0,189.0,31.49,45.03,60.24,28.0,40.0,32.0,2238.87,1595.0,1607.25,249.0,19.46,34.83,34.83,121.39,122.31,118.85
NYI,2025,NYI,NYI,Team Level,5on5,37,0.47,0.48,0.49,109446.0,869.14,78.75,55.24,220.53,29.46,466.85,342.16,76.02,78.09,75.4,770.0,423.0,438.0,1631.0,65.0,100.0,9.0,179.0,1.0,418.0,430.0,705.0,1128.0,102.0,218.0,769.0,667.0,125.0,476.0,882.0,226.0,85.0,25.66,27.83,25.26,32.0,22.0,11.0,1621.36,1193.0,1183.83,242.0,11.44,21.33,21.58,68.61,67.98,66.95,902.44,89.61,60.41,223.81,29.73,472.94,348.5,85.59,90.74,86.67,796.0,429.0,513.0,1738.0,61.0,105.0,4.0,162.0,2.0,439.0,456.0,735.0,1164.0,108.0,238.0,796.0,654.0,136.0,490.0,842.0,276.0,107.0,25.18,35.69,28.74,22.0,31.0,8.0,1754.87,1225.0,1237.25,209.0,12.6,22.5,22.59,79.62,80.54,78.84
NYI,2025,NYI,NYI,Team Level,4on5,37,0.1,0.13,0.15,9539.0,28.28,2.54,1.62,4.91,1.09,10.14,19.7,2.53,2.54,2.53,31.0,9.0,2.0,42.0,4.0,1.0,0.0,3.0,0.0,9.0,23.0,27.0,36.0,2.0,4.0,86.0,9.0,14.0,22.0,30.0,9.0,1.0,1.04,1.3,0.2,2.0,1.0,1.0,42.0,40.0,40.0,17.0,0.37,0.01,0.01,2.9,2.9,2.88,174.18,23.44,17.92,38.37,5.87,90.93,47.48,20.45,23.44,20.45,152.0,72.0,64.0,288.0,16.0,36.0,3.0,22.0,0.0,77.0,73.0,136.0,208.0,10.0,20.0,69.0,12.0,4.0,29.0,142.0,38.0,44.0,3.74,4.58,15.12,2.0,4.0,10.0,288.0,224.0,224.0,5.0,4.71,7.8,7.71,20.43,20.43,19.29
NYI,2025,NYI,NYI,Team Level,5on4,37,0.86,0.89,0.88,10827.0,182.05,21.28,18.0,39.13,6.57,106.5,54.52,18.53,21.28,18.53,163.0,83.0,81.0,327.0,17.0,26.0,2.0,36.0,0.0,92.0,75.0,146.0,229.0,9.0,19.0,120.0,2.0,6.0,39.0,155.0,62.0,29.0,4.57,7.1,9.61,4.0,4.0,9.0,327.0,246.0,246.0,5.0,4.6,6.34,6.34,19.54,19.54,18.19,26.99,3.39,1.37,3.75,0.73,7.56,17.2,3.35,3.39,3.35,26.0,8.0,6.0,40.0,4.0,3.0,1.0,0.0,0.0,10.0,17.0,22.0,30.0,3.0,9.0,74.0,21.0,12.0,22.0,17.0,10.0,7.0,0.42,1.2,1.77,0.0,2.0,2.0,40.0,34.0,34.0,19.0,0.32,0.73,0.73,2.98,2.98,2.97
