team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2025,NYR,NYR,Team Level,other,44,0.37,0.47,0.46,4611.0,72.61,14.64,5.23,13.07,2.68,44.77,25.61,13.48,14.64,13.48,63.0,43.0,41.0,147.0,17.0,5.0,2.0,13.0,0.0,43.0,28.0,46.0,89.0,4.0,8.0,60.0,6.0,5.0,17.0,60.0,23.0,23.0,2.25,2.78,9.62,2.0,7.0,8.0,147.0,106.0,106.0,11.0,1.43,1.4,1.4,14.68,14.68,13.57,89.29,24.83,6.47,14.66,3.23,48.08,27.73,22.85,24.83,22.85,75.0,50.0,38.0,163.0,23.0,9.0,1.0,3.0,0.0,52.0,38.0,52.0,102.0,2.0,4.0,54.0,9.0,3.0,15.0,60.0,32.0,33.0,2.24,4.02,18.57,3.0,3.0,17.0,163.0,125.0,125.0,4.0,1.84,2.7,2.04,24.63,24.63,23.64
NYR,2025,NYR,NYR,Team Level,all,44,0.46,0.49,0.49,160684.0,1324.86,123.33,93.1,318.74,45.26,727.08,512.48,118.3,124.48,119.39,1131.0,689.0,753.0,2573.0,114.0,124.0,17.0,237.0,2.0,679.0,664.0,1017.0,1706.0,147.0,318.0,1298.0,1135.0,195.0,639.0,1335.0,355.0,130.0,37.16,42.03,44.16,37.0,43.0,34.0,2579.41,1820.0,1826.18,319.0,20.74,25.56,25.64,118.44,119.34,116.13,1407.32,142.14,96.16,336.93,47.35,759.01,542.4,134.17,142.32,134.3,1255.0,669.0,753.0,2677.0,120.0,155.0,19.0,228.0,3.0,682.0,736.0,1135.0,1804.0,123.0,272.0,1117.0,867.0,197.0,672.0,1439.0,334.0,151.0,43.95,41.39,56.8,39.0,37.0,44.0,2681.0,1924.0,1928.45,338.0,21.39,32.7,33.06,130.48,130.47,126.79
NYR,2025,NYR,NYR,Team Level,5on5,44,0.49,0.49,0.49,133177.0,1022.71,82.97,67.39,259.65,34.98,555.11,404.91,80.45,84.12,81.54,867.0,538.0,625.0,2030.0,73.0,101.0,13.0,197.0,2.0,513.0,519.0,794.0,1332.0,139.0,302.0,1016.0,1078.0,161.0,552.0,1060.0,271.0,74.0,29.86,31.81,21.3,34.0,31.0,8.0,2036.41,1405.0,1411.18,277.0,14.02,19.93,20.01,76.97,77.88,76.82,1087.13,86.39,69.9,274.74,36.51,588.04,435.41,83.43,86.56,83.55,965.0,526.0,620.0,2111.0,69.0,114.0,10.0,186.0,3.0,523.0,596.0,896.0,1422.0,113.0,252.0,856.0,835.0,180.0,585.0,1180.0,229.0,82.0,35.35,28.53,22.5,31.0,28.0,10.0,2115.0,1491.0,1495.45,307.0,14.49,21.85,22.17,78.7,78.69,77.57
NYR,2025,NYR,NYR,Team Level,4on5,44,0.11,0.11,0.13,12261.0,32.72,3.24,1.74,4.6,0.97,9.66,20.79,3.09,3.24,3.09,32.0,9.0,3.0,44.0,2.0,1.0,0.0,2.0,0.0,6.0,30.0,30.0,39.0,4.0,8.0,102.0,44.0,15.0,32.0,24.0,13.0,4.0,0.53,1.66,1.06,1.0,1.0,0.0,44.0,41.0,41.0,23.0,0.4,0.25,0.25,3.38,3.38,3.28,198.6,27.04,17.92,42.91,6.53,112.95,58.65,24.36,27.04,24.36,181.0,85.0,92.0,358.0,23.0,27.0,7.0,34.0,0.0,106.0,76.0,158.0,243.0,5.0,8.0,129.0,8.0,4.0,44.0,172.0,63.0,31.0,5.31,7.51,14.21,3.0,5.0,15.0,358.0,266.0,266.0,6.0,4.64,7.16,7.86,23.82,23.82,22.28
NYR,2025,NYR,NYR,Team Level,5on4,44,0.85,0.89,0.86,10635.0,196.82,22.48,18.75,41.41,6.64,117.55,61.18,21.28,22.48,21.28,169.0,99.0,84.0,352.0,22.0,17.0,2.0,25.0,0.0,117.0,87.0,147.0,246.0,0.0,0.0,120.0,7.0,14.0,38.0,191.0,48.0,29.0,4.52,5.79,12.18,0.0,4.0,18.0,352.0,268.0,268.0,8.0,4.91,3.98,3.98,23.4,23.4,22.46,32.3,3.9,1.87,4.62,1.08,9.93,20.61,3.53,3.9,3.53,34.0,8.0,3.0,45.0,5.0,5.0,1.0,5.0,0.0,1.0,26.0,29.0,37.0,3.0,8.0,78.0,15.0,10.0,28.0,27.0,10.0,5.0,1.05,1.33,1.52,2.0,1.0,2.0,45.0,42.0,42.0,21.0,0.42,0.99,0.99,3.33,3.33,3.3
LAK,2025,LAK,LAK,Team Level,other,41,0.59,0.53,0.5,5628.0,88.27,23.15,6.84,14.59,3.01,47.5,24.9,20.46,23.15,20.46,71.0,49.0,54.0,174.0,18.0,7.0,3.0,8.0,2.0,55.0,30.0,53.0,102.0,3.0,6.0,75.0,20.0,10.0,29.0,57.0,28.0,35.0,2.4,3.38,17.38,3.0,2.0,13.0,174.0,120.0,120.0,8.0,1.99,2.66,2.66,22.48,22.48,19.93,87.34,15.76,6.44,17.47,3.07,50.17,29.1,14.06,15.76,14.06,81.0,41.0,30.0,152.0,14.0,1.0,0.0,21.0,0.0,51.0,35.0,67.0,108.0,6.0,12.0,87.0,11.0,10.0,18.0,61.0,45.0,16.0,2.53,5.4,7.83,2.0,5.0,7.0,152.0,122.0,122.0,1.0,1.87,0.43,0.43,17.2,17.2,15.29
LAK,2025,LAK,LAK,Team Level,all,41,0.51,0.52,0.51,150519.0,1305.45,124.73,90.92,317.31,43.93,702.88,508.23,117.37,124.73,117.38,1162.0,626.0,748.0,2536.0,109.0,123.0,9.0,243.0,4.0,664.0,645.0,1053.0,1679.0,150.0,326.0,1167.0,718.0,185.0,690.0,1338.0,318.0,132.0,37.87,38.32,48.54,36.0,43.0,30.0,2528.94,1788.0,1782.81,300.0,20.55,25.05,25.05,120.22,120.25,115.69,1244.88,120.3,85.38,298.62,42.28,658.87,485.56,112.44,120.62,112.75,1111.0,580.0,628.0,2319.0,108.0,131.0,9.0,240.0,0.0,588.0,624.0,1003.0,1583.0,137.0,303.0,1193.0,818.0,194.0,600.0,1217.0,363.0,111.0,35.41,44.11,40.79,37.0,40.0,31.0,2323.19,1691.0,1699.52,253.0,19.36,25.63,25.63,114.03,114.44,109.76
LAK,2025,LAK,LAK,Team Level,5on5,41,0.51,0.52,0.52,120805.0,1012.68,77.35,65.85,259.18,33.9,545.52,407.2,75.04,77.35,75.05,892.0,497.0,619.0,2008.0,69.0,86.0,5.0,201.0,2.0,521.0,510.0,823.0,1320.0,131.0,286.0,874.0,664.0,146.0,590.0,1086.0,240.0,63.0,30.53,29.02,17.81,28.0,34.0,7.0,2000.94,1389.0,1383.81,269.0,13.7,17.23,17.23,73.82,73.85,72.82,938.21,74.06,60.87,235.88,31.53,499.96,378.7,71.88,74.38,72.2,826.0,455.0,543.0,1824.0,63.0,97.0,6.0,177.0,0.0,453.0,491.0,763.0,1218.0,121.0,267.0,890.0,773.0,149.0,509.0,975.0,247.0,59.0,27.91,30.43,15.72,28.0,26.0,9.0,1828.19,1281.0,1289.52,224.0,12.66,18.19,18.23,68.49,68.89,68.04
LAK,2025,LAK,LAK,Team Level,4on5,41,0.12,0.16,0.17,12629.0,35.32,3.84,2.1,5.18,1.19,12.45,24.25,3.71,3.84,3.71,41.0,8.0,4.0,53.0,6.0,3.0,1.0,6.0,0.0,5.0,29.0,35.0,43.0,5.0,12.0,104.0,25.0,18.0,20.0,33.0,9.0,7.0,0.99,1.11,1.75,2.0,2.0,2.0,53.0,49.0,49.0,18.0,0.48,0.78,0.78,3.55,3.55,3.48,181.33,27.03,16.36,39.58,6.5,96.8,50.74,23.07,27.03,23.07,169.0,68.0,51.0,288.0,27.0,28.0,2.0,36.0,0.0,78.0,68.0,142.0,210.0,5.0,12.0,129.0,12.0,11.0,44.0,145.0,58.0,34.0,3.73,6.7,16.59,5.0,7.0,15.0,288.0,237.0,237.0,5.0,4.45,6.62,6.58,24.88,24.88,22.98
LAK,2025,LAK,LAK,Team Level,5on4,41,0.85,0.85,0.82,11457.0,169.18,20.38,16.14,38.36,5.82,97.42,51.88,18.15,20.38,18.15,158.0,72.0,71.0,301.0,16.0,27.0,0.0,28.0,0.0,83.0,76.0,142.0,214.0,11.0,22.0,114.0,9.0,11.0,51.0,162.0,41.0,27.0,3.95,4.82,11.61,3.0,5.0,8.0,301.0,230.0,230.0,5.0,4.38,4.39,4.39,20.37,20.37,19.46,38.0,3.47,1.71,5.69,1.18,11.94,27.03,3.42,3.47,3.42,35.0,16.0,4.0,55.0,4.0,5.0,1.0,6.0,0.0,6.0,30.0,31.0,47.0,5.0,12.0,87.0,22.0,24.0,29.0,36.0,13.0,2.0,1.24,1.58,0.66,2.0,2.0,0.0,55.0,51.0,51.0,23.0,0.39,0.4,0.4,3.46,3.46,3.45
