team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2025,NYI,NYI,Team Level,other,52,0.52,0.54,0.55,8877.0,141.14,28.25,9.94,26.54,4.92,72.58,48.77,26.2,28.25,26.2,129.0,62.0,59.0,250.0,23.0,19.0,1.0,19.0,1.0,64.0,65.0,106.0,168.0,4.0,8.0,113.0,17.0,19.0,29.0,105.0,45.0,41.0,4.18,5.63,18.44,6.0,7.0,10.0,250.0,191.0,191.0,14.0,2.78,5.31,5.31,25.73,25.73,24.68,114.49,26.08,8.62,19.79,4.06,62.33,36.12,24.36,26.08,24.36,97.0,60.0,53.0,210.0,25.0,12.0,3.0,15.0,2.0,61.0,42.0,72.0,132.0,6.0,12.0,85.0,22.0,17.0,33.0,80.0,41.0,36.0,3.0,5.21,17.87,6.0,6.0,13.0,210.0,157.0,157.0,17.0,2.48,3.99,3.99,24.58,24.58,23.2
NYI,2025,NYI,NYI,Team Level,all,52,0.47,0.49,0.49,190630.0,1611.81,157.21,112.74,390.94,55.87,868.52,619.73,149.27,157.11,149.19,1440.0,765.0,778.0,2983.0,146.0,187.0,16.0,315.0,2.0,781.0,774.0,1294.0,2059.0,162.0,342.0,1475.0,950.0,236.0,769.0,1627.0,411.0,167.0,48.7,50.8,57.71,64.0,45.0,37.0,2981.34,2205.0,2200.43,382.0,25.26,38.77,39.05,143.42,143.25,139.51,1676.56,174.25,121.8,397.04,56.22,882.89,629.8,164.23,174.71,164.69,1457.0,805.0,861.0,3123.0,141.0,210.0,13.0,270.0,6.0,829.0,806.0,1316.0,2121.0,175.0,375.0,1380.0,981.0,233.0,805.0,1585.0,466.0,211.0,48.37,57.84,68.04,48.0,57.0,36.0,3130.6,2262.0,2269.14,357.0,27.44,42.48,42.48,159.22,159.55,154.45
NYI,2025,NYI,NYI,Team Level,5on5,52,0.47,0.48,0.49,153470.0,1203.53,98.96,78.05,309.17,41.35,648.82,475.66,95.76,98.87,95.68,1066.0,586.0,605.0,2257.0,94.0,134.0,13.0,251.0,1.0,588.0,584.0,972.0,1558.0,142.0,303.0,1091.0,919.0,191.0,664.0,1272.0,291.0,89.0,36.99,36.18,25.79,50.0,31.0,13.0,2255.34,1652.0,1647.43,343.0,16.2,26.06,26.35,88.81,88.64,87.33,1280.24,113.53,86.76,318.6,42.93,677.67,500.5,108.36,114.0,108.82,1115.0,625.0,713.0,2453.0,91.0,151.0,6.0,221.0,3.0,633.0,641.0,1024.0,1649.0,150.0,322.0,1080.0,913.0,191.0,696.0,1275.0,345.0,120.0,39.17,42.66,31.69,40.0,42.0,9.0,2460.6,1740.0,1747.14,309.0,18.09,28.58,28.66,102.96,103.31,100.95
NYI,2025,NYI,NYI,Team Level,4on5,52,0.11,0.12,0.15,13516.0,39.17,3.81,2.22,6.41,1.48,13.29,26.8,3.79,3.81,3.79,43.0,11.0,3.0,57.0,6.0,2.0,0.0,4.0,0.0,11.0,31.0,37.0,48.0,4.0,8.0,125.0,11.0,19.0,27.0,39.0,12.0,3.0,1.37,1.63,0.81,2.0,2.0,2.0,57.0,54.0,54.0,23.0,0.5,0.25,0.25,4.06,4.06,4.04,244.4,30.7,24.67,53.3,8.2,132.42,68.72,27.62,30.7,27.62,212.0,106.0,88.0,406.0,20.0,43.0,3.0,34.0,1.0,122.0,98.0,192.0,298.0,14.0,28.0,105.0,17.0,6.0,45.0,204.0,64.0,50.0,5.57,7.9,17.23,2.0,5.0,13.0,406.0,318.0,318.0,4.0,6.46,9.18,9.1,28.05,28.05,26.7
NYI,2025,NYI,NYI,Team Level,5on4,52,0.87,0.89,0.87,14767.0,227.97,26.19,22.53,48.82,8.12,133.83,68.51,23.53,26.19,23.53,202.0,106.0,111.0,419.0,23.0,32.0,2.0,41.0,0.0,118.0,94.0,179.0,285.0,12.0,23.0,146.0,3.0,7.0,49.0,211.0,63.0,34.0,6.16,7.35,12.68,6.0,5.0,12.0,419.0,308.0,308.0,2.0,5.78,7.15,7.15,24.82,24.82,23.47,37.43,3.93,1.76,5.34,1.04,10.46,24.46,3.88,3.93,3.88,33.0,14.0,7.0,54.0,5.0,4.0,1.0,0.0,0.0,13.0,25.0,28.0,42.0,5.0,13.0,110.0,29.0,19.0,31.0,26.0,16.0,5.0,0.63,2.07,1.24,0.0,4.0,1.0,54.0,47.0,47.0,27.0,0.41,0.73,0.73,3.61,3.61,3.6
NYR,2025,NYR,NYR,Team Level,other,53,0.38,0.53,0.51,5731.0,103.48,18.41,8.61,19.93,3.92,62.6,32.58,16.87,18.41,16.87,87.0,60.0,58.0,205.0,19.0,10.0,2.0,19.0,0.0,64.0,35.0,68.0,128.0,4.0,8.0,78.0,6.0,6.0,23.0,86.0,32.0,29.0,3.11,3.85,11.45,4.0,7.0,8.0,205.0,147.0,147.0,12.0,2.64,1.84,1.84,19.15,19.15,17.59,101.71,30.1,7.12,16.57,3.64,53.55,32.01,27.77,30.1,27.77,87.0,56.0,41.0,184.0,28.0,9.0,1.0,4.0,0.0,57.0,45.0,59.0,115.0,2.0,4.0,60.0,10.0,4.0,18.0,67.0,35.0,41.0,2.53,4.37,23.2,3.0,3.0,22.0,184.0,143.0,143.0,7.0,2.02,2.7,2.04,30.08,30.08,28.73
NYR,2025,NYR,NYR,Team Level,all,53,0.47,0.49,0.49,193317.0,1606.62,151.22,114.08,387.77,55.48,881.51,616.0,144.61,152.24,145.58,1379.0,828.0,898.0,3105.0,141.0,163.0,18.0,286.0,4.0,843.0,770.0,1238.0,2066.0,176.0,382.0,1594.0,1385.0,235.0,785.0,1621.0,426.0,160.0,45.85,50.9,54.48,52.0,49.0,40.0,3100.57,2207.0,2208.56,382.0,25.87,31.43,31.51,145.51,146.3,141.78,1692.09,173.56,116.75,404.05,56.92,910.59,652.13,163.95,174.04,164.37,1506.0,808.0,882.0,3196.0,165.0,187.0,26.0,257.0,3.0,817.0,885.0,1341.0,2149.0,150.0,332.0,1326.0,1047.0,246.0,810.0,1717.0,413.0,184.0,52.73,51.21,69.61,58.0,48.0,59.0,3215.64,2314.0,2326.69,409.0,25.95,40.0,40.37,159.15,159.45,154.73
NYR,2025,NYR,NYR,Team Level,5on5,53,0.49,0.49,0.48,160260.0,1231.14,99.83,81.35,313.24,42.54,669.2,487.83,96.75,100.85,97.72,1057.0,637.0,745.0,2439.0,93.0,129.0,14.0,233.0,4.0,635.0,600.0,964.0,1601.0,166.0,359.0,1242.0,1323.0,194.0,675.0,1283.0,324.0,87.0,36.41,38.49,24.93,47.0,36.0,10.0,2434.57,1694.0,1695.56,339.0,16.93,24.91,24.98,91.77,92.55,91.31,1311.86,105.45,85.18,329.62,44.07,710.92,525.77,101.88,105.92,102.3,1162.0,639.0,739.0,2540.0,102.0,134.0,14.0,211.0,3.0,634.0,717.0,1060.0,1699.0,135.0,299.0,1035.0,1009.0,222.0,707.0,1412.0,294.0,95.0,42.77,36.58,26.09,48.0,38.0,16.0,2559.64,1801.0,1813.69,368.0,17.66,25.65,25.97,97.14,97.43,95.98
NYR,2025,NYR,NYR,Team Level,4on5,53,0.1,0.11,0.13,14759.0,36.02,3.53,1.92,5.2,1.1,10.96,23.29,3.38,3.53,3.38,37.0,9.0,5.0,51.0,2.0,1.0,0.0,2.0,0.0,9.0,32.0,35.0,44.0,6.0,15.0,131.0,47.0,18.0,39.0,27.0,15.0,4.0,0.64,1.84,1.06,1.0,1.0,0.0,51.0,46.0,46.0,27.0,0.44,0.25,0.25,3.72,3.72,3.61,240.45,33.23,22.28,52.39,7.98,134.69,70.43,29.88,33.23,29.88,218.0,103.0,99.0,420.0,28.0,38.0,10.0,37.0,0.0,125.0,93.0,190.0,293.0,7.0,15.0,141.0,12.0,6.0,51.0,208.0,72.0,41.0,6.29,8.61,18.33,4.0,5.0,19.0,420.0,321.0,321.0,4.0,5.78,10.43,11.13,27.89,27.89,26.0
NYR,2025,NYR,NYR,Team Level,5on4,53,0.86,0.89,0.87,12567.0,235.99,29.44,22.19,49.39,7.92,138.74,72.31,27.61,29.44,27.61,198.0,122.0,90.0,410.0,27.0,23.0,2.0,32.0,0.0,135.0,103.0,171.0,293.0,0.0,0.0,143.0,9.0,17.0,48.0,225.0,55.0,40.0,5.68,6.73,17.04,0.0,5.0,22.0,410.0,320.0,320.0,4.0,5.87,4.43,4.43,30.89,30.89,29.28,38.08,4.78,2.18,5.46,1.24,11.43,23.92,4.41,4.78,4.41,39.0,10.0,3.0,52.0,7.0,6.0,1.0,5.0,0.0,1.0,30.0,32.0,42.0,6.0,14.0,90.0,16.0,14.0,34.0,30.0,12.0,7.0,1.13,1.66,1.99,3.0,2.0,2.0,52.0,49.0,49.0,30.0,0.49,1.23,1.23,4.05,4.05,4.02
