team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2025,MIN,MIN,Team Level,other,66,0.58,0.53,0.54,6623.0,126.82,29.68,9.13,21.96,4.4,70.1,42.72,28.36,29.68,28.36,114.0,64.0,41.0,219.0,34.0,10.0,2.0,19.0,0.0,65.0,50.0,80.0,144.0,7.0,17.0,89.0,10.0,9.0,20.0,97.0,40.0,41.0,4.01,4.96,20.71,5.0,7.0,22.0,219.0,178.0,178.0,7.0,2.72,1.85,1.85,30.55,30.55,29.31,113.41,21.63,8.38,20.8,3.89,62.3,36.0,20.41,21.63,20.41,106.0,47.0,44.0,197.0,25.0,8.0,1.0,14.0,1.0,61.0,44.0,81.0,128.0,8.0,19.0,92.0,22.0,12.0,27.0,92.0,36.0,25.0,3.31,4.23,14.09,5.0,7.0,13.0,197.0,153.0,153.0,8.0,2.61,2.41,2.41,21.83,21.83,20.91
MIN,2025,MIN,MIN,Team Level,all,66,0.52,0.49,0.49,242615.0,2124.36,206.71,152.08,500.12,71.65,1158.09,829.35,197.09,208.58,198.83,1891.0,1027.0,1003.0,3921.0,218.0,232.0,20.0,362.0,2.0,1079.0,1025.0,1673.0,2700.0,200.0,455.0,1767.0,1379.0,301.0,991.0,2157.0,537.0,224.0,63.04,64.26,79.42,84.0,71.0,63.0,3980.44,2918.0,2954.78,437.0,34.22,44.75,44.75,196.18,197.66,191.69,2186.86,193.74,153.06,530.01,73.5,1202.67,860.03,184.65,192.86,183.86,1991.0,1022.0,1137.0,4150.0,183.0,223.0,24.0,446.0,6.0,1075.0,1080.0,1808.0,2830.0,232.0,527.0,2034.0,1250.0,293.0,997.0,2360.0,477.0,176.0,69.35,59.97,64.43,67.0,61.0,55.0,4119.84,3013.0,2989.91,487.0,34.09,45.2,46.08,181.75,181.13,176.4
MIN,2025,MIN,MIN,Team Level,5on5,66,0.5,0.47,0.48,199060.0,1628.15,135.22,110.0,398.19,54.41,880.57,655.6,129.76,137.08,131.5,1441.0,793.0,826.0,3060.0,132.0,176.0,11.0,281.0,1.0,846.0,798.0,1309.0,2102.0,176.0,398.0,1354.0,1331.0,259.0,860.0,1691.0,407.0,136.0,48.68,48.6,37.92,68.0,48.0,16.0,3119.44,2234.0,2270.78,397.0,22.88,33.01,33.02,125.08,126.57,124.04,1755.8,135.33,116.58,443.32,59.07,965.22,707.48,129.64,134.45,128.86,1576.0,851.0,967.0,3394.0,120.0,172.0,13.0,375.0,3.0,860.0,897.0,1456.0,2307.0,204.0,461.0,1613.0,1165.0,246.0,883.0,1942.0,378.0,107.0,57.0,47.91,30.42,56.0,46.0,18.0,3363.84,2427.0,2403.91,438.0,24.24,31.79,31.79,127.78,127.16,124.54
MIN,2025,MIN,MIN,Team Level,4on5,66,0.07,0.1,0.12,16386.0,36.75,2.49,1.7,5.62,1.09,11.68,26.43,2.48,2.49,2.48,45.0,4.0,5.0,54.0,5.0,0.0,0.0,0.0,0.0,6.0,38.0,40.0,44.0,7.0,20.0,148.0,19.0,19.0,29.0,38.0,9.0,2.0,0.85,1.16,0.48,1.0,4.0,0.0,54.0,49.0,49.0,26.0,0.4,0.0,0.0,2.9,2.9,2.88,271.62,32.51,25.79,58.83,9.02,159.78,84.07,30.42,32.51,30.42,259.0,111.0,115.0,485.0,34.0,39.0,9.0,52.0,2.0,141.0,102.0,225.0,336.0,9.0,21.0,146.0,15.0,12.0,46.0,280.0,49.0,41.0,7.83,5.8,18.87,4.0,7.0,23.0,485.0,370.0,370.0,3.0,6.7,10.24,11.11,28.09,28.09,26.94
MIN,2025,MIN,MIN,Team Level,5on4,66,0.9,0.89,0.88,20546.0,332.64,39.32,31.24,74.36,11.74,195.74,104.6,36.5,39.32,36.5,291.0,166.0,131.0,588.0,47.0,46.0,7.0,62.0,1.0,162.0,139.0,244.0,410.0,10.0,20.0,176.0,19.0,14.0,82.0,331.0,81.0,45.0,9.49,9.54,20.3,10.0,12.0,25.0,588.0,457.0,457.0,7.0,8.22,9.89,9.88,37.66,37.66,35.46,46.03,4.27,2.31,7.06,1.52,15.35,32.48,4.17,4.27,4.17,50.0,13.0,11.0,74.0,4.0,4.0,1.0,5.0,0.0,13.0,37.0,46.0,59.0,11.0,26.0,183.0,48.0,23.0,41.0,46.0,14.0,3.0,1.2,2.02,1.05,2.0,1.0,1.0,74.0,63.0,63.0,38.0,0.53,0.76,0.76,4.05,4.05,3.99
NYI,2025,NYI,NYI,Team Level,other,65,0.52,0.55,0.57,11111.0,176.07,34.75,12.74,32.51,6.1,94.01,58.88,32.48,34.75,32.48,164.0,75.0,72.0,311.0,34.0,20.0,1.0,25.0,1.0,84.0,75.0,130.0,205.0,4.0,8.0,136.0,23.0,23.0,39.0,128.0,61.0,50.0,5.24,7.52,21.99,8.0,12.0,14.0,311.0,239.0,239.0,16.0,3.69,5.7,5.7,32.74,32.74,31.45,130.05,31.82,9.46,22.26,4.61,69.99,42.86,29.58,31.82,29.58,111.0,70.0,70.0,251.0,29.0,11.0,2.0,16.0,2.0,73.0,50.0,82.0,152.0,7.0,14.0,104.0,28.0,22.0,35.0,94.0,41.0,46.0,3.5,5.07,23.25,9.0,5.0,15.0,251.0,181.0,181.0,18.0,2.7,3.83,3.83,30.7,30.7,28.77
NYI,2025,NYI,NYI,Team Level,all,65,0.48,0.49,0.5,238086.0,2040.81,199.21,141.96,498.35,71.46,1098.72,783.3,188.55,199.5,188.81,1835.0,958.0,987.0,3780.0,188.0,247.0,22.0,404.0,3.0,981.0,970.0,1647.0,2605.0,196.0,413.0,1862.0,1242.0,293.0,957.0,2061.0,519.0,213.0,61.38,63.77,74.06,79.0,59.0,50.0,3778.21,2793.0,2789.19,469.0,31.91,50.9,51.18,179.95,180.06,174.53,2088.77,217.99,150.69,497.13,70.17,1098.49,785.54,205.77,218.43,206.19,1823.0,997.0,1068.0,3888.0,181.0,267.0,14.0,347.0,6.0,1035.0,984.0,1642.0,2639.0,209.0,448.0,1723.0,1310.0,302.0,1000.0,1973.0,585.0,262.0,60.88,71.53,85.59,71.0,67.0,43.0,3903.4,2820.0,2831.97,456.0,33.76,52.79,52.79,198.96,199.32,192.86
NYI,2025,NYI,NYI,Team Level,5on5,65,0.47,0.49,0.49,192758.0,1547.26,127.98,100.65,400.34,54.23,832.18,609.62,123.25,128.27,123.52,1375.0,750.0,785.0,2910.0,119.0,187.0,17.0,321.0,2.0,748.0,748.0,1256.0,2006.0,173.0,368.0,1397.0,1195.0,239.0,826.0,1636.0,370.0,119.0,47.9,45.88,34.2,63.0,37.0,19.0,2908.22,2125.0,2121.19,421.0,20.9,35.87,36.16,112.72,112.83,110.89,1622.2,144.77,110.11,405.23,54.5,856.57,629.81,138.46,145.21,138.88,1410.0,791.0,883.0,3084.0,119.0,203.0,7.0,289.0,3.0,803.0,784.0,1291.0,2082.0,182.0,391.0,1351.0,1232.0,253.0,877.0,1601.0,446.0,154.0,49.57,54.47,40.73,57.0,52.0,10.0,3099.4,2201.0,2212.97,401.0,22.98,37.44,37.53,130.22,130.59,127.78
NYI,2025,NYI,NYI,Team Level,4on5,65,0.11,0.13,0.15,16535.0,49.26,4.56,2.63,7.71,1.77,16.28,34.05,4.54,4.56,4.54,52.0,15.0,4.0,71.0,7.0,2.0,0.0,5.0,0.0,11.0,42.0,45.0,60.0,5.0,10.0,157.0,20.0,23.0,34.0,48.0,16.0,3.0,1.72,2.03,0.81,2.0,3.0,2.0,71.0,67.0,67.0,28.0,0.59,0.25,0.25,4.91,4.91,4.89,290.28,36.65,28.86,62.88,9.66,158.5,82.46,33.07,36.65,33.07,259.0,120.0,107.0,486.0,28.0,48.0,4.0,42.0,1.0,144.0,116.0,231.0,351.0,14.0,28.0,131.0,17.0,7.0,53.0,243.0,81.0,55.0,7.01,9.75,19.89,5.0,6.0,17.0,486.0,379.0,379.0,6.0,7.55,10.52,10.43,33.76,33.76,32.05
NYI,2025,NYI,NYI,Team Level,5on4,65,0.87,0.88,0.86,17682.0,268.23,31.92,25.93,57.78,9.36,156.26,80.76,28.28,31.92,28.28,244.0,118.0,126.0,488.0,28.0,38.0,4.0,53.0,0.0,138.0,105.0,216.0,334.0,14.0,27.0,172.0,4.0,8.0,58.0,249.0,72.0,41.0,6.51,8.34,17.07,6.0,7.0,15.0,488.0,362.0,362.0,4.0,6.73,9.08,9.08,29.57,29.57,27.3,46.24,4.75,2.26,6.75,1.41,13.42,30.41,4.65,4.75,4.65,43.0,16.0,8.0,67.0,5.0,5.0,1.0,0.0,0.0,15.0,34.0,38.0,54.0,6.0,15.0,137.0,33.0,20.0,35.0,35.0,17.0,7.0,0.8,2.24,1.71,0.0,4.0,1.0,67.0,59.0,59.0,31.0,0.52,1.0,1.0,4.28,4.28,4.26
