team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2025,NYI,NYI,Team Level,other,54,0.53,0.55,0.56,9336.0,145.81,29.81,10.25,27.25,5.06,74.92,49.72,27.74,29.81,27.74,132.0,65.0,62.0,259.0,23.0,19.0,1.0,19.0,1.0,67.0,68.0,109.0,174.0,4.0,8.0,116.0,17.0,19.0,30.0,106.0,48.0,43.0,4.22,5.94,19.65,6.0,7.0,10.0,259.0,197.0,197.0,14.0,2.87,5.31,5.31,27.37,27.37,26.3,114.48,26.01,8.6,19.89,4.06,62.15,36.3,24.31,26.01,24.31,98.0,59.0,57.0,214.0,25.0,11.0,2.0,15.0,2.0,61.0,43.0,73.0,132.0,8.0,16.0,87.0,25.0,18.0,33.0,81.0,39.0,37.0,3.03,4.9,18.07,6.0,5.0,14.0,214.0,157.0,157.0,17.0,2.48,3.83,3.83,24.66,24.66,23.28
NYI,2025,NYI,NYI,Team Level,all,54,0.48,0.49,0.5,197830.0,1672.95,163.0,116.69,406.53,57.89,902.46,642.43,154.8,162.99,154.81,1497.0,792.0,802.0,3091.0,153.0,194.0,17.0,327.0,2.0,810.0,803.0,1344.0,2136.0,169.0,356.0,1527.0,989.0,242.0,797.0,1686.0,431.0,172.0,50.28,53.03,59.7,66.0,49.0,38.0,3094.42,2289.0,2287.43,398.0,26.14,39.84,40.12,149.02,148.97,145.1,1719.68,178.1,124.77,407.38,57.67,905.56,646.52,168.01,178.42,168.33,1494.0,826.0,896.0,3216.0,144.0,214.0,12.0,281.0,6.0,851.0,824.0,1350.0,2176.0,184.0,393.0,1438.0,1043.0,243.0,836.0,1630.0,473.0,217.0,49.62,58.63,69.85,50.0,56.0,38.0,3219.58,2320.0,2325.13,371.0,28.1,43.25,43.25,162.95,163.19,158.03
NYI,2025,NYI,NYI,Team Level,5on5,54,0.47,0.48,0.49,159374.0,1254.03,102.41,81.15,322.82,43.02,677.21,495.39,99.01,102.4,99.02,1113.0,609.0,622.0,2344.0,99.0,140.0,14.0,261.0,1.0,613.0,608.0,1014.0,1623.0,148.0,315.0,1127.0,953.0,197.0,689.0,1329.0,301.0,92.0,38.51,37.32,26.57,52.0,33.0,14.0,2347.43,1722.0,1720.42,358.0,16.84,27.03,27.31,91.93,91.87,90.5,1315.46,116.56,89.14,327.28,44.15,696.66,514.19,111.33,116.89,111.65,1143.0,645.0,742.0,2530.0,92.0,156.0,6.0,231.0,3.0,651.0,655.0,1051.0,1696.0,158.0,338.0,1129.0,972.0,200.0,723.0,1311.0,353.0,124.0,40.21,43.65,32.7,41.0,42.0,9.0,2533.58,1788.0,1793.13,322.0,18.59,29.5,29.59,105.56,105.81,103.44
NYI,2025,NYI,NYI,Team Level,4on5,54,0.11,0.12,0.14,13997.0,39.17,3.81,2.22,6.41,1.48,13.29,26.8,3.79,3.81,3.79,43.0,11.0,4.0,58.0,6.0,2.0,0.0,4.0,0.0,11.0,31.0,37.0,48.0,4.0,8.0,130.0,16.0,19.0,28.0,39.0,12.0,3.0,1.37,1.63,0.81,2.0,2.0,2.0,58.0,54.0,54.0,24.0,0.5,0.25,0.25,4.06,4.06,4.04,250.81,31.56,25.22,54.6,8.38,135.84,70.41,28.44,31.56,28.44,219.0,107.0,90.0,416.0,22.0,43.0,3.0,35.0,1.0,125.0,100.0,197.0,304.0,14.0,28.0,111.0,17.0,6.0,48.0,210.0,65.0,51.0,5.71,8.01,17.84,3.0,5.0,14.0,416.0,326.0,326.0,4.0,6.6,9.18,9.1,29.06,29.06,27.66
NYI,2025,NYI,NYI,Team Level,5on4,54,0.87,0.88,0.87,15123.0,233.94,26.99,23.06,50.05,8.33,137.03,70.53,24.28,26.99,24.28,209.0,107.0,114.0,430.0,25.0,33.0,2.0,43.0,0.0,119.0,96.0,184.0,291.0,13.0,25.0,154.0,3.0,7.0,50.0,212.0,70.0,34.0,6.18,8.13,12.68,6.0,7.0,12.0,430.0,316.0,316.0,2.0,5.93,7.26,7.26,25.66,25.66,24.26,38.94,3.97,1.81,5.61,1.09,10.9,25.62,3.92,3.97,3.92,34.0,15.0,7.0,56.0,5.0,4.0,1.0,0.0,0.0,14.0,26.0,29.0,44.0,4.0,11.0,111.0,29.0,19.0,32.0,28.0,16.0,5.0,0.67,2.07,1.24,0.0,4.0,1.0,56.0,49.0,49.0,28.0,0.42,0.73,0.73,3.66,3.66,3.65
NYR,2025,NYR,NYR,Team Level,other,55,0.37,0.52,0.5,6190.0,104.87,18.44,8.69,20.24,3.96,63.35,33.32,16.9,18.44,16.9,88.0,60.0,61.0,209.0,19.0,10.0,2.0,19.0,0.0,64.0,36.0,69.0,129.0,6.0,12.0,80.0,9.0,7.0,23.0,87.0,32.0,29.0,3.14,3.85,11.45,4.0,7.0,8.0,209.0,148.0,148.0,12.0,2.66,1.84,1.84,19.26,19.26,17.7,107.11,31.71,7.48,17.43,3.79,56.2,33.38,29.35,31.71,29.35,90.0,60.0,43.0,193.0,28.0,9.0,1.0,4.0,0.0,60.0,49.0,62.0,122.0,2.0,4.0,63.0,10.0,4.0,19.0,69.0,38.0,43.0,2.62,4.67,24.42,3.0,3.0,22.0,193.0,150.0,150.0,7.0,2.12,2.7,2.04,31.79,31.79,30.41
NYR,2025,NYR,NYR,Team Level,all,55,0.46,0.49,0.49,200517.0,1650.6,155.19,117.13,398.35,56.96,904.47,632.9,148.47,156.07,149.3,1416.0,849.0,933.0,3198.0,144.0,168.0,18.0,297.0,4.0,862.0,790.0,1272.0,2121.0,185.0,400.0,1652.0,1447.0,245.0,816.0,1666.0,434.0,165.0,47.19,51.91,56.1,54.0,49.0,41.0,3189.65,2265.0,2264.64,396.0,26.54,32.36,32.44,149.29,149.99,145.4,1754.81,179.37,120.74,420.37,59.19,944.92,675.41,169.5,179.93,170.0,1564.0,836.0,906.0,3306.0,172.0,194.0,27.0,269.0,3.0,846.0,916.0,1392.0,2228.0,157.0,346.0,1378.0,1086.0,252.0,838.0,1779.0,432.0,189.0,54.42,53.34,71.61,61.0,51.0,60.0,3330.95,2400.0,2415.9,425.0,26.84,41.07,41.43,164.78,165.19,160.34
NYR,2025,NYR,NYR,Team Level,5on5,55,0.49,0.49,0.48,166188.0,1265.81,102.87,83.72,321.94,43.76,687.56,501.14,99.73,103.76,100.56,1085.0,656.0,775.0,2516.0,94.0,134.0,14.0,243.0,4.0,650.0,616.0,991.0,1647.0,173.0,373.0,1291.0,1382.0,203.0,702.0,1319.0,331.0,91.0,37.55,39.39,25.94,48.0,36.0,10.0,2507.65,1741.0,1740.64,352.0,17.42,25.83,25.91,94.38,95.08,93.81,1363.88,108.88,88.39,344.0,45.99,739.86,545.88,105.12,109.44,105.62,1211.0,662.0,757.0,2630.0,107.0,140.0,15.0,221.0,3.0,658.0,744.0,1104.0,1766.0,141.0,311.0,1071.0,1043.0,228.0,732.0,1472.0,303.0,98.0,44.38,37.62,26.88,51.0,39.0,17.0,2654.95,1873.0,1888.9,383.0,18.33,26.61,26.94,100.27,100.67,99.16
NYR,2025,NYR,NYR,Team Level,4on5,55,0.1,0.11,0.13,15091.0,37.52,3.57,1.97,5.46,1.14,11.4,24.45,3.42,3.57,3.42,38.0,10.0,5.0,53.0,2.0,1.0,0.0,2.0,0.0,10.0,33.0,36.0,46.0,6.0,15.0,132.0,47.0,18.0,40.0,29.0,15.0,4.0,0.68,1.84,1.06,1.0,1.0,0.0,53.0,48.0,48.0,28.0,0.45,0.25,0.25,3.77,3.77,3.66,245.75,34.01,22.69,53.48,8.17,137.42,72.22,30.61,34.01,30.61,224.0,104.0,102.0,430.0,30.0,39.0,10.0,39.0,0.0,127.0,93.0,194.0,298.0,8.0,17.0,149.0,12.0,6.0,52.0,208.0,79.0,41.0,6.29,9.39,18.33,4.0,7.0,19.0,430.0,328.0,328.0,4.0,5.9,10.53,11.23,28.68,28.68,26.75
NYR,2025,NYR,NYR,Team Level,5on4,55,0.86,0.89,0.87,13048.0,242.4,30.3,22.74,50.7,8.1,142.15,73.99,28.43,30.3,28.43,205.0,123.0,92.0,420.0,29.0,23.0,2.0,33.0,0.0,138.0,105.0,176.0,299.0,0.0,0.0,149.0,9.0,17.0,51.0,231.0,56.0,41.0,5.81,6.84,17.65,1.0,5.0,23.0,420.0,328.0,328.0,4.0,6.02,4.43,4.43,31.89,31.89,30.23,38.08,4.78,2.18,5.46,1.24,11.43,23.92,4.41,4.78,4.41,39.0,10.0,4.0,53.0,7.0,6.0,1.0,5.0,0.0,1.0,30.0,32.0,42.0,6.0,14.0,95.0,21.0,14.0,35.0,30.0,12.0,7.0,1.13,1.66,1.99,3.0,2.0,2.0,53.0,49.0,49.0,31.0,0.49,1.23,1.23,4.05,4.05,4.02
