team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2025,NYR,NYR,Team Level,other,60,0.37,0.52,0.5,6606.0,117.05,20.99,9.56,22.32,4.34,69.54,37.26,19.27,20.99,19.27,97.0,67.0,65.0,229.0,22.0,13.0,4.0,19.0,0.0,67.0,43.0,75.0,142.0,6.0,12.0,91.0,9.0,8.0,23.0,95.0,36.0,33.0,3.56,4.32,13.11,4.0,7.0,11.0,229.0,164.0,164.0,12.0,2.92,3.12,3.12,20.79,20.79,19.21,117.99,35.36,8.11,18.89,4.13,60.57,37.95,32.95,35.36,32.95,102.0,63.0,49.0,214.0,32.0,10.0,1.0,5.0,0.0,65.0,53.0,70.0,133.0,2.0,4.0,67.0,11.0,4.0,19.0,75.0,43.0,47.0,2.88,5.23,27.25,3.0,5.0,24.0,214.0,165.0,165.0,7.0,2.31,3.33,2.67,35.0,35.0,33.6
NYR,2025,NYR,NYR,Team Level,all,60,0.46,0.49,0.48,219011.0,1787.39,169.66,127.07,432.09,61.53,977.24,684.4,161.84,169.93,162.12,1534.0,918.0,1012.0,3464.0,157.0,190.0,20.0,313.0,4.0,935.0,853.0,1377.0,2295.0,203.0,439.0,1818.0,1578.0,265.0,879.0,1800.0,469.0,183.0,51.27,56.46,61.94,57.0,55.0,45.0,3439.66,2452.0,2442.56,428.0,28.76,38.26,38.34,160.08,160.35,155.51,1926.84,197.34,132.96,461.58,64.99,1037.68,742.45,186.83,198.65,188.05,1728.0,909.0,986.0,3623.0,190.0,211.0,29.0,302.0,3.0,933.0,998.0,1538.0,2447.0,169.0,373.0,1494.0,1166.0,275.0,911.0,1953.0,476.0,208.0,59.37,58.55,79.42,64.0,61.0,65.0,3668.42,2637.0,2666.63,453.0,29.63,45.28,45.64,181.32,182.36,177.25
NYR,2025,NYR,NYR,Team Level,5on5,60,0.49,0.49,0.48,181577.0,1376.07,113.01,91.61,350.48,47.5,747.47,542.93,109.11,113.28,109.39,1184.0,709.0,845.0,2738.0,102.0,150.0,14.0,259.0,4.0,716.0,662.0,1082.0,1791.0,190.0,410.0,1421.0,1509.0,220.0,760.0,1433.0,358.0,102.0,40.82,42.91,29.29,51.0,41.0,10.0,2713.66,1893.0,1883.56,382.0,19.07,29.66,29.74,102.35,102.61,101.15,1486.87,119.31,96.66,375.92,50.17,805.69,594.25,115.04,120.62,116.27,1328.0,714.0,819.0,2861.0,116.0,153.0,17.0,250.0,3.0,717.0,803.0,1212.0,1926.0,153.0,338.0,1161.0,1117.0,250.0,800.0,1600.0,335.0,107.0,48.24,41.5,29.57,54.0,45.0,17.0,2906.42,2042.0,2071.63,411.0,20.05,29.85,30.18,109.18,110.21,108.53
NYR,2025,NYR,NYR,Team Level,4on5,60,0.1,0.11,0.13,16719.0,42.18,3.93,2.19,6.15,1.28,12.74,27.71,3.77,3.93,3.77,42.0,12.0,6.0,60.0,3.0,1.0,0.0,2.0,0.0,10.0,38.0,39.0,51.0,6.0,15.0,149.0,49.0,19.0,42.0,34.0,15.0,5.0,0.81,1.84,1.29,1.0,1.0,1.0,60.0,54.0,54.0,30.0,0.5,0.25,0.25,4.18,4.18,4.06,279.96,37.36,25.81,60.84,9.34,158.9,83.75,33.88,37.36,33.88,255.0,121.0,113.0,489.0,34.0,42.0,10.0,42.0,0.0,149.0,109.0,221.0,342.0,8.0,17.0,162.0,16.0,6.0,56.0,246.0,84.0,46.0,7.04,9.91,20.4,4.0,8.0,22.0,489.0,376.0,376.0,4.0,6.73,10.87,11.57,32.52,32.52,30.52
NYR,2025,NYR,NYR,Team Level,5on4,60,0.86,0.88,0.86,14109.0,252.09,31.73,23.71,53.14,8.42,147.5,76.5,29.69,31.73,29.69,211.0,130.0,96.0,437.0,30.0,26.0,2.0,33.0,0.0,142.0,110.0,181.0,311.0,1.0,2.0,157.0,11.0,18.0,54.0,238.0,60.0,43.0,6.08,7.4,18.25,1.0,6.0,23.0,437.0,341.0,341.0,4.0,6.27,5.23,5.23,32.77,32.77,31.1,42.02,5.31,2.38,5.93,1.35,12.52,26.49,4.95,5.31,4.95,43.0,11.0,5.0,59.0,8.0,6.0,1.0,5.0,0.0,2.0,33.0,35.0,46.0,6.0,14.0,104.0,22.0,15.0,36.0,32.0,14.0,8.0,1.2,1.92,2.2,3.0,3.0,2.0,59.0,54.0,54.0,31.0,0.53,1.23,1.23,4.63,4.63,4.6
LAK,2025,LAK,LAK,Team Level,other,60,0.52,0.47,0.43,7793.0,106.92,28.1,8.25,17.81,3.68,56.53,31.64,25.02,28.1,25.02,89.0,57.0,77.0,223.0,24.0,9.0,4.0,9.0,2.0,65.0,37.0,65.0,122.0,5.0,10.0,105.0,27.0,14.0,37.0,70.0,34.0,42.0,2.76,4.18,21.16,5.0,2.0,17.0,223.0,146.0,146.0,9.0,2.37,3.56,3.56,26.91,26.91,24.14,144.21,25.77,11.24,28.21,4.93,78.59,48.27,23.08,25.77,23.08,136.0,61.0,50.0,247.0,27.0,8.0,1.0,30.0,0.0,77.0,55.0,109.0,170.0,6.0,12.0,124.0,17.0,16.0,23.0,100.0,64.0,33.0,4.17,7.85,13.75,5.0,9.0,13.0,247.0,197.0,197.0,3.0,3.35,1.83,1.83,27.29,27.29,24.67
LAK,2025,LAK,LAK,Team Level,all,60,0.5,0.52,0.51,220527.0,1882.45,176.67,130.9,457.43,63.73,1013.06,740.2,166.18,176.03,165.58,1645.0,937.0,1106.0,3688.0,151.0,200.0,15.0,362.0,6.0,936.0,927.0,1494.0,2431.0,211.0,462.0,1659.0,1131.0,277.0,973.0,1950.0,447.0,185.0,55.97,53.99,66.71,54.0,56.0,41.0,3659.11,2582.0,2566.74,427.0,29.3,39.75,39.75,166.23,165.81,159.77,1835.62,178.79,128.08,440.94,62.3,975.16,713.72,168.25,180.0,169.43,1646.0,853.0,923.0,3422.0,173.0,195.0,13.0,362.0,0.0,877.0,892.0,1473.0,2326.0,195.0,433.0,1780.0,1178.0,280.0,879.0,1812.0,516.0,171.0,54.62,62.96,61.21,66.0,60.0,47.0,3455.13,2499.0,2522.51,373.0,29.19,37.36,37.36,170.62,171.91,165.57
LAK,2025,LAK,LAK,Team Level,5on5,60,0.51,0.52,0.52,179882.0,1494.09,116.0,98.17,379.73,50.25,802.14,601.7,111.8,115.35,111.21,1288.0,760.0,918.0,2966.0,97.0,152.0,9.0,308.0,3.0,737.0,751.0,1191.0,1951.0,183.0,404.0,1278.0,1051.0,228.0,846.0,1599.0,350.0,99.0,46.06,42.42,27.52,41.0,46.0,10.0,2937.11,2048.0,2032.74,387.0,20.44,28.62,28.62,107.81,107.41,105.73,1401.49,111.66,92.43,351.98,47.19,752.2,565.52,108.24,112.87,109.42,1240.0,681.0,796.0,2717.0,101.0,145.0,9.0,275.0,0.0,697.0,703.0,1139.0,1820.0,174.0,387.0,1350.0,1110.0,221.0,754.0,1475.0,358.0,88.0,43.62,44.04,24.01,53.0,37.0,11.0,2750.13,1921.0,1944.51,332.0,19.23,27.38,27.41,103.48,104.76,103.25
LAK,2025,LAK,LAK,Team Level,4on5,60,0.11,0.15,0.17,16823.0,46.67,4.68,2.53,6.85,1.54,15.91,32.49,4.54,4.68,4.54,53.0,11.0,6.0,70.0,6.0,4.0,1.0,8.0,0.0,6.0,40.0,47.0,58.0,7.0,16.0,132.0,34.0,23.0,26.0,46.0,10.0,8.0,1.38,1.24,2.07,2.0,2.0,2.0,70.0,64.0,64.0,25.0,0.58,0.81,0.81,4.46,4.46,4.38,243.09,36.68,21.97,53.61,8.67,129.27,67.78,32.34,36.68,32.34,229.0,89.0,69.0,387.0,41.0,36.0,2.0,51.0,0.0,95.0,95.0,188.0,277.0,8.0,18.0,177.0,13.0,16.0,60.0,194.0,78.0,46.0,5.36,9.08,22.24,6.0,12.0,23.0,387.0,318.0,318.0,4.0,6.07,7.61,7.57,35.18,35.18,32.97
LAK,2025,LAK,LAK,Team Level,5on4,60,0.86,0.86,0.84,16029.0,234.78,27.89,21.95,53.04,8.26,138.48,74.38,24.82,27.89,24.82,215.0,109.0,105.0,429.0,24.0,35.0,1.0,37.0,1.0,128.0,99.0,191.0,300.0,16.0,32.0,144.0,19.0,12.0,64.0,235.0,53.0,36.0,5.78,6.15,15.96,6.0,6.0,12.0,429.0,324.0,324.0,6.0,5.91,6.76,6.76,27.04,27.04,25.52,46.83,4.68,2.44,7.13,1.51,15.11,32.14,4.6,4.68,4.6,41.0,22.0,8.0,71.0,4.0,6.0,1.0,6.0,0.0,8.0,39.0,37.0,59.0,7.0,16.0,129.0,38.0,27.0,42.0,43.0,16.0,4.0,1.47,1.98,1.22,2.0,2.0,0.0,71.0,63.0,63.0,34.0,0.55,0.54,0.54,4.69,4.69,4.67
TBL,2025,TBL,TBL,Team Level,other,58,0.65,0.53,0.54,8818.0,149.16,43.87,10.77,24.41,5.23,76.97,41.75,37.94,43.87,37.94,137.0,66.0,68.0,271.0,30.0,25.0,0.0,21.0,0.0,78.0,49.0,107.0,173.0,5.0,15.0,112.0,22.0,12.0,35.0,71.0,70.0,62.0,3.08,8.62,32.16,4.0,9.0,17.0,271.0,203.0,203.0,15.0,3.13,7.83,7.68,39.32,39.32,35.84,125.53,23.94,9.29,24.88,4.56,65.35,42.97,21.31,23.94,21.31,116.0,55.0,67.0,238.0,20.0,18.0,1.0,14.0,0.0,62.0,57.0,96.0,151.0,6.0,15.0,116.0,26.0,22.0,42.0,94.0,42.0,35.0,3.8,5.16,14.98,5.0,5.0,10.0,238.0,171.0,171.0,8.0,2.62,4.23,4.23,22.34,22.34,20.41
