playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,past_games,past_sog,past_a_sog,past_e_shot,past_goals,past_a_goals,past_e_goals,past_on_ice_goal,past_a_on_ice_goal,past_assists1,past_assists2,past_rebound_goals,SOG_22,AVG_SOG_22,GOALS_22,AVG_GOALS_22,ASSISTS1_22,ASSISTS2_22,AVG_ASSISTS_22,REBOUNDS_22,AVG_REBOUNDS_22,ONICE_GOALS_22,SOG_23,AVG_SOG_23,GOALS_23,AVG_GOALS_23,ASSISTS1_23,ASSISTS2_23,AVG_ASSISTS_23,REBOUNDS_23,AVG_REBOUNDS_23,ONICE_GOALS_23,SOG_24,AVG_SOG_24,GOALS_24,AVG_GOALS_24,ASSISTS1_24,ASSISTS2_24,AVG_ASSISTS_24,REBOUNDS_24,AVG_REBOUNDS_24,ONICE_GOALS_24
8480817,2025,K'Andre Miller,CAR,D,all,5,7028.0,145.0,5.69,0.61,0.64,0.63,0.6,0.64,0.61,10.0,13.06,0.79,0.75,3.71,0.41,7.4,4.94,0.73,0.83,0.77,1.0,1.0,12.0,6.0,9.0,27.0,4.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,10.0,16.0,4.0,8.0,0.0,6.0,2.0,8.0,16.0,2.0,0.0,0.42,0.37,0.0,2.0,0.0,0.0,28.21,18.0,18.93,5.0,0.17,0.43,0.18,0.77,0.8,0.77,145.0,25.0,19.0,21.0,80.0,20.0,14.0,19.0,92.0,0.0,1.0,11360.0,8.0,2.0,1.0,7.0,75.64,6.65,6.44,6.96,6.73,67.0,37.0,36.0,140.0,6.0,6.0,0.0,77.0,22.0,5.0,2.31,2.62,1.72,4.0,1.0,1.0,147.67,104.0,109.77,1.1,0.91,0.91,6.85,7.15,6.96,42.17,4.34,4.25,4.27,4.18,38.0,20.0,26.0,84.0,2.0,3.0,0.0,41.0,12.0,5.0,1.38,1.54,1.42,1.0,0.0,1.0,81.05,58.0,55.98,0.67,0.43,0.73,4.27,4.18,4.12,15.36,8.6,242.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:12:9:7:5:4,:2:2:2:2:4,:13:10:8:6:3,:2:2:2:2:2,:0:0:1:1:2,:1:1:0:0:0,:6:4:4:3:2,:1:1:1:2:2,:1:0:0:0:0,:1:0:0:0:0,:0:0:0:0:0,113,1,9,0,14,20,0,1,0,88,96,1,8,0,5,17,0,1,0,87,110,1,7,0,11,9,0,0,0,89
8484180,2025,Samuel Honzek,CGY,L,all,4,3085.0,83.0,1.33,0.46,0.47,0.47,0.51,0.51,0.51,38.0,8.63,0.99,0.53,2.0,0.26,3.96,3.27,0.98,1.0,0.98,0.0,0.0,9.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,9.0,11.0,0.0,0.0,0.0,9.0,0.0,2.0,8.0,2.0,1.0,0.32,0.29,0.39,0.0,0.0,0.0,11.82,11.0,10.95,0.0,0.11,0.0,0.39,0.72,0.73,0.72,83.0,8.0,11.0,18.0,46.0,14.0,14.0,12.0,43.0,0.0,0.0,11315.0,0.0,6.0,3.0,1.0,27.77,2.28,2.26,2.27,2.24,24.0,13.0,9.0,46.0,2.0,2.0,0.0,28.0,7.0,2.0,0.68,0.99,0.62,1.0,1.0,0.0,45.35,37.0,36.72,0.31,0.58,0.58,2.01,2.0,1.99,27.43,2.67,2.59,2.71,2.62,29.0,7.0,15.0,51.0,6.0,2.0,0.0,25.0,7.0,4.0,0.5,0.85,1.32,0.0,4.0,2.0,52.11,36.0,36.46,0.43,0.26,0.26,2.84,2.89,2.8,10.58,11.72,196.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,:4:3:2:1,:9:6:4:4,:2:2:2:4,:9:6:4:4,:0:0:0:0,:0:0:0:0,:1:1:1:1,:2:2:2:0,:0:1:1:0,:0:0:0:0,:0:0:0:0,:0:0:0:0,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,0,0,0,3
8480145,2025,Neal Pionk,WPG,D,all,5,6781.0,139.0,-0.53,0.4,0.52,0.4,0.45,0.4,0.44,11.0,8.3,0.25,0.55,2.4,0.26,5.4,3.14,0.24,0.25,0.24,0.0,0.0,9.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,9.0,12.0,3.0,6.0,0.0,4.0,2.0,6.0,12.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.54,12.0,12.17,5.0,0.13,0.0,0.0,0.37,0.37,0.37,139.0,9.0,22.0,26.0,82.0,12.0,20.0,26.0,81.0,0.0,0.0,11219.0,6.0,2.0,1.0,9.0,46.83,6.18,5.99,6.2,6.0,39.0,27.0,28.0,94.0,9.0,3.0,0.0,47.0,10.0,9.0,1.26,1.06,3.86,3.0,3.0,3.0,95.95,66.0,66.84,0.81,0.45,0.45,6.54,6.55,6.34,71.8,9.2,8.23,9.25,8.28,63.0,35.0,42.0,140.0,5.0,12.0,2.0,70.0,18.0,10.0,2.26,2.21,4.73,3.0,0.0,2.0,136.86,98.0,97.01,1.24,2.77,2.77,7.68,7.69,7.5,10.28,9.48,151.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:9:7:7:4:2,:2:2:2:2:2,:8:6:6:4:2,:0:0:0:0:0,:0:0:0:0:0,:0:0:0:0:0,:9:7:7:3:1,:2:2:2:2:1,:0:0:0:0:0,:0:0:0:0:0,:0:0:0:0:0,142,2,10,0,7,16,0,0,0,99,146,2,5,0,6,22,0,0,0,96,123,2,10,0,17,12,0,1,0,80
8482157,2025,Will Cuylle,NYR,L,all,7,7243.0,170.0,2.76,0.54,0.5,0.56,0.53,0.52,0.54,35.0,20.41,2.78,1.52,4.39,0.63,10.64,7.03,2.68,2.8,2.7,0.0,0.0,18.0,9.0,10.0,37.0,1.0,1.0,1.0,0.0,2.0,0.0,11.0,12.0,17.0,26.0,3.0,6.0,2.0,25.0,2.0,2.0,17.0,6.0,4.0,0.46,0.76,1.56,0.0,0.0,1.0,36.99,27.0,27.09,1.0,0.35,0.19,0.43,2.69,2.73,2.66,170.0,18.0,25.0,20.0,107.0,21.0,19.0,17.0,113.0,2.0,1.0,18015.0,6.0,4.0,2.0,6.0,66.41,7.83,7.46,7.73,7.37,57.0,34.0,43.0,134.0,4.0,10.0,0.0,62.0,19.0,10.0,1.73,2.44,3.66,1.0,0.0,3.0,133.9,91.0,90.62,1.04,1.88,1.92,6.96,6.94,6.76,62.42,6.76,6.46,6.87,6.56,47.0,36.0,23.0,106.0,3.0,5.0,0.0,61.0,15.0,7.0,2.03,1.9,2.84,1.0,1.0,1.0,107.24,83.0,83.78,0.88,1.16,1.16,6.48,6.54,6.33,13.77,13.72,300.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,:7:6:5:4:3:2:1,:18:17:12:10:6:3:1,:3:3:2:2:2:2:1,:20:18:12:11:7:4:1,:1:1:1:1:1:0:0,:0:0:0:0:0:0:0,:3:2:2:2:1:0:0,:4:2:2:2:2:1:0,:1:0:0:0:1:0:0,:0:0:0:0:0:0:0,:0:0:0:0:0:0:0,:0:0:0:0:0:0:0,1,0,0,0,0,0,0,0,0,1,119,1,13,0,4,4,0,3,0,35,152,2,20,0,13,12,0,5,0,70
8480830,2025,Andrei Svechnikov,CAR,R,all,5,4353.0,88.0,1.95,0.76,0.6,0.65,0.59,0.64,0.61,38.0,12.13,1.29,0.97,2.84,0.38,6.23,4.29,1.25,1.34,1.3,0.0,0.0,10.0,6.0,5.0,21.0,0.0,0.0,2.0,0.0,4.0,0.0,8.0,2.0,10.0,16.0,0.0,0.0,0.0,4.0,0.0,6.0,8.0,7.0,1.0,0.28,0.8,0.21,0.0,0.0,0.0,21.89,16.0,16.83,2.0,0.21,0.32,0.01,1.49,1.55,1.5,88.0,17.0,4.0,21.0,46.0,19.0,11.0,12.0,46.0,0.0,0.0,14035.0,0.0,0.0,0.0,0.0,52.0,5.23,4.88,5.3,4.96,40.0,30.0,31.0,101.0,2.0,4.0,1.0,48.0,16.0,6.0,1.48,1.87,1.87,1.0,0.0,1.0,105.05,70.0,72.78,0.77,0.72,0.72,5.28,5.38,5.12,28.83,1.64,1.63,1.6,1.59,29.0,10.0,15.0,54.0,3.0,0.0,0.0,33.0,6.0,0.0,0.99,0.65,0.0,3.0,0.0,0.0,52.18,39.0,37.56,0.38,0.0,0.0,2.02,1.97,1.96,16.78,11.3,281.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:10:8:6:5:4,:2:2:2:2:4,:12:10:8:7:3,:0:0:0:0:0,:0:0:0:0:0,:1:1:1:1:0,:2:2:2:1:0,:0:0:1:0:0,:0:0:0:0:0,:0:0:0:0:0,:0:0:0:0:0,205,3,23,0,18,14,0,5,0,49,144,2,19,0,18,15,1,1,0,47,180,2,20,0,18,10,0,1,0,62
8478396,2025,Noah Hanifin,VGK,D,all,1,1440.0,28.0,0.57,0.34,0.74,0.55,0.63,0.53,0.66,2.0,2.79,0.05,0.14,0.79,0.08,1.69,1.25,0.05,0.05,0.05,0.0,0.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6.69,4.0,3.79,1.0,0.03,0.0,0.0,0.08,0.07,0.07,28.0,3.0,2.0,4.0,19.0,2.0,1.0,6.0,19.0,0.0,0.0,2460.0,0.0,0.0,0.0,0.0,11.68,0.72,0.72,0.7,0.7,11.0,5.0,5.0,21.0,1.0,1.0,0.0,12.0,4.0,0.0,0.15,0.57,0.0,0.0,1.0,0.0,19.94,16.0,15.18,0.13,0.14,0.14,0.71,0.7,0.7,10.37,1.4,1.4,1.43,1.43,13.0,1.0,3.0,17.0,3.0,0.0,0.0,8.0,4.0,2.0,0.25,0.45,0.7,0.0,1.0,2.0,17.71,14.0,14.51,0.16,0.0,0.0,1.56,1.6,1.59,2.91,1.02,49.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,:1,:3,:3,:3,:0,:0,:0,:1,:1,:0,:0,:0,176,2,7,0,17,14,0,1,0,93,164,2,13,0,19,15,0,1,0,105,145,2,10,0,17,12,0,1,0,80
8481068,2025,Yegor Sharangovich,CGY,C,all,6,5266.0,114.0,1.36,0.48,0.46,0.51,0.5,0.52,0.48,42.0,10.99,1.12,0.76,2.4,0.36,6.02,4.34,1.07,1.1,1.06,1.0,0.0,9.0,6.0,6.0,21.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,9.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,4.0,1.0,0.33,0.58,0.21,0.0,0.0,0.0,20.36,15.0,14.67,1.0,0.17,0.0,0.22,1.07,1.05,1.04,114.0,14.0,11.0,13.0,76.0,22.0,19.0,8.0,65.0,0.0,1.0,16634.0,0.0,4.0,2.0,4.0,41.29,2.87,2.78,2.85,2.75,31.0,27.0,22.0,80.0,1.0,2.0,0.0,46.0,10.0,2.0,1.22,1.24,0.41,1.0,0.0,0.0,78.11,58.0,57.1,0.56,0.22,0.22,3.22,3.18,3.11,39.15,3.12,3.08,3.21,3.17,39.0,14.0,23.0,76.0,5.0,2.0,1.0,39.0,13.0,1.0,1.02,1.58,0.52,1.0,3.0,1.0,78.33,53.0,54.13,0.54,0.19,0.19,3.47,3.57,3.54,14.07,16.54,274.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:9:9:8:4:1:0,:2:2:2:1:0:0,:11:10:7:4:2:0,:0:0:0:0:0:0,:0:0:0:0:0:0,:1:1:1:1:0:0,:1:1:1:1:1:0,:0:0:0:0:0:0,:1:1:1:1:1:0,:0:0:0:0:0:0,:0:0:0:0:0:0,131,2,13,0,11,6,0,2,0,60,179,2,31,0,18,10,0,2,0,76,128,2,17,0,10,5,0,2,0,57
8482679,2025,Matt Coronato,CGY,R,all,6,6262.0,127.0,2.69,0.46,0.46,0.6,0.46,0.57,0.46,23.0,17.31,1.19,1.11,4.2,0.55,9.09,6.86,1.13,1.18,1.12,0.0,1.0,12.0,11.0,12.0,35.0,3.0,2.0,2.0,0.0,1.0,0.0,9.0,9.0,10.0,21.0,1.0,2.0,1.0,1.0,2.0,4.0,19.0,3.0,1.0,0.57,0.39,0.22,2.0,0.0,0.0,34.12,23.0,22.63,1.0,0.28,0.39,0.22,1.24,1.23,1.21,127.0,43.0,12.0,15.0,57.0,11.0,18.0,25.0,73.0,1.0,7.0,15638.0,2.0,2.0,1.0,2.0,58.67,5.15,4.93,5.11,4.89,45.0,33.0,42.0,120.0,4.0,6.0,1.0,60.0,14.0,4.0,1.64,1.83,1.68,3.0,0.0,1.0,117.49,78.0,77.06,1.08,1.85,1.85,4.38,4.34,4.25,42.57,6.04,5.79,6.06,5.81,46.0,12.0,23.0,81.0,9.0,5.0,1.0,39.0,9.0,10.0,1.05,1.17,3.83,3.0,3.0,3.0,82.52,58.0,58.48,0.57,0.98,0.98,5.62,5.65,5.45,11.8,13.62,234.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:12:10:7:6:2:1,:2:2:2:2:1:1,:17:16:12:10:6:4,:2:2:2:2:0:0,:0:0:0:1:0:0,:1:1:1:1:0:0,:4:3:3:3:1:1,:1:1:1:1:0:1,:0:0:0:0:0:0,:1:1:1:1:1:1,:0:0:0:0:0:0,4,4,0,0,0,0,0,0,0,0,58,2,3,0,4,2,0,0,0,21,180,2,24,0,14,9,0,1,0,65
8479323,2025,Adam Fox,NYR,D,all,7,10062.0,185.0,7.83,0.55,0.48,0.61,0.49,0.61,0.48,8.0,20.54,1.84,1.33,5.47,0.71,12.59,8.05,1.74,1.84,1.74,2.0,1.0,19.0,11.0,14.0,44.0,6.0,3.0,2.0,1.0,4.0,0.0,14.0,7.0,16.0,27.0,1.0,2.0,0.0,4.0,7.0,7.0,24.0,3.0,3.0,0.5,0.29,1.05,1.0,0.0,2.0,44.7,30.0,30.37,4.0,0.3,0.37,0.15,1.99,1.99,1.89,185.0,32.0,23.0,31.0,99.0,6.0,19.0,22.0,138.0,0.0,0.0,15196.0,2.0,2.0,1.0,11.0,109.59,11.31,10.71,11.43,10.83,99.0,53.0,57.0,209.0,9.0,9.0,1.0,104.0,32.0,16.0,2.77,3.84,4.71,2.0,3.0,4.0,210.91,152.0,152.61,1.92,1.7,1.73,11.5,11.65,11.18,71.75,9.27,9.05,9.4,9.17,59.0,37.0,39.0,135.0,6.0,5.0,0.0,65.0,21.0,10.0,2.08,2.75,4.43,2.0,1.0,3.0,137.16,96.0,97.29,0.98,0.7,0.7,9.55,9.66,9.55,10.28,11.22,225.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,:7:6:5:4:3:2:1,:19:17:15:11:9:5:1,:3:3:3:3:3:2:1,:21:17:16:11:8:5:1,:3:3:3:3:3:1:0,:0:0:1:1:1:0:0,:2:1:1:1:1:0:0,:9:6:6:6:6:1:0,:1:1:1:2:2:0:0,:2:0:0:0:0:0:0,:1:1:1:1:1:0:0,:1:1:1:1:1:0:0,159,2,12,0,28,32,1,1,0,98,137,2,17,0,25,31,1,1,0,78,135,2,10,0,30,21,1,2,0,103
8480220,2025,Noah Cates,PHI,L,all,5,5072.0,124.0,4.46,0.62,0.43,0.54,0.42,0.53,0.42,27.0,15.74,2.82,1.41,3.17,0.51,6.9,5.19,2.75,2.83,2.77,2.0,0.0,11.0,9.0,3.0,23.0,4.0,2.0,3.0,1.0,2.0,0.0,6.0,7.0,9.0,18.0,1.0,2.0,37.0,4.0,2.0,4.0,9.0,6.0,5.0,0.44,0.78,1.6,0.0,1.0,1.0,22.89,20.0,19.8,2.0,0.32,1.23,1.08,2.06,2.07,2.06,124.0,14.0,23.0,23.0,64.0,18.0,11.0,17.0,78.0,37.0,39.0,13368.0,2.0,4.0,2.0,4.0,40.93,6.3,5.81,6.29,5.8,32.0,22.0,22.0,76.0,5.0,9.0,2.0,30.0,16.0,8.0,1.25,1.94,3.11,2.0,1.0,2.0,75.23,54.0,53.39,0.76,2.78,2.78,4.28,4.25,4.21,34.3,3.84,3.59,3.82,3.57,26.0,21.0,18.0,65.0,5.0,4.0,1.0,32.0,10.0,5.0,0.94,1.18,1.72,2.0,1.0,2.0,66.23,47.0,47.58,0.56,1.05,1.05,3.36,3.35,3.22,9.07,11.86,161.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:11:8:7:6:3,:2:2:2:3:3,:16:12:10:9:5,:2:1:1:1:1,:0:0:0:0:1,:3:2:2:2:1,:5:4:4:3:1,:1:1:1:2:1,:2:2:2:1:0,:0:0:0:0:0,:1:1:1:1:1,107,1,13,0,14,11,0,3,0,77,78,1,6,0,6,6,0,0,0,32,110,1,16,0,14,7,0,4,0,63
8475791,2025,Taylor Hall,CAR,L,all,5,4064.0,85.0,5.15,0.67,0.62,0.64,0.6,0.62,0.62,41.0,9.09,1.24,0.73,2.15,0.39,4.6,2.9,1.15,1.24,1.16,1.0,1.0,8.0,4.0,6.0,18.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,6.0,10.0,0.0,0.0,1.0,2.0,1.0,4.0,6.0,5.0,1.0,0.2,0.75,0.28,1.0,1.0,0.0,19.13,12.0,12.52,2.0,0.16,0.28,0.42,0.97,0.99,0.95,85.0,19.0,3.0,17.0,46.0,11.0,16.0,16.0,42.0,1.0,1.0,14324.0,0.0,2.0,1.0,3.0,47.2,4.4,4.2,4.55,4.36,42.0,22.0,25.0,89.0,5.0,3.0,0.0,46.0,15.0,3.0,1.55,1.94,0.91,2.0,3.0,0.0,94.35,64.0,67.51,0.67,0.83,0.83,4.24,4.43,4.29,27.72,2.14,2.08,2.06,2.01,23.0,16.0,12.0,51.0,3.0,1.0,0.0,31.0,8.0,0.0,1.11,1.02,0.0,2.0,1.0,0.0,48.0,39.0,37.05,0.38,0.18,0.18,2.34,2.26,2.22,17.62,10.81,293.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:8:6:4:4:2,:2:2:1:2:2,:9:7:5:5:3,:2:2:2:2:1,:0:0:1:1:1,:1:1:1:1:1,:5:5:5:3:2,:1:1:2:2:2,:1:1:1:1:1,:1:1:1:0:0,:0:0:0:0:0,150,2,16,0,10,10,0,4,0,41,20,2,2,0,2,0,0,1,0,10,144,2,18,0,15,9,0,3,0,62
8482159,2025,Tyson Foerster,PHI,R,all,5,5291.0,120.0,4.28,0.64,0.42,0.56,0.41,0.55,0.41,21.0,13.2,1.55,1.12,2.84,0.43,6.8,5.25,1.54,1.53,1.51,2.0,1.0,11.0,7.0,5.0,23.0,4.0,1.0,4.0,0.0,2.0,0.0,5.0,6.0,10.0,17.0,1.0,2.0,0.0,2.0,0.0,4.0,12.0,5.0,1.0,0.51,0.54,0.5,0.0,1.0,0.0,22.64,18.0,17.66,1.0,0.26,1.02,0.53,1.28,1.25,1.25,120.0,16.0,18.0,25.0,61.0,15.0,12.0,20.0,73.0,0.0,0.0,13149.0,2.0,0.0,0.0,1.0,43.54,6.65,6.17,6.66,6.17,34.0,24.0,23.0,81.0,7.0,9.0,2.0,31.0,18.0,9.0,1.21,2.13,3.31,2.0,3.0,2.0,80.43,58.0,57.65,0.79,2.78,2.78,4.66,4.65,4.61,34.87,3.75,3.46,3.72,3.43,26.0,21.0,17.0,64.0,3.0,4.0,1.0,32.0,10.0,5.0,0.97,1.22,1.57,1.0,1.0,1.0,64.86,47.0,47.35,0.55,1.05,1.05,3.26,3.24,3.06,8.72,11.95,156.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:11:9:6:5:2,:2:2:2:2:2,:13:12:7:5:2,:1:1:1:0:0,:0:0:0:0:0,:2:1:1:0:0,:7:6:6:3:1,:1:2:2:2:1,:2:1:1:1:1,:1:1:1:1:0,:0:0:0:0:0,15,2,3,0,4,0,0,0,0,6,167,2,20,0,6,7,0,2,0,53,142,2,25,0,9,9,0,3,0,63
8482671,2025,Owen Power,BUF,D,all,4,5610.0,123.0,1.58,0.36,0.45,0.4,0.47,0.4,0.47,13.0,7.78,0.33,0.44,2.13,0.28,4.54,3.29,0.32,0.32,0.32,0.0,1.0,7.0,4.0,7.0,18.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,6.0,10.0,1.0,2.0,0.0,5.0,2.0,4.0,11.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,17.95,11.0,10.81,3.0,0.1,0.03,0.0,0.42,0.42,0.42,123.0,13.0,23.0,17.0,70.0,10.0,30.0,20.0,63.0,0.0,0.0,8790.0,2.0,0.0,0.0,4.0,42.22,4.04,3.87,4.05,3.88,38.0,22.0,21.0,81.0,3.0,6.0,0.0,47.0,9.0,4.0,1.28,1.1,1.65,2.0,0.0,1.0,82.35,60.0,60.35,0.66,0.95,0.91,3.79,3.77,3.72,66.86,7.3,7.21,7.4,7.31,59.0,32.0,29.0,120.0,5.0,4.0,1.0,74.0,8.0,9.0,1.92,1.03,4.35,2.0,1.0,2.0,120.9,91.0,92.25,1.11,1.21,1.21,7.21,7.32,7.24,7.33,8.95,148.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,:4:3:2:1,:7:5:5:2,:2:2:2:2,:8:6:6:3,:1:0:0:0,:0:0:0:0,:0:0:0:0,:3:2:0:0,:1:1:0:0,:0:0:0:0,:1:1:0:0,:0:0:0:0,130,2,4,0,15,16,0,0,0,113,108,1,6,0,13,14,0,1,0,102,139,2,7,0,16,17,0,2,0,91
8481540,2025,Cole Caufield,MTL,R,all,6,6781.0,129.0,8.62,0.66,0.39,0.67,0.44,0.7,0.42,20.0,21.64,3.17,1.68,4.37,0.67,10.3,6.8,3.12,3.18,3.12,3.0,0.0,17.0,10.0,6.0,33.0,8.0,5.0,3.0,0.0,4.0,0.0,7.0,8.0,12.0,22.0,1.0,2.0,0.0,8.0,3.0,6.0,17.0,7.0,3.0,0.58,0.72,1.87,2.0,2.0,1.0,33.19,27.0,27.06,2.0,0.43,1.79,0.1,3.5,3.5,3.44,129.0,37.0,7.0,26.0,59.0,11.0,13.0,23.0,82.0,0.0,1.0,15321.0,2.0,2.0,1.0,2.0,75.66,10.27,9.3,10.4,9.42,66.0,36.0,32.0,134.0,10.0,11.0,2.0,69.0,23.0,10.0,2.36,2.89,5.02,4.0,3.0,3.0,136.04,102.0,103.31,1.43,2.73,2.73,8.97,9.09,8.89,32.99,5.26,5.22,5.21,5.18,25.0,19.0,23.0,67.0,4.0,3.0,0.0,28.0,10.0,6.0,0.86,1.36,3.03,2.0,0.0,2.0,65.84,44.0,43.34,0.41,0.55,0.55,5.12,5.06,5.03,8.1,12.85,195.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:17:16:12:10:7:4,:3:3:3:3:4:4,:22:20:15:13:7:5,:5:5:3:1:0:0,:1:1:1:0:0:0,:3:3:3:2:1:1,:10:9:7:5:2:0,:2:2:2:2:1:0,:3:2:2:2:1:0,:0:0:0:0:0:0,:0:0:0:0:0:0,158,3,26,1,2,8,0,3,0,51,314,4,28,0,23,14,0,6,0,73,240,3,37,0,22,11,0,6,0,77
