playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,past_games,past_sog,past_a_sog,past_e_shot,past_goals,past_a_goals,past_e_goals,past_on_ice_goal,past_a_on_ice_goal,past_assists1,past_assists2,past_rebound_goals,SOG_22,AVG_SOG_22,GOALS_22,AVG_GOALS_22,ASSISTS1_22,ASSISTS2_22,AVG_ASSISTS_22,REBOUNDS_22,AVG_REBOUNDS_22,ONICE_GOALS_22,SOG_23,AVG_SOG_23,GOALS_23,AVG_GOALS_23,ASSISTS1_23,ASSISTS2_23,AVG_ASSISTS_23,REBOUNDS_23,AVG_REBOUNDS_23,ONICE_GOALS_23,SOG_24,AVG_SOG_24,GOALS_24,AVG_GOALS_24,ASSISTS1_24,ASSISTS2_24,AVG_ASSISTS_24,REBOUNDS_24,AVG_REBOUNDS_24,ONICE_GOALS_24
8480797,2025,Joel Farabee,CGY,L,all,6,6757.0,138.0,2.77,0.49,0.45,0.53,0.49,0.52,0.47,13.0,13.34,1.51,1.01,2.83,0.41,6.88,4.36,1.48,1.5,1.47,1.0,1.0,10.0,7.0,3.0,20.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,4.0,10.0,17.0,1.0,2.0,2.0,8.0,1.0,7.0,9.0,6.0,2.0,0.29,0.81,0.41,0.0,0.0,0.0,19.53,17.0,16.64,2.0,0.25,0.42,0.0,1.75,1.75,1.72,138.0,30.0,16.0,17.0,75.0,9.0,21.0,16.0,92.0,2.0,5.0,15143.0,2.0,2.0,1.0,6.0,63.28,6.41,6.11,6.38,6.08,51.0,35.0,41.0,127.0,3.0,5.0,1.0,59.0,22.0,5.0,1.51,3.05,1.85,2.0,0.0,1.0,124.54,86.0,84.96,1.14,1.66,1.66,5.89,5.85,5.7,56.57,6.66,6.41,6.74,6.5,57.0,21.0,36.0,114.0,7.0,3.0,0.0,52.0,22.0,4.0,1.4,2.83,2.43,1.0,4.0,2.0,115.69,78.0,79.08,0.98,0.1,0.1,7.54,7.63,7.37,10.54,12.99,227.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:10:8:4:3:1:1,:2:2:1:1:0:1,:13:11:7:5:2:1,:0:0:0:0:0:0,:0:0:0:0:0:0,:2:1:1:1:0:0,:3:3:2:2:1:0,:0:1:0:1:0:0,:1:1:1:1:0:0,:1:1:1:1:1:0,:0:0:0:0:0:0,145,2,15,0,10,14,0,4,0,76,182,2,22,0,19,9,0,2,0,60,151,2,11,0,9,5,0,2,0,53
8476399,2025,Blake Coleman,CGY,L,all,6,6025.0,145.0,3.06,0.46,0.46,0.45,0.52,0.45,0.51,31.0,16.48,2.58,0.98,3.56,0.5,7.09,6.3,2.52,2.58,2.52,0.0,0.0,15.0,6.0,4.0,25.0,2.0,2.0,2.0,0.0,4.0,0.0,6.0,7.0,13.0,19.0,2.0,4.0,2.0,15.0,2.0,5.0,9.0,7.0,5.0,0.25,0.93,1.4,0.0,1.0,1.0,24.78,21.0,20.97,4.0,0.22,0.62,0.88,1.91,1.93,1.93,145.0,11.0,32.0,32.0,70.0,29.0,17.0,17.0,82.0,2.0,3.0,15875.0,4.0,8.0,4.0,6.0,48.2,4.79,4.71,4.78,4.7,42.0,21.0,21.0,84.0,3.0,5.0,0.0,43.0,14.0,6.0,1.06,1.94,1.78,1.0,1.0,1.0,82.91,63.0,62.58,0.58,1.46,1.46,3.91,3.92,3.9,58.55,5.55,5.36,5.58,5.39,49.0,29.0,24.0,102.0,8.0,5.0,1.0,53.0,19.0,6.0,1.52,2.4,1.63,1.0,5.0,2.0,103.82,78.0,78.75,0.89,1.04,1.04,5.39,5.44,5.32,12.16,14.11,270.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:15:13:11:8:5:2,:2:3:3:3:2:2,:16:14:11:8:6:2,:2:2:2:1:1:1,:0:0:0:0:0:1,:3:3:2:2:1:1,:3:3:3:1:1:1,:0:1:1:0:0:1,:0:0:0:0:0:0,:0:0:0:0:0:0,:0:0:0:0:0:0,188,2,18,0,12,8,0,3,0,55,192,2,30,0,10,14,0,4,0,65,194,2,15,0,16,8,0,4,0,76
8482073,2025,Braden Schneider,NYR,D,all,7,7793.0,161.0,3.42,0.55,0.5,0.51,0.55,0.51,0.55,28.0,9.95,0.34,0.64,2.6,0.32,6.27,4.82,0.34,0.34,0.33,2.0,0.0,11.0,4.0,12.0,27.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,8.0,11.0,15.0,1.0,2.0,0.0,16.0,1.0,6.0,14.0,1.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,27.01,15.0,15.08,2.0,0.13,0.04,0.0,0.48,0.47,0.47,161.0,3.0,27.0,10.0,121.0,22.0,20.0,15.0,104.0,0.0,0.0,17465.0,2.0,4.0,2.0,11.0,63.23,6.1,5.94,6.15,5.98,57.0,30.0,38.0,125.0,4.0,7.0,1.0,65.0,14.0,8.0,1.8,1.69,2.62,2.0,1.0,1.0,125.12,87.0,87.35,0.89,0.9,0.9,6.09,6.13,6.07,61.04,5.07,4.79,5.13,4.83,58.0,27.0,35.0,120.0,4.0,5.0,0.0,67.0,14.0,4.0,2.18,1.75,1.15,1.0,2.0,1.0,119.92,85.0,85.31,0.84,1.11,1.11,4.81,4.82,4.62,15.5,15.41,309.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,:7:6:5:4:3:2:1,:11:10:8:6:5:4:1,:2:2:2:2:2:2:1,:10:9:8:6:4:3:1,:0:0:0:0:0:0:0,:0:0:0:0:0:0:0,:0:0:0:0:0:0:0,:4:4:3:3:3:1:0,:1:1:1:1:1:0:0,:2:2:1:1:1:1:0,:0:0:0:0:0:0:0,:0:0:0:0:0:0:0,79,1,5,0,6,7,0,0,0,63,95,1,5,0,5,9,0,1,0,62,95,1,6,0,6,9,0,1,0,78
8476881,2025,Tomas Hertl,VGK,C,all,6,6400.0,127.0,7.11,0.72,0.46,0.69,0.48,0.67,0.49,24.0,17.44,3.38,1.65,3.34,0.57,9.5,5.57,3.22,3.37,3.21,2.0,1.0,15.0,9.0,8.0,32.0,6.0,3.0,2.0,1.0,5.0,0.0,7.0,7.0,12.0,21.0,3.0,6.0,69.0,9.0,1.0,6.0,10.0,10.0,4.0,0.27,1.36,1.75,0.0,1.0,2.0,31.86,24.0,23.94,2.0,0.41,0.5,0.48,3.31,3.3,3.16,127.0,40.0,14.0,15.0,58.0,11.0,15.0,27.0,74.0,69.0,45.0,15880.0,6.0,6.0,2.0,1.0,76.71,9.27,8.75,9.28,8.75,69.0,36.0,41.0,146.0,14.0,7.0,2.0,66.0,30.0,9.0,1.56,3.97,3.74,2.0,7.0,5.0,145.51,105.0,104.67,1.36,1.18,1.18,9.45,9.47,9.01,36.94,3.67,3.49,3.66,3.48,30.0,21.0,16.0,67.0,4.0,4.0,1.0,37.0,11.0,3.0,0.85,1.3,1.52,1.0,2.0,1.0,66.14,51.0,51.13,0.48,1.04,1.04,3.11,3.11,3.03,11.81,13.93,251.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:15:12:6:4:4:2,:2:2:2:1:2:2,:17:15:10:6:4:2,:3:2:1:0:0:0,:0:0:0:0:0:0,:3:3:2:1:1:1,:14:10:8:6:5:3,:2:2:2:2:2:3,:2:1:1:0:0:0,:1:1:1:1:1:0,:1:1:0:0:0:0,183,2,22,0,19,22,1,5,0,86,124,2,17,0,14,7,0,5,0,72,177,2,32,0,16,13,0,7,0,53
8482659,2025,Josh Doan,BUF,R,all,5,4425.0,103.0,6.35,0.67,0.37,0.67,0.4,0.63,0.4,34.0,14.65,1.94,1.17,3.37,0.51,8.09,4.92,1.88,1.89,1.83,1.0,2.0,18.0,2.0,3.0,23.0,5.0,2.0,2.0,0.0,3.0,0.0,8.0,5.0,16.0,18.0,1.0,2.0,1.0,7.0,2.0,4.0,11.0,7.0,2.0,0.41,1.07,0.46,0.0,2.0,0.0,22.77,20.0,19.66,4.0,0.28,0.44,0.26,1.96,1.92,1.88,103.0,17.0,14.0,13.0,59.0,18.0,17.0,17.0,51.0,1.0,1.0,13575.0,2.0,6.0,3.0,0.0,53.2,5.09,4.77,4.99,4.68,52.0,21.0,27.0,100.0,7.0,5.0,1.0,52.0,17.0,4.0,1.73,2.4,0.96,2.0,4.0,1.0,98.64,73.0,71.89,0.9,0.92,0.92,5.07,4.98,4.85,30.67,2.54,2.5,2.63,2.59,27.0,16.0,6.0,49.0,2.0,1.0,0.0,38.0,3.0,2.0,1.2,0.39,0.96,1.0,1.0,0.0,50.18,43.0,44.3,0.39,0.26,0.26,2.67,2.74,2.71,9.12,15.59,197.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:18:12:9:5:2,:4:3:3:2:2,:15:11:8:4:2,:2:0:0:0:0,:0:0:0:0:0,:2:1:1:1:0,:7:5:1:0:0,:1:1:0:0:0,:1:1:0:0:0,:2:2:0:0:0,:0:0:0:0:0,,,,,,,,,,,23,2,5,0,2,2,0,2,0,6,88,2,7,0,8,4,0,2,0,24
8475722,2025,Jason Zucker,BUF,L,all,5,4867.0,102.0,4.13,0.54,0.4,0.62,0.41,0.59,0.4,31.0,13.74,1.48,0.94,3.52,0.49,7.0,4.57,1.45,1.46,1.43,1.0,0.0,13.0,5.0,3.0,21.0,4.0,3.0,1.0,0.0,5.0,0.0,8.0,1.0,10.0,15.0,2.0,4.0,4.0,9.0,2.0,4.0,12.0,3.0,3.0,0.34,0.43,0.71,1.0,2.0,0.0,20.65,18.0,17.59,1.0,0.23,0.3,0.28,1.43,1.42,1.4,102.0,21.0,3.0,18.0,60.0,13.0,15.0,15.0,59.0,4.0,3.0,13133.0,4.0,6.0,3.0,1.0,56.61,4.94,4.79,4.89,4.75,57.0,22.0,24.0,103.0,5.0,4.0,0.0,60.0,14.0,5.0,1.92,1.8,1.21,1.0,4.0,0.0,101.89,79.0,77.68,0.92,0.72,0.72,5.15,5.1,4.98,39.09,4.26,4.17,4.31,4.22,35.0,19.0,10.0,64.0,4.0,6.0,0.0,40.0,8.0,6.0,0.97,1.02,2.28,2.0,0.0,2.0,64.28,54.0,54.79,0.51,0.78,0.78,4.0,4.05,3.98,9.27,13.87,194.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:13:12:9:8:5,:3:3:3:4:5,:14:12:9:8:4,:3:3:1:1:0,:1:1:0:0:0,:1:1:1:1:1,:5:3:1:1:0,:1:1:0:0:0,:1:0:0:0:0,:0:0:0:0:0,:0:0:0:0:0,197,3,27,0,9,12,0,5,0,55,150,2,14,0,11,7,0,1,0,42,143,2,21,0,24,8,0,4,0,59
8478483,2025,Mitch Marner,VGK,R,all,6,7758.0,143.0,8.71,0.74,0.39,0.64,0.48,0.67,0.47,9.0,18.29,1.73,1.29,4.57,0.67,10.02,6.73,1.64,1.74,1.65,4.0,2.0,14.0,11.0,11.0,36.0,8.0,2.0,3.0,0.0,1.0,0.0,7.0,12.0,12.0,23.0,1.0,2.0,2.0,5.0,2.0,5.0,17.0,7.0,1.0,0.33,1.14,0.25,0.0,2.0,0.0,36.48,25.0,25.24,2.0,0.3,0.3,0.26,1.76,1.76,1.72,143.0,39.0,17.0,20.0,67.0,11.0,22.0,24.0,86.0,2.0,1.0,14522.0,2.0,0.0,0.0,4.0,97.7,12.48,11.88,12.49,11.9,82.0,49.0,40.0,171.0,18.0,9.0,3.0,73.0,46.0,12.0,1.89,6.13,4.46,2.0,9.0,7.0,171.08,131.0,130.95,1.74,1.52,1.52,12.7,12.72,12.24,46.82,4.29,4.2,4.24,4.15,41.0,24.0,30.0,95.0,2.0,4.0,1.0,51.0,11.0,3.0,1.28,1.46,1.55,1.0,0.0,1.0,94.0,65.0,64.85,0.61,0.9,0.9,4.0,3.97,3.89,8.61,13.3,226.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,:6:5:4:3:2:1,:14:11:11:7:5:3,:2:2:3:2:2:3,:18:13:12:8:5:3,:2:0:0:0:0:0,:0:0:0:0:0:0,:2:1:1:1:0:0,:18:14:10:8:7:4,:3:3:2:3:4:4,:4:4:2:1:1:1,:2:2:2:1:1:1,:0:0:0:0:0:0,,,,,,,,,,,158,2,26,0,40,19,1,3,0,81,173,2,27,0,47,28,1,5,0,113
8476921,2025,Jordan Martinook,CAR,L,all,5,4292.0,112.0,5.22,0.51,0.67,0.56,0.62,0.56,0.64,35.0,10.21,1.68,0.75,2.07,0.31,4.32,3.87,1.6,1.72,1.65,1.0,3.0,11.0,2.0,0.0,13.0,4.0,0.0,1.0,0.0,3.0,0.0,3.0,6.0,11.0,13.0,0.0,0.0,2.0,10.0,2.0,4.0,6.0,4.0,3.0,0.33,0.65,0.7,0.0,0.0,0.0,13.32,13.0,13.32,0.0,0.17,0.23,0.17,1.67,1.71,1.63,112.0,18.0,24.0,24.0,46.0,25.0,5.0,20.0,62.0,2.0,2.0,14096.0,0.0,2.0,1.0,2.0,39.75,4.94,4.68,5.09,4.84,35.0,18.0,21.0,74.0,6.0,5.0,0.0,32.0,14.0,7.0,0.96,1.81,2.17,2.0,3.0,1.0,77.48,53.0,55.26,0.55,1.07,1.07,4.42,4.57,4.46,31.6,4.68,4.29,4.61,4.22,30.0,12.0,17.0,59.0,2.0,3.0,1.0,25.0,11.0,6.0,0.82,1.52,2.33,0.0,0.0,2.0,57.12,42.0,40.95,0.5,0.94,0.94,4.24,4.16,4.12,17.07,8.26,308.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:11:9:7:5:3,:2:2:2:2:3,:10:9:6:5:2,:0:0:0:0:0,:0:0:0:0:0,:2:1:1:1:0,:6:4:4:3:2,:1:1:1:2:2,:1:1:1:1:0,:3:2:2:1:1,:0:0:0:0:0,162,2,13,0,15,6,0,3,0,60,148,2,14,0,11,7,0,2,0,45,112,1,15,0,14,7,0,3,0,58
8478975,2025,Mason Marchment,SEA,L,all,5,4523.0,100.0,2.75,0.62,0.52,0.5,0.45,0.5,0.47,39.0,9.95,1.23,0.64,2.74,0.35,4.78,3.25,1.19,1.22,1.17,1.0,2.0,8.0,5.0,2.0,15.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,7.0,12.0,2.0,4.0,2.0,6.0,2.0,9.0,8.0,3.0,2.0,0.22,0.38,0.64,0.0,0.0,1.0,15.2,13.0,13.08,4.0,0.14,0.0,0.41,0.96,0.97,0.92,100.0,18.0,8.0,19.0,55.0,14.0,17.0,18.0,51.0,2.0,2.0,14464.0,4.0,0.0,0.0,3.0,34.87,3.65,3.54,3.7,3.58,27.0,19.0,19.0,65.0,4.0,4.0,2.0,34.0,8.0,4.0,1.07,0.99,1.6,0.0,2.0,2.0,66.48,46.0,47.13,0.51,1.46,1.46,2.7,2.75,2.69,33.6,2.19,2.16,2.21,2.17,29.0,17.0,20.0,66.0,2.0,1.0,0.0,37.0,8.0,1.0,0.92,1.07,0.21,0.0,1.0,1.0,65.53,46.0,45.58,0.47,0.15,0.15,2.52,2.53,2.5,11.32,10.52,225.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:8:6:3:3:2,:2:2:1:2:2,:10:9:6:5:3,:1:1:1:1:1,:0:0:0:0:1,:1:1:1:1:0,:4:2:1:1:1,:1:0:0:0:1,:1:0:0:0:0,:2:1:0:0:0,:0:0:0:0:0,148,2,12,0,13,6,0,1,0,44,150,2,22,0,18,13,0,3,0,49,134,2,22,0,18,7,0,0,0,48
8476456,2025,Jonathan Huberdeau,CGY,L,all,1,1128.0,23.0,1.52,0.63,0.3,0.67,0.48,0.6,0.49,1.0,3.3,1.02,0.36,0.45,0.07,1.37,0.74,1.0,1.02,1.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.1,0.0,0.92,0.0,0.0,1.0,4.87,4.0,3.96,0.0,0.1,0.92,0.92,0.2,0.2,0.2,23.0,5.0,4.0,3.0,11.0,0.0,2.0,5.0,16.0,0.0,0.0,2472.0,0.0,2.0,1.0,1.0,11.41,1.64,1.62,1.63,1.61,11.0,4.0,13.0,28.0,1.0,1.0,1.0,11.0,2.0,2.0,0.24,0.28,1.12,0.0,0.0,1.0,26.45,15.0,14.55,0.22,0.92,0.92,0.95,0.93,0.92,7.33,0.96,0.95,0.97,0.96,8.0,2.0,4.0,14.0,2.0,0.0,0.0,5.0,4.0,1.0,0.2,0.54,0.22,0.0,2.0,0.0,14.92,10.0,10.39,0.13,0.0,0.0,1.08,1.09,1.09,0.98,2.29,37.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,:1,:3,:3,:3,:1,:1,:1,:1,:1,:0,:0,:1,126,2,15,0,23,17,1,3,0,55,143,2,12,0,26,14,0,2,0,70,153,2,28,0,26,8,0,4,0,83
8476905,2025,Chandler Stephenson,SEA,C,all,5,6172.0,141.0,2.17,0.48,0.57,0.41,0.49,0.41,0.52,10.0,7.8,1.09,0.59,1.44,0.26,4.31,3.3,1.08,1.1,1.08,0.0,2.0,10.0,1.0,2.0,13.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,8.0,9.0,0.0,0.0,50.0,1.0,3.0,6.0,9.0,1.0,1.0,0.36,0.12,0.61,1.0,0.0,1.0,13.17,11.0,11.13,3.0,0.15,0.0,0.61,0.63,0.63,0.63,141.0,22.0,31.0,19.0,69.0,15.0,20.0,20.0,86.0,50.0,48.0,12815.0,0.0,2.0,1.0,7.0,44.34,4.59,4.5,4.62,4.53,41.0,18.0,24.0,83.0,6.0,3.0,1.0,40.0,16.0,3.0,1.06,2.27,1.25,2.0,2.0,2.0,84.59,59.0,59.85,0.88,1.12,1.12,4.34,4.4,4.31,62.81,4.89,4.81,4.87,4.79,54.0,32.0,34.0,120.0,5.0,4.0,1.0,72.0,10.0,4.0,2.17,1.31,1.42,3.0,1.0,1.0,119.36,86.0,85.83,0.89,0.72,0.72,5.05,5.03,4.97,10.38,7.83,207.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:10:8:4:2:1,:2:2:1:1:1,:8:6:3:1:1,:2:2:0:0:0,:0:0:0:0:0,:1:1:0:0:0,:6:4:2:2:1,:1:1:1:1:1,:0:0:0:0:0,:2:0:0:0:0,:1:1:0:0:0,120,1,16,0,28,21,1,3,0,81,97,1,16,0,18,17,0,0,0,81,73,1,13,0,18,20,0,0,0,99
8480336,2025,Sean Walker,CAR,D,all,5,6923.0,142.0,3.0,0.52,0.69,0.59,0.62,0.58,0.64,8.0,11.94,0.5,0.61,3.63,0.44,6.73,5.1,0.49,0.52,0.51,0.0,0.0,10.0,7.0,17.0,34.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,8.0,9.0,16.0,1.0,2.0,0.0,12.0,0.0,4.0,16.0,1.0,0.0,0.38,0.12,0.0,1.0,0.0,0.0,35.99,17.0,18.04,2.0,0.12,0.17,0.03,0.59,0.62,0.61,142.0,24.0,25.0,15.0,78.0,18.0,11.0,21.0,92.0,0.0,0.0,11465.0,2.0,0.0,0.0,9.0,64.22,6.44,6.1,6.63,6.28,57.0,33.0,38.0,128.0,4.0,9.0,0.0,63.0,21.0,6.0,1.82,2.53,2.08,2.0,1.0,1.0,134.5,90.0,94.67,0.87,1.68,1.68,5.62,5.84,5.67,48.49,5.96,5.42,5.79,5.26,44.0,20.0,25.0,89.0,8.0,4.0,1.0,43.0,15.0,6.0,1.65,1.87,2.44,5.0,1.0,2.0,84.65,64.0,61.18,0.72,1.63,1.63,5.06,4.93,4.85,15.58,6.98,254.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,:5:4:3:2:1,:10:4:4:1:0,:2:1:1:0:0,:12:7:6:3:1,:1:1:1:0:0,:0:0:0:0:0,:0:0:0:0:0,:4:3:3:2:2,:1:1:1:1:2,:0:0:0:0:0,:0:0:0:0:0,:0:0:0:0:0,94,1,3,0,5,5,0,0,0,53,150,2,10,0,9,10,0,0,0,76,144,2,5,0,6,5,0,0,0,61
8475842,2025,Sam Carrick,NYR,C,all,7,5539.0,125.0,3.98,0.59,0.49,0.48,0.56,0.48,0.55,54.0,16.12,1.72,0.99,3.9,0.46,6.98,5.95,1.64,1.78,1.68,2.0,1.0,14.0,6.0,4.0,24.0,3.0,0.0,2.0,0.0,7.0,0.0,4.0,7.0,14.0,20.0,1.0,5.0,26.0,9.0,0.0,1.0,14.0,3.0,3.0,0.39,0.48,0.84,0.0,0.0,0.0,24.07,20.0,19.92,1.0,0.21,0.6,0.32,1.61,1.63,1.63,125.0,5.0,27.0,16.0,77.0,17.0,20.0,9.0,79.0,26.0,33.0,19719.0,5.0,7.0,2.0,6.0,44.77,4.95,4.74,5.08,4.86,37.0,23.0,26.0,86.0,4.0,7.0,1.0,39.0,13.0,8.0,1.1,1.71,2.14,1.0,1.0,2.0,87.3,60.0,60.45,0.63,1.03,1.03,4.55,4.61,4.52,46.28,3.43,3.38,3.46,3.41,49.0,17.0,27.0,93.0,1.0,2.0,0.0,51.0,14.0,1.0,1.47,1.75,0.2,0.0,1.0,0.0,93.67,66.0,67.29,0.68,0.17,0.17,3.94,3.97,3.91,16.64,17.06,348.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,:7:6:5:4:3:2:1,:14:12:10:7:5:1:1,:2:2:2:2:2:0:1,:16:15:13:9:6:1:1,:0:0:0:0:0:0:0,:0:0:0:0:0:0:0,:2:2:1:1:1:0:0,:4:4:4:4:4:1:0,:1:1:1:1:1:0:0,:2:2:2:2:2:1:0,:1:1:1:1:1:0:0,:0:0:0:0:0:0:0,50,1,3,0,2,2,0,0,0,34,92,1,10,0,4,2,0,1,0,64,84,1,6,0,9,5,0,1,0,45
